term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
signore,True,signore,gentleman/lady,noun,gentleman (masculine),"core,people",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco signore gentile.,I am looking for a kind gentleman.,7a632cec73e10cddb1adf91f89dc3287c9fafa7b4a91a0ebaf3b89ab61eafaa9,07f90effb871a9b1f5278d8fb5b8a520974564dd30d89f0f73913acf49a72c17
un signore,False,signore,gentleman/lady,noun,a gentleman (masculine),"core,people",,,masculine,singular,,,False,False,False,indefinite,un,un,,,È arrivato un signore.,A gentleman arrived.,084c287694bdbfbf0866ec4bac26413e43e3d88708e2502e3c864964bd252f6d,c7af3eb29075ef487b73cb0922628be7a970dfd08789d8fcb9c8c51d8df04fa8
il signore,False,signore,gentleman/lady,noun,the gentleman (masculine),"core,people",,,masculine,singular,,,False,False,False,definite,il,il,,,Il signore aspetta.,The gentleman is waiting.,a0e3bc55bc99338bad704ef693bd7644d64bd577a99325f81138d5159fc00d85,021e1af01b80245214a19cb563950437b1131f67b1924829aad67e1af7105ebc
signori,False,signore,gentleman/lady,noun,gentlemen (masculine),"core,people",,,masculine,plural,,,False,False,False,,,,,plural form,Signori aspettano fuori.,Gentlemen are waiting outside.,8971f39fdceb6904df89c72251b008d208d62d36d01fcb2a0046821cd6697529,513cfc1df69790626874e045041098ea3fe88700d33d39bf3c63a01db5bc6c84
i signori,False,signore,gentleman/lady,noun,the gentlemen (masculine),"core,people",,,masculine,plural,,,False,False,False,definite,i,i,,,I signori partono domani.,The gentlemen leave tomorrow.,799c7111b3ad18000a74587ab8d5d131b093a01c0e493f503c7e0ae86e24e76f,8964f8ab5efe143a6763019b336df88a876340567c86d8a3d2adb055d44fea5b
dei signori,False,signore,gentleman/lady,noun,some gentlemen (masculine),"core,people",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Sono arrivati dei signori.,Some gentlemen have arrived.,4d2f66b144fc2bcea1c962e49506787f849b2d88b17d7319cd9fe938a3e072a4,67d93f1b9f9b35beef2d888db1cb0eae5203924c5e43045b8afb4f91a796c10b
del signore,False,signore,gentleman/lady,noun,of the gentleman (masculine),"core,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Conosco il nome del signore.,I know the gentleman's name.,d31c727dc63fee276d36362a1b9c44728fdfbeab7d05f59f467de1b82bc0276f,73ac1a9008e81e985de901c7956a7df6ca4c4706b564f85ea21aed631e9c4216
al signore,False,signore,gentleman/lady,noun,to the gentleman (masculine),"core,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Parlo al signore.,I speak to the gentleman.,b47a7b98154ecbf42186e8f84b1f6a4bdc156dec2adf19abed3a0f3110befbc3,1265cd25654d7ecd436f69be1a495ee1876af0c43c1f482dc85051a525a4d6e4
dal signore,False,signore,gentleman/lady,noun,from the gentleman (masculine),"core,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ho ricevuto una chiamata dal signore.,I received a call from the gentleman.,1c438519ff068892712d81fd2acec1a89d591537182e15564e5493e1ff2202d0,019b502f0ab567f99c3d1b6174e17198f9b52cda42e0ff15b2f6db44f077d901
nel signore,False,signore,gentleman/lady,noun,in the gentleman (masculine),"core,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Ho fiducia nel signore.,I trust the gentleman.,190bae8c1dc72ef457b7f34c68b788fab1bce5c57b17f8bfac3be9d6a272863b,bf366eb3c6b6805a7e2b743e8540aa0e3d2628e06a2205cf8a0d9348fa6fe759
sul signore,False,signore,gentleman/lady,noun,about the gentleman (masculine),"core,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho letto un articolo sul signore.,I read an article about the gentleman.,aa6ad2951f521a8aff4491321c9da2bc50c24bfb880d2a810abbe11e60335ad0,533d932dfd883ddc683b1db23321e0362f84d51134ffeae3abceb54f9f5b8863
