term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
pasta,True,pasta,pasta,noun,pasta,"food,cooking",,,feminine,singular,,,False,False,False,,,,,mass noun; plural 'paste' often means 'pastries',Mangio pasta spesso.,I eat pasta often.,fc2ad49c267aa79dc3f39ee7a7d7e9ba319ede7179ea5b231d3e04e6e4fe4ce2,e4941531889c4c57886f90fe23c30d92e3b7f9a8268085eb885015a03c1e7ab0,1104.0,1296.0
una pasta,False,pasta,pasta,noun,a pastry,"food,cooking",,,feminine,singular,,,False,False,False,indefinite,una,una,,often means a pastry at cafes,Prendo una pasta al bar.,I get a pastry at the cafe.,7ab2933863ae5a75ce7c0e2813f071d933723236228dd1b235eccc8ba088fee1,9f5a49704edf49dd688f4e749c6549661cad1993f06e4dbad4eb7f5a2d887a3f,1320.0,1584.0
la pasta,False,pasta,pasta,noun,the pasta,"food,cooking",,,feminine,singular,,,False,False,False,definite,la,la,,,La pasta è pronta.,The pasta is ready.,deef38514e54d527bf4614bc1a94bf413db85cdfcbd55cd2b9a5ef8285fd2080,4929531df3322e2c80f3a42d789e931e68df19571a21fdd108a993dc93e6ca05,1272.0,1512.0
paste,False,pasta,pasta,noun,pastries,"food,cooking",,,feminine,plural,,,False,False,False,,,,,plural form; often pastries,Paste fresche sono in vetrina.,Fresh pastries are in the display.,efcde8027c5de6baf22c08cfa5fc33c315da4060c1f3a401ea160d4d0d66e9a7,0ddbdc9cd4e4daef67ebce172a7e8fca7f08397fc226d1daf4e88d788847e8fd,1296.0,1272.0
le paste,False,pasta,pasta,noun,the pastries,"food,cooking",,,feminine,plural,,,False,False,False,definite,le,le,,,Le paste sono finite.,The pastries are gone.,fe9efac4b250a7ca3ce2275e8f7f685ad5d28e5a97603e5e930bd4190916a735,8565b68bf2f9c32ad852f49b75b15be70041e6e33b7f87603c41ed927a107b3c,1464.0,1488.0
delle paste,False,pasta,pasta,noun,some pastries,"food,cooking",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Porto delle paste domani.,I will bring some pastries tomorrow.,3da2b509e0126090a8d7153a728fabbeb5db65fc0fe9b8e54bad15ce77f1bdcd,eb49b7bcc776d54a7c1544270c4292e8b5f6f525177918f442895b51d3d385e8,1608.0,1680.0
della pasta,False,pasta,pasta,noun,of the pasta,"food,cooking",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il colore della pasta è giallo.,The color of the pasta is yellow.,8c23676ce17b6a44341956ee5041a6bdf4b7b136a82cf309f4fa8115558ef3b0,cef7c3fa3a7e394745235c0863ee5897c07f9ea82773b1d601a66f4efc0d701c,1392.0,1704.0
alla pasta,False,pasta,pasta,noun,to the pasta,"food,cooking",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Aggiungo sale alla pasta.,I add salt to the pasta.,fbc446c2b9911286ec915ac08c111110d7fb2ae037c87b6a9184d9514837285b,420724b0c5f9b2711089aea4d23c5654d9d2b9e5ccf11439ff5c7a4161393447,1392.0,1608.0
alle paste,False,pasta,pasta,noun,to the pastries,"food,cooking",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Sono allergico alle paste con noci.,I am allergic to pastries with nuts.,01ce44d70ce6f1d23e42bf063a173281bf2c3ddef8cc0847e9021df8a9dd4665,3d9ffefdf382db79467e115169541d10c52843d0552c4f50e4dc5c3b2180be0e,1584.0,1608.0
dalla pasta,False,pasta,pasta,noun,from the pasta,"food,cooking",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Comincio dalla pasta.,I start with the pasta.,06437e3382ba49d49600169f6bc1e55bb50c27718b73ab8360cccd2dc00f245a,09295ee6988e3b0d2899b89f8f36a7c48adcd46556df6a272592d58657c2f1e3,1464.0,1728.0
