term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
fossa,True,fossa,ditch,noun,ditch,"nature,places",,,feminine,singular,,,False,False,False,,,,,base lemma,Vedo fossa profonda.,I see a deep ditch.,f652a102c373e0f328ca72b54353aef7b2ab8f0ee84df9a7232ebfd378e9f8dd,26685363d3615c41c0bb36dc111ba763f5072ccf2c5a420bb81e041a01d4402a,1056.0,1368.0
una fossa,False,fossa,ditch,noun,a ditch,"nature,places",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Scavo una fossa piccola.,I dig a small ditch.,035e00ed56e52d38b07744afdd95567726bc248e52c6b96390a2e95f507eeb5d,49ed379094623ebc662490e41261824418466cef9d5cf3cfb5068581f425a563,1200.0,1584.0
la fossa,False,fossa,ditch,noun,the ditch,"nature,places",,,feminine,singular,,,False,False,False,definite,la,la,,,La fossa è profonda.,The ditch is deep.,8496c0a70858367541b12385a174a317a1fae5d054a0123f2b60e4933f3e64d3,f709af3f8cd99182f621f0fc9058c67021c45c1e0ce518f72ced2332db60a9d6,1200.0,1536.0
fosse,False,fossa,ditch,noun,ditches,"nature,places",,,feminine,plural,,,False,False,False,,,,,plural form,Fosse profonde bloccano il passaggio.,Deep ditches block the passage.,639bd8dd0e21f355be2f4b929a0c3e3fa28bc9dd6ece01104f2c724f1d821d6a,c2a28ac1e309dc99855143529c65560db3ab29eb6cb3296f9cc0499e8956992e,1152.0,1320.0
le fosse,False,fossa,ditch,noun,the ditches,"nature,places",,,feminine,plural,,,False,False,False,definite,le,le,,,Le fosse sono protette.,The ditches are protected.,fe11da02c92cce109d43a7e40fe2ad5334955b856293613665becb255ed3c79b,f6a38a6862d436371512cbbbd06d1b8e3a48f1ebcb5d529aa2bdd03c8f17ede1,1296.0,1488.0
delle fosse,False,fossa,ditch,noun,some ditches,"nature,places",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Hanno scavato delle fosse nuove.,They dug some new ditches.,ac54d66f0dd6b4c44b38d3ebb87b749cee5e91d2e5a9eb720befb83f58a1d35f,969e4abfe3995032dd01e47f973baf2735ab38857e8d896c108866c8c5daa822,1416.0,1680.0
della fossa,False,fossa,ditch,noun,of the ditch,"nature,places",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il bordo della fossa è scivoloso.,The edge of the ditch is slippery.,8958405c40d394751a02077923c6e7521559a686cfa13b46ac00398150d10bf8,2d8bbd596092a5d2f92eef5f7c671a077cd012d245f9274c3d8a35766c9676fd,1320.0,1704.0
alla fossa,False,fossa,ditch,noun,to the ditch,"nature,places",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Mi avvicino alla fossa.,I approach the ditch.,a581ba30d1bb011b63382c1026386af70893cfa6e28ff844d80cff12d3b348e4,8801b2a95840a87441f473572a00b2f65aea861813bfd3db6096310431f6d9e6,1320.0,1632.0
dalla fossa,False,fossa,ditch,noun,from the ditch,"nature,places",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Esce acqua dalla fossa.,Water comes out of the ditch.,92f31253ea2a7edbc2017e6576408d1df1dfe219ae6145ff91f209c3e04b5145,899ea5316cc7dee5a5a33d7398e1a41c08e32f009d8085865e7b44bc6334be24,1392.0,1704.0
nella fossa,False,fossa,ditch,noun,in the ditch,"nature,places",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Metto la scala nella fossa.,I put the ladder in the ditch.,29be5ea3920a12d3ccee3ebf5b9c628f75abddf6c3f49e66584ad02b55fbb741,567fbcc453b44ca9fdf59afd59536b98b566dfe2a969e78c5b41e0fec057295b,1320.0,1728.0
sulla fossa,False,fossa,ditch,noun,on the ditch,"nature,places",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,C'è una tavola sulla fossa.,There is a board over the ditch.,2d1701c342e70e3a19804fa8ff10df3d637b32c2e59fa31c94e08a823ec87a83,46c761c57e00d1d274ca6e2472d2b86379a88cbcbf754c20b8502c084281d677,1344.0,1776.0
