term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
zaino,True,zaino,backpack,noun,backpack,"everyday,objects",,,masculine,singular,,,False,False,False,,,,,base lemma,Il mio zaino è nuovo.,My backpack is new.,f7603d22f472b77249c3776e20e4a1ab3e6679b3d3649b9b1deb57c0991276ca,1272.0,818a3e556ea034b2b06567c523089b484475eea426b30813daf1f3281264e7f5,1368.0
uno zaino,False,zaino,backpack,noun,a backpack,"everyday,objects",,,masculine,singular,,,False,False,False,indefinite,uno,uno,,indefinite singular for s+consonant and z,Ho comprato uno zaino nuovo.,I bought a new backpack.,17014cc70fc3409eae92cbc61dd341d1934bd90ff815a7454cb1d43e4c06d66b,1368.0,b2190373857d25a9888b7e0af59b179b4f7b76b03e9697d4d801dbda28c89f50,1704.0
lo zaino,False,zaino,backpack,noun,the backpack,"everyday,objects",,,masculine,singular,,,False,False,False,definite,lo,lo,,definite article used before z and s+consonant,Lo zaino è pesante.,The backpack is heavy.,7e54555e66c4758683a71717db71d37c31f31b708b1f971c1342a16e9aa759ff,1392.0,06c2af8e621831cf9a7eb66a2c97567d467735291358b8812076c46071ef3f64,1584.0
zaini,False,zaino,backpack,noun,backpacks,"everyday,objects",,,masculine,plural,,,False,False,False,,,,,plural form,I nuovi zaini sono sul tavolo.,The new backpacks are on the table.,11ac7aa9febab0a454a87e9cc7f3e5f66eaeba0da5df1dced0e25a2c9aafa705,1416.0,4a036b4d36d193bab713438f378d3e853ee4bdeffa828e66464fd2a135e876e8,1368.0
gli zaini,False,zaino,backpack,noun,the backpacks,"everyday,objects",,,masculine,plural,,,False,False,False,definite,gli,gli,,definite plural for z and s+consonant,Ho visto gli zaini nel corridoio.,I saw the backpacks in the hallway.,94548dad7a08840f011dd1a513fa779e7016154ed5e2085d3621162347ee29b7,1512.0,5eb6fcdd3dce878c14165a7858995aa61714d0d8c778784ff929c3422f74bc4d,1680.0
degli zaini,False,zaino,backpack,noun,some backpacks,"everyday,objects",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form (di + gli = degli),Ho preso degli zaini dal negozio.,I bought some backpacks from the store.,3ae095b00beed156cf8e58553a648010c3897246c4281bb2fe81dbd85d0509b5,1656.0,570c2374aa32397bb39dec8b4c396adbab1e3d4845a892717eb954c0e82ea43d,1752.0
dello zaino,False,zaino,backpack,noun,of the backpack,"everyday,objects",,,masculine,singular,,,False,False,False,articulated_preposition,lo,dello,di,contraction of di + lo,La cerniera dello zaino è rotta.,The backpack's zipper is broken.,65189488bc0817d32dd4ca88a75ede0aea1372eac73d302809cacd6911b7eb82,1536.0,fcbe701c13e20b6697c2371afa0b97f6009c5330efc299bd4229da38c91eac09,1752.0
allo zaino,False,zaino,backpack,noun,to the backpack,"everyday,objects",,,masculine,singular,,,False,False,False,articulated_preposition,lo,allo,a,contraction of a + lo,Ho attaccato la targhetta allo zaino.,I attached the tag to the backpack.,b9402e4d275fffa004c713c3323e193f70866ee4738e15bfc84c0d0d22df12de,1512.0,d7334b0a90aa821e7172ce22ffe5721b9ef2c2ca07003a676839f076ebd9ccbc,1656.0
agli zaini,False,zaino,backpack,noun,to the backpacks,"everyday,objects",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Ho attaccato gli adesivi agli zaini.,I attached the stickers to the backpacks.,a804d59c4a937022cfcd9e8af7ed5345e7aa7e7847227e33b60d21c573c12314,1632.0,efb6e1bb0e413c1cde5596b97d09adbf05150894496b64b57603e7a380386f68,1656.0
dallo zaino,False,zaino,backpack,noun,from the backpack,"everyday,objects",,,masculine,singular,,,False,False,False,articulated_preposition,lo,dallo,da,contraction of da + lo,Ho preso il biglietto dallo zaino.,I took the ticket from the backpack.,46298fd14a7cbe05480daa21f0737c545dd2000ff724deb44a39dab7ab75a4b6,1584.0,41f13855a20eed1f39abbfc32d46f4ac0651ac765676b778eb68df1f728e613e,1752.0
dagli zaini,False,zaino,backpack,noun,from the backpacks,"everyday,objects",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Ho preso i libri dagli zaini.,I took the books from the backpacks.,395fc3299e851e16bc69759d3ed1b7fc3687f17af88284a5dbb2eb01a3e263a7,1704.0,45e1f8a1b615ab9177e2606ce574126336d72a9515dc6bb2690197e251726cfd,1776.0
nello zaino,False,zaino,backpack,noun,in the backpack,"everyday,objects",,,masculine,singular,,,False,False,False,articulated_preposition,lo,nello,in,contraction of in + lo,Metti la merenda nello zaino.,Put the snack in the backpack.,9a4032f9ffd10e0b374d1b26663a982fccba0abe6d151570561adbcfe5ed21d8,1536.0,07115d39a2f5665187e5261a504e1c8c577f3dca62cc5e9449e0d4ce32ad6daf,1776.0
negli zaini,False,zaino,backpack,noun,in the backpacks,"everyday,objects",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Ci sono libri negli zaini.,There are books in the backpacks.,af7f9b6e00e037cabba793dc892045dea596f980c7a0dccd06d2a3c8eecb5c9b,1632.0,f01be4fbb3784292b0265befb5a2154a75ba78c024becc10d6f378181de445ac,1752.0
sullo zaino,False,zaino,backpack,noun,on the backpack,"everyday,objects",,,masculine,singular,,,False,False,False,articulated_preposition,lo,sullo,su,contraction of su + lo,C'è una macchia sullo zaino.,There is a stain on the backpack.,95efe67392729dccaa085fba6f5480baa7943c62cefb5eaf5bdd583aee4c70dc,1536.0,c904a5bd05eb125a02c8e3977a367cf6c1e20fcaf0eaff4a89ad0b3c328cfe16,1824.0
sugli zaini,False,zaino,backpack,noun,on the backpacks,"everyday,objects",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Ho informazioni sugli zaini in vendita.,I have information about the backpacks for sale.,26b163880f94997445aa90f25af65ce7e2667cf2171d8d41d9878e85b0cca49d,1656.0,794220750a7149795c91d11cca02ce61fbc748a126373cbad8d264a0890e2a41,1848.0
