term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
mezzogiorno,True,mezzogiorno,noon / southern Italy,noun,noon,"time,geography",,,masculine,singular,,,False,False,False,,,,,"also refers to southern Italy when capitalized ""Il Mezzogiorno""",È mezzogiorno.,It is noon.,be7b4207313bec4d1ee4ad4fb834dbf1999ba54b8de4c33071b5f2e60ec3632d,984.0,c87c4f577ad2593f062b18e35729614811215362ee5d33c91521bc1001ca0237,1752.0,mehdz-dzoh-JOHR-noh
a mezzogiorno,False,mezzogiorno,noon / southern Italy,noun,at noon,"time,geography",,,masculine,singular,,,False,False,False,,,,a,common usage with preposition 'a' without an article.,Ci vediamo a mezzogiorno.,See you at noon.,a704737693a734a28d45746052b64cb2e78f1b0b7f9c07101cbd1a6615fefba4,1200.0,16708f2279555ae54d89dc60539f7280f074f7037067784c0b0e8383890c9e6a,1824.0,AH mehdz-dzoh-JOHR-noh
un mezzogiorno,False,mezzogiorno,noon / southern Italy,noun,a noon,"time,geography",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Un mezzogiorno tornai a casa.,One noon I returned home.,ffdad92d300634a109703928aed7e33ad6749e4d2ea7a4c6d85751b3c9fda6cb,1176.0,24046449ea19168bee9407c1c0eca34341f0afc7e0940505679023f91cabadc0,1872.0,OON mehdz-dzoh-JOHR-noh
il mezzogiorno,False,mezzogiorno,noon / southern Italy,noun,the noon,"time,geography",,,masculine,singular,,,False,False,False,definite,il,il,,"also refers to the southern region when capitalized ""Il Mezzogiorno""",Il mezzogiorno è il momento della pausa.,Noon is the time for the break.,3e465d8c5926e66a3086957381a4012c6185871d5b468f6681eaf4d8b9d3d338,1152.0,7075e539ea5daefa3c3e85064993ab1ae8a9759fb2f7e0cab592a6b856c2bc4d,1896.0,EEL mehdz-dzoh-JOHR-noh
mezzogiorni,False,mezzogiorno,noon / southern Italy,noun,noons,"time,geography",,,masculine,plural,,,False,False,False,,,,,plural form,Ci sono mezzogiorni molto caldi.,There are very hot noons.,dba846fe90c704189917d4b2f8efdeace0cf6f3ff6e35f3a90fbf21a352bede6,1128.0,4717a5e217b2e804fa4ee1df3206cdafa3bae71c113719ebf89c11124d8f6de7,1776.0,mehdz-dzoh-JOHR-nee
i mezzogiorni,False,mezzogiorno,noon / southern Italy,noun,the noons,"time,geography",,,masculine,plural,,,False,False,False,definite,i,i,,,I mezzogiorni d'estate sono caldi.,The noons in summer are hot.,ea829ff58491500f1b6739fe3a7c535f23754f3b49aa07861069c1c2fe30de75,1296.0,730c089c67604ffc8f4cb7da604c0021949448c925455f343959c1ac58cf2e81,1824.0,EE mehdz-dzoh-JOHR-nee
dei mezzogiorni,False,mezzogiorno,noon / southern Italy,noun,some noons,"time,geography",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form; contraction of di + i,Ricordo dei mezzogiorni tranquilli.,I remember some peaceful noons.,cecd3de6523c6979c207aa7f1959e9d4c709e61a18c0f6291fa390aa4c738d4d,1392.0,6da21032b1f3a2d4afa4177f61587a8e6be1cb9af18bcae15485b6a0cfff2f9a,1968.0,DAY mehdz-dzoh-JOHR-nee
del mezzogiorno,False,mezzogiorno,noon / southern Italy,noun,of the noon,"time,geography",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il silenzio del mezzogiorno era totale.,The silence of noon was complete.,2d3f1f6944c65c793328bef54f21d0367744133e353e8f18739ce1374d52b815,1272.0,8d7e95c7ede18710adb1ebbb1a9446abe5a3b099e673b8849cb3f881724d0243,1944.0,DEHL mehdz-dzoh-JOHR-noh
al mezzogiorno,False,mezzogiorno,noon / southern Italy,noun,at the noon,"time,geography",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il; more common without article as 'a mezzogiorno',La riunione è fissata al mezzogiorno.,The meeting is scheduled at noon.,699f6a729221d74eb799f37e733ac870fa909a03f2c2b0f7ed021a0190a0ead1,1248.0,a797d5679b0ec7756dad579f0a0085f6fea4565bd7be607806dd245180b98965,1872.0,AHL mehdz-dzoh-JOHR-noh
ai mezzogiorni,False,mezzogiorno,noon / southern Italy,noun,at the noons,"time,geography",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Partivano ai mezzogiorni stabiliti.,They departed at the scheduled noons.,2ac595685b5ddccbe3f4f0305e61ae1cbfad95a729a8e50a0ccc8ccb20dcec95,1392.0,c76ea086e73aa0c1252b93b56ff87cedfad0c9dea5f93846e2b44bdc526cf935,1896.0,EYE mehdz-dzoh-JOHR-nee
dal mezzogiorno,False,mezzogiorno,noon / southern Italy,noun,from the noon,"time,geography",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Dal mezzogiorno in poi fa più caldo.,From noon onward it gets hotter.,dbe5b93b8e3ac5868932b23b4e15d5771e7a58c3e08d033912401195f7eef392,1344.0,d8e68febd8f4dec6448cc1de85abbcfe97ff39720ff976f6147067b969c09e67,1944.0,DAHL mehdz-dzoh-JOHR-noh
dai mezzogiorni,False,mezzogiorno,noon / southern Italy,noun,from the noons,"time,geography",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Dai mezzogiorni estivi tornavamo stanchi.,From the summer noons we returned tired.,e2bcfccfeedf4d683cd074d3bf89682edf47aa0973b5a1bf82a07616f2ae0584,1464.0,08b55f87fae3cf31b814cdd4e5af450b6f1bae71cb59a6919e5f9c6221dfbee2,1992.0,DEYE mehdz-dzoh-JOHR-nee
nel mezzogiorno,False,mezzogiorno,noon / southern Italy,noun,in the noon / in the south,"time,geography",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il; can refer to the Mezzogiorno region when capitalized,Lavoro nel mezzogiorno.,I work in the south.,c227b928ce4b9ea2e253b6fe47185cb22954c86974e690d6792c86addf32c276,2616.0,71a13e5bdc9791c4761e6dfedcd74e2238d4bf60390be76510000845c3e09266,1968.0,NEHL mehdz-dzoh-JOHR-noh
nei mezzogiorni,False,mezzogiorno,noon / southern Italy,noun,in the noons,"time,geography",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei mezzogiorni estivi c'era silenzio.,During the summer noons there was silence.,e35e0d9caaf4c3c27b05b13b9852329c89a6d05db934f8c50bcdd2b7ae2391ec,1368.0,89f08ea0a7ab4edd222a9aa504d2bb76d1b8c543915214237fd083ce637bea78,1968.0,NAY mehdz-dzoh-JOHR-nee
