term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
parte,True,parte,part,noun,part,"Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,,,,,feminine noun; regular plural 'parti',Questa parte è importante.,This part is important.,f078b60104fd086a2da772da4f9c1f5c72ef72f7a59750e182975745cd23ea43,1032.0,f576d9445e0734878bd0bb00c8e6df802dc8904b75f906d00b6a8919c2986504,1296.0,PAHR-teh
una parte,False,parte,part,noun,a part,"Concepts & Ideas,Spotify Lessons",indefinite,,feminine,singular,,,False,False,False,indefinite,una,una,,,Prendi una parte.,Take a part.,cb0424bf91926000496ab5ee3271ea742bc1fde58156e652aae9ee03728f59d6,1176.0,2911d69dfc7aad183b5ac118801b6eb31304eee072e684483f017a91f1a7571f,1560.0,OO-nah PAHR-teh
la parte,False,parte,part,noun,the part,"Concepts & Ideas,Spotify Lessons",definite,,feminine,singular,,,False,False,False,definite,la,la,,,La parte è danneggiata.,The part is damaged.,f870b5ccd2b239f6f83bca79871009bd5c4abbfe164ecda2a6cb493abffea9e9,1200.0,bc621abfbb061bd65131c54b29ab6d460040036623cc21ffba8bdeec55fa8445,1488.0,LAH PAHR-teh
parti,False,parte,part,noun,parts,"Concepts & Ideas,Spotify Lessons",,,feminine,plural,,,False,False,False,,,,,plural form,Le parti sono uguali.,The parts are the same.,4eedbd0005c5be6120bf9fe30c9438ac8c731e6ddfc91de7b503677ae5b966dc,1152.0,f32cdaab5e1ad14cf9fd87bbfa138afbcda5e4c2b237536f225d307450ff39c5,1320.0,PAHR-tee
le parti,False,parte,part,noun,the parts,"Concepts & Ideas,Spotify Lessons",definite,,feminine,plural,,,False,False,False,definite,le,le,,,Le parti sono compatibili.,The parts are compatible.,7d28cdb3e83024b09bf6d155b0f56697155406f977af151655cb522803404d64,1320.0,bc03254110f1578cc683aab6daa9bbe09d7fd7a3467b2d8f4c646d91741e4c6f,1512.0,LEH PAHR-tee
delle parti,False,parte,part,noun,some parts,"Concepts & Ideas,Spotify Lessons",indefinite,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Provo delle parti locali.,I try some local parts.,687629a1815db4250915bbaba8ec79581cc9081b997431f907d86c3c15fdfacc,1440.0,7bde5778098a7f7cbba27d3057cb2e21eeedeea211ac157d1162341066528822,1704.0,DEH-lleh PAHR-tee
della parte,False,parte,part,noun,of the part,"Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il colore della parte è blu.,The color of the part is blue.,7f9ade684d2288a0c7d2f7a63d436b98408a3be6cdba3beb503a671487e67bc2,1296.0,f41b59f68e797a587a18fd8e961e74554a25efbabc6a9faa4824fc3303e1ac5a,1680.0,DEH-llah PAHR-teh
alla parte,False,parte,part,noun,to the part,"Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Vado alla parte centrale.,I go to the central part.,40baf61360a22166728a722b9c61324087bb2db6f6031eeb753533b52d99e2ab,1296.0,db094579c2c85ae4f8b6553d31ed5908d838833d5d369d360b6e1b6e6c4248a1,1608.0,AH-llah PAHR-teh
dalla parte,False,parte,part,noun,from the part,"Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Prendo un pezzo dalla parte superiore.,I take a piece from the upper part.,64c55f33057d5f02596b4d3125a094b5127c58f49b1d5dd0d38adb47abcdd1a5,1368.0,6b809c5b306d131c51c567560e5d9601aa38b8826e51ff84f173e66f60886a58,1680.0,DAH-llah PAHR-teh
nella parte,False,parte,part,noun,in the part,"Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,C'è un difetto nella parte posteriore.,There is a flaw in the rear part.,af9c49e545748fb16d00078eed897851d5d811319a25e5311651117649c9b994,1296.0,c8dffc9adbef87782bcd089d56abf64a7f3dc55ce19033db6e5936045f2ae46f,1680.0,NEH-llah PAHR-teh
