term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
pub,True,pub,pub,noun,pub,"travel,dining",,,masculine,singular,,,False,False,False,,,,,base lemma; loanword,Cerco pub economico.,I am looking for an inexpensive pub.,dd56d7028988f67fcd802cbb389f76ccc5a86e75f79f6e0fb8d5146d71b46bc6,feebcd05d761d5ccabd0276af61b0d1e8e0d2e9bec02dc5795067efd1ab63dac,936.0,1176.0
un pub,False,pub,pub,noun,a pub,"travel,dining",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un pub carino.,I know a nice pub.,e970e5cdb55ef17a1dabe8c6bcaae7a394995de4b56fdeea083e7891ae7d939d,5d863ad099f1d385f2eeecf5b3ca9b0d195b7345bb93da5fe8dc41adfb9565e6,1104.0,1368.0
il pub,False,pub,pub,noun,the pub,"travel,dining",,,masculine,singular,,,False,False,False,definite,il,il,,,Il pub apre alle otto.,The pub opens at eight.,330d379b64ba6a5872a343e28765accdfd23558c30e49c658e3921b8973d34c3,9f2406edfd71f35840960234b57b3f5d3aa792607eae66754825210f892f39e7,1128.0,1392.0
pub,False,pub,pub,noun,pubs,"travel,dining",,,masculine,plural,,,False,False,False,,,,,invariable plural,Pub nuovi aprono spesso.,New pubs open often.,dd56d7028988f67fcd802cbb389f76ccc5a86e75f79f6e0fb8d5146d71b46bc6,9b3d18860d84ca01f7988240f1984cba4b39521bdebdf24bb9379465bee4a1b7,1080.0,1176.0
i pub,False,pub,pub,noun,the pubs,"travel,dining",,,masculine,plural,,,False,False,False,definite,i,i,,,I pub sono pieni.,The pubs are full.,5a4c62518995ef24e53044f19371393270bc8e76352162795e8fb046476ba80d,dd0096a39b4cdb16ef377b2eee31b672504ca609b3ef6bb2f4d695d94224b49c,1272.0,1296.0
dei pub,False,pub,pub,noun,some pubs,"travel,dining",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Provo dei pub locali.,I try some local pubs.,02bfc8f8b755a5cfa5dbe9e1ced05e9b540cca017b06e1546897709c2b76bdc2,0a0b7620081139ede35d96222b24195dd7e40e351c6ddd44e35647b14dc162b6,1392.0,1488.0
del pub,False,pub,pub,noun,of the pub,"travel,dining",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,L'orario del pub è online.,The pub's hours are online.,47e10008e209ff20f7d00b56bb7fe20a966caacae2b046efd7d46038f565f1a3,836a6f6b249b97a3afd99767364f35be1f659f4cfbdc1e14ff1f2dea8aed928f,1248.0,1488.0
al pub,False,pub,pub,noun,to the pub,"travel,dining",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Andiamo al pub.,We are going to the pub.,c22a94ad3bff20cef9de0e14ffdf0b8b24d723e67c285ed560ce89b6c9ac785d,c59419ab159ab1899029c7aa530011123114c87e02b3f4217377f4eab9f5e784,1272.0,1416.0
ai pub,False,pub,pub,noun,to the pubs,"travel,dining",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Prenoto ai pub del centro.,I book at the pubs downtown.,5218a7127f1d565ed5f09d4d84d996fa4f3739657c7ab257f01d0ab981be37b2,29fde5447585ec0d68705b9bf88ec2aec0dff0ed0f2a95f3c3f47e636768a4f9,1392.0,1416.0
dal pub,False,pub,pub,noun,from the pub,"travel,dining",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Esco dal pub.,I am leaving the pub.,595fa2faf9af71d5f899ffcd6d1e9a5bed8283c703cfd495bf0f29f66fa0d0c7,0ae4f26b02705b6e08f8f319a15f161e20c4fa7a871438052e1b3184990111f4,1320.0,1512.0
