term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
ristorante,True,ristorante,restaurant,noun,restaurant,"Food & Drink,Dining & Service,Objects & Things",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco ristorante economico.,I'm looking for an inexpensive restaurant.,42a36c4314332697bf5b3220d7e8d3ff80e6226f367fa60277fb6205418f5e82,bb42116789260f836691b348228a05d6c004b81f0cc607fb407d4708e4e84a28,1248.0,1728.0,rees-toh-RAHN-teh
un ristorante,False,ristorante,restaurant,noun,a restaurant,"Food & Drink,Dining & Service,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un ristorante buono.,I know a good restaurant.,6eb742667d8d1bd0c09565f94e629f8408dfaa0a39f26269a7c2d79d6656f11b,91533b4d86d2aec1572d57c3df3fe26a7b2be293cc45f79028a7e68316b25a6a,1344.0,1824.0,OON rees-toh-RAHN-teh
il ristorante,False,ristorante,restaurant,noun,the restaurant,"Food & Drink,Dining & Service,Objects & Things",,,masculine,singular,,,False,False,False,definite,il,il,,,Il ristorante apre alle sette.,The restaurant opens at seven.,60ce5132fc514c01c472395581fe7db717095a42810b15f23cefef10162c9516,a668c65dd38560b7410b52d699405d9e0634a3b67dbe5142a9b1925026c0a520,1368.0,1872.0,EEL rees-toh-RAHN-teh
ristoranti,False,ristorante,restaurant,noun,restaurants,"Food & Drink,Dining & Service,Objects & Things",,,masculine,plural,,,False,False,False,,,,,plural form,Ristoranti nuovi aprono spesso.,New restaurants open often.,1f827ff574472f0bbb7a86c654de9bb3975020dce617c5f8e23b0de4798c09c1,dfe2ba4c29d0471e29c992686e9ba5fd9b11bf77f0c03a47114ecf68e9e715fc,1344.0,1752.0,rees-toh-RAHN-tee
i ristoranti,False,ristorante,restaurant,noun,the restaurants,"Food & Drink,Dining & Service,Objects & Things",,,masculine,plural,,,False,False,False,definite,i,i,,,I ristoranti sono pieni.,The restaurants are full.,8a897d7633df10550d9b0636ffc0595a8e6e4111a43efe4de4f8a716c5c9833c,03d6ea9ceb396497e0202e70f6488b2622a430a8f0885a0499b38284cd779dce,1488.0,1824.0,EE rees-toh-RAHN-tee
dei ristoranti,False,ristorante,restaurant,noun,some restaurants,"Food & Drink,Dining & Service,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Provo dei ristoranti locali.,I try some local restaurants.,3dbf109e47ea4de45808a8a28d317242e7755c70a3c9f4eb339d9fd749e0d614,5302af788b4c3a68e18847d997c2938809a894a38f182b3a03f210bd7a6d3bd9,1608.0,1944.0,DAY rees-toh-RAHN-tee
del ristorante,False,ristorante,restaurant,noun,of the restaurant,"Food & Drink,Dining & Service,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,L'orario del ristorante è online.,The restaurant's hours are online.,e3b2319bca1a2eaaf24cd31293d0ec2afe92799e5fa9fbd1296a2fd53655003d,7cf5556a35952fba1d224ee1b85371322aa59b7d71aab2e37357a614c5d7be34,1488.0,1944.0,DEHL rees-toh-RAHN-teh
al ristorante,False,ristorante,restaurant,noun,to the restaurant,"Food & Drink,Dining & Service,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Andiamo al ristorante.,We're going to the restaurant.,3d99e7d3b1bd9bc2607b1cc87c2c1fc403c881197ecae0b62d4d37cbf66552b5,0c84cea7a8bb3dfe785248a2ce99674653fa8abdcece9e1c13cef5feb5f66c86,1512.0,1848.0,AHL rees-toh-RAHN-teh
ai ristoranti,False,ristorante,restaurant,noun,to the restaurants,"Food & Drink,Dining & Service,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Prenoto ai ristoranti del centro.,I book at the downtown restaurants.,54ad4cc255792bc7324f8f3625e18739a51807df3b502e7e783008e548461274,f7030c495e54a06c12be38aa8794175f8090c63c965afb744eb6ae0b56a781e5,1608.0,1872.0,EYE rees-toh-RAHN-tee
dal ristorante,False,ristorante,restaurant,noun,from the restaurant,"Food & Drink,Dining & Service,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Esco dal ristorante.,I leave the restaurant.,7c1abaf563b042965374b16b0e75ef0f6336e4c2b5518dbaee6b402441bbc580,3b73cd5079c4a60f7ee2e6cde7766737856253e7fd907e578dc53632699f9906,1584.0,1944.0,DAHL rees-toh-RAHN-teh
dai ristoranti,False,ristorante,restaurant,noun,from the restaurants,"Food & Drink,Dining & Service,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Vengono odori dai ristoranti vicini.,Smells come from the nearby restaurants.,e7bdd0c0e429dbc1b21d847c2f03ae6e249ca2ce9e8cc2f9ed1e1d041099d4c6,8ebae9d2a9e4be3b665b0d0a7ddeec087f7611ded195f49dcd8b5ee7cb3af846,1680.0,1992.0,DEYE rees-toh-RAHN-tee
nel ristorante,False,ristorante,restaurant,noun,in the restaurant,"Food & Drink,Dining & Service,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Lavoro nel ristorante.,I work in the restaurant.,f562865e61d1ab16907cdb2964a3c5bf45e9313ee603bf5e555f762518f1b366,e8ca04628dc876e0631f43755562708089e988d4a1a102fd09389a80e17eea04,1488.0,1944.0,NEHL rees-toh-RAHN-teh
nei ristoranti,False,ristorante,restaurant,noun,in the restaurants,"Food & Drink,Dining & Service,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Non si fuma nei ristoranti.,You cannot smoke in restaurants.,89b18e970f8ec258ec5f59011346fd567ccae555d2121cc71e42feb20671e063,c3ae3c473aca4591552b511c9314af660b77bd56a532ae8a99a9be13695876e9,1608.0,1968.0,NAY rees-toh-RAHN-tee
sul ristorante,False,ristorante,restaurant,noun,about the restaurant,"Food & Drink,Dining & Service,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo una recensione sul ristorante.,I read a review about the restaurant.,dee48a6d7236b623b5f3aea49e92284ec53986a0e1f4fd50cbf8fab4f4dd1b6c,f82598966e7a1499e682a2fb0778aff34acf539564f5f023bf9469f79ddf9480,1680.0,1992.0,SOOL rees-toh-RAHN-teh
sui ristoranti,False,ristorante,restaurant,noun,about the restaurants,"Food & Drink,Dining & Service,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho dati sui ristoranti locali.,I have data about local restaurants.,17e82290668929bdae75c83779d3837b45b51039a21790eb93d0f3525b80ba99,700097882af4bde8f29885ab830d8b073cf9b59a238e9dfee7621bb94168f963,1776.0,2064.0,SWEE rees-toh-RAHN-tee
col ristorante,False,ristorante,restaurant,noun,with the restaurant,"Food & Drink,Dining & Service,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Collaboro col ristorante.,I collaborate with the restaurant.,521d676d8cdcf88d30d1f2690d1d707978113092f4efd56ea09fd72b7f5f98cd,71bde05ccc1bbc07bf9fda7a1b2a0f3e05c5ef43666a386ce8861dc43cfc6466,1560.0,1920.0,KOHL rees-toh-RAHN-teh
coi ristoranti,False,ristorante,restaurant,noun,with the restaurants,"Food & Drink,Dining & Service,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoriamo coi ristoranti partner.,We work with partner restaurants.,2fb7d7548fecf4d8df55149e6f03a06281fa3bc615f40ea73ddae0fa3359b83c,f5dac4d6d4f8c663e861c6e49e32da4a449f9a63180ad40d35282193f7569e37,1656.0,1992.0,KOY rees-toh-RAHN-tee
