term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
bellezza,True,bellezza,beauty,noun,beauty,"quality,arts",,,feminine,singular,,,False,False,False,,,,,"base lemma; regular plural ""bellezze""",Cerco bellezza ovunque.,I seek beauty everywhere.
una bellezza,False,bellezza,beauty,noun,a beauty,"quality,arts",,,feminine,singular,,,False,False,False,indefinite,una,una,,,È una bellezza rara.,She is a rare beauty.
la bellezza,False,bellezza,beauty,noun,the beauty,"quality,arts",,,feminine,singular,,,False,False,False,definite,la,la,,,La bellezza conta poco.,Beauty matters little.
bellezze,False,bellezza,beauty,noun,beauties,"quality,arts",,,feminine,plural,,,False,False,False,,,,,plural form,Bellezze naturali attirano turisti.,Natural beauties attract tourists.
le bellezze,False,bellezza,beauty,noun,the beauties,"quality,arts",,,feminine,plural,,,False,False,False,definite,le,le,,,Le bellezze della città sono famose.,The beauties of the city are famous.
delle bellezze,False,bellezza,beauty,noun,some beauties,"quality,arts",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho visto delle bellezze incredibili.,I saw some incredible beauties.
della bellezza,False,bellezza,beauty,noun,of the beauty,"quality,arts",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il valore della bellezza cambia.,The value of beauty changes.
alla bellezza,False,bellezza,beauty,noun,to the beauty,"quality,arts",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Brindiamo alla bellezza.,We toast to beauty.
dalla bellezza,False,bellezza,beauty,noun,from the beauty,"quality,arts",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Traggo ispirazione dalla bellezza.,I draw inspiration from beauty.
nella bellezza,False,bellezza,beauty,noun,in the beauty,"quality,arts",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Trova pace nella bellezza.,He finds peace in beauty.
sulla bellezza,False,bellezza,beauty,noun,on the beauty,"quality,arts",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Leggo un libro sulla bellezza.,I am reading a book about beauty.
con la bellezza,False,bellezza,beauty,noun,with the beauty,"quality,arts",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,"no contraction with ""con"" + la",Ha vinto con la bellezza.,She won with beauty.
alle bellezze,False,bellezza,beauty,noun,to the beauties,"quality,arts",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Brindiamo alle bellezze del paese.,We toast to the beauties of the country.
dalle bellezze,False,bellezza,beauty,noun,from the beauties,"quality,arts",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Ottengo ispirazione dalle bellezze locali.,I get inspiration from the local beauties.
nelle bellezze,False,bellezza,beauty,noun,in the beauties,"quality,arts",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Mi perdo nelle bellezze del museo.,I get lost in the beauties of the museum.
sulle bellezze,False,bellezza,beauty,noun,on the beauties,"quality,arts",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Sto scrivendo sulle bellezze della regione.,I am writing about the beauties of the region.
con le bellezze,False,bellezza,beauty,noun,with the beauties,"quality,arts",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,"no contraction with ""con"" + le",Ha posato con le bellezze del concorso.,She posed with the beauties of the contest.
