term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
minuto,True,minuto,minute,noun,minute,"Time & Temporal,Objects & Things",,,masculine,singular,,,False,False,False,,,,,masculine noun; unit of time,Aspetto un minuto.,I'll wait one minute.,0ef74bbbc4d70e732d6323facb276a8bceb764ce8c4cac2be976cc3ecdfd9f2d,984.0,1686ccc218c224e174307256d98cdee3c5e3defbbf30776931ac26c7d3bb2a4d,1392.0,mee-NOO-toh
un minuto,False,minuto,minute,noun,a minute,"Time & Temporal,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Aspetta un minuto.,Wait a minute.,42a73c6d244185e04e466663885371d975f58033c1b6ff84da6f359ccd2f270f,1128.0,8720d3d70fdd8155881dd57fefa7c4bcae9a74672ccee0a1384030d67fdc0499,1512.0,OON mee-NOO-toh
il minuto,False,minuto,minute,noun,the minute,"Time & Temporal,Objects & Things",,,masculine,singular,,,False,False,False,definite,il,il,,,Il minuto è passato.,The minute has passed.,206125dd6e4402dab3c999e56ffe074f5218928916eabfd3bb75d0d6b55e74a1,1128.0,75c9be7d94684e0472987db7ff303b02d0a171666779575bea4cadf8787884d9,1536.0,EEL mee-NOO-toh
minuti,False,minuto,minute,noun,minutes,"Time & Temporal,Objects & Things",,,masculine,plural,,,False,False,False,,,,,plural form,Ho dieci minuti.,I have ten minutes.,7438e8e4f4b5f32835447e0177ff4997955fe66889f6928ed6a6fcde5ad7480c,1128.0,c288baac0dae5a871504a160fb228e17140e14f32bb51a11d1f4aefd92c947bc,1392.0,mee-NOO-tee
i minuti,False,minuto,minute,noun,the minutes,"Time & Temporal,Objects & Things",,,masculine,plural,,,False,False,False,definite,i,i,,,I minuti finali sono intensi.,The final minutes are intense.,0863beadee89910caa3749bde8d67aafb8990801424c013bc232b785dade63ae,1248.0,e735a2d48ac3d93a3787ebf8addd75bbe9484d6caeca5002777cf7d46e6257b2,1440.0,EE mee-NOO-tee
dei minuti,False,minuto,minute,noun,some minutes,"Time & Temporal,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho dei minuti liberi.,I have some free minutes.,aed6d2ac260653ef41497e277483430a830c13fd06d8a6aa85fab1bb1aa2d2f8,1392.0,466400e79b9f01deccb2955c47ad54f2a8747a66529504b357120f318d805db6,1584.0,DAY mee-NOO-tee
del minuto,False,minuto,minute,noun,of the minute,"Time & Temporal,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La fine del minuto è vicina.,The end of the minute is near.,a19272a4904155ecfd575d8b4c9d7234f86f1e9bbe8785576a238dfc9b8226bd,1248.0,3f20a0aa4d4ed6c2cd1892425c720180f1549746ad458e255c5c8636ac8e0212,1608.0,DEHL mee-NOO-toh
al minuto,False,minuto,minute,noun,by the minute,"Time & Temporal,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Pago al minuto per la connessione.,I pay by the minute for the connection.,c7c56fdbc969125079684136ceaf08b2a064a61c6fc96cfebc2ad4e7a0f9efff,1296.0,7a28687ea470ad6e4ed00dfa9bef6eb73ef15168703ff02da3e518848fcfbedd,1512.0,AHL mee-NOO-toh
ai minuti,False,minuto,minute,noun,to the minutes,"Time & Temporal,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Guardiamo ai minuti finali.,We look to the final minutes.,ee2514777f9b5d545daa00ae41679925450d69d72e7623531193d9eb65215d95,1392.0,225956254ad418e958efc239e2f22028e2c4d8d060c53ce49fce333c9873a7ee,1512.0,EYE mee-NOO-tee
dal minuto,False,minuto,minute,noun,from the minute,"Time & Temporal,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Partiamo dal minuto zero.,We start from minute zero.,49c370d5a39cf629c94786d0fe7ae15d4e05349fa082593ce04158bccea1bc43,1320.0,5734f0be0b93587870e956096a89809c25624ff1182ff912580e069fce0c1676,1584.0,DAHL mee-NOO-toh
dai minuti,False,minuto,minute,noun,from the minutes,"Time & Temporal,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Dai minuti iniziali si capisce tutto.,From the initial minutes you understand everything.,35bf8ff8f20d92210e6868b2527ac78577402552b99a4195cc8e6b1c94bc9087,1440.0,62fcaeb6118317819d40bd68768c78f9a0effb1da9786ae4835390f9cd2b8671,1608.0,DEYE mee-NOO-tee
nel minuto,False,minuto,minute,noun,in the minute,"Time & Temporal,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel minuto finale c'è suspense.,In the final minute there is suspense.,2e96898806c728b20ad70854c52bce3bf9f4d523509342d7eef663f66275f9da,1248.0,ec70c399be82582e709b4ff25d9b4735ab3360c5b9c3a1cfe26e252905e15512,1608.0,NEHL mee-NOO-toh
nei minuti,False,minuto,minute,noun,in the minutes,"Time & Temporal,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei minuti successivi il risultato cambia.,In the following minutes the result changes.,c871b7c4d1b5a573a82b127ac9ed4b481043829f5ef69e3b3139553ddad4e3e0,1368.0,eb17d79b2f44c9935e070f8511cd2a4b292c3cef4fa74bdfee380ebd65b75e7e,1584.0,NAY mee-NOO-tee
sul minuto,False,minuto,minute,noun,on the minute,"Time & Temporal,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,C'è una nota sul minuto tre.,There is a note on minute three.,f7d9ce75b4d4b621e165147bdcae65c9c9cfc699c78265d1695b57454f768d38,1272.0,2e9eb8de5c23fea8255907852bbc4309646be93af4edf8dda25620ee15464046,1680.0,SOOL mee-NOO-toh
sui minuti,False,minuto,minute,noun,on the minutes,"Time & Temporal,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ci sono errori sui minuti registrati.,There are errors on the recorded minutes.,58e9df12b792c8826979108e43f8676fc089293d748a2f35ece8de64cb41cf4f,1392.0,498789d5bdc7b52ecfdeea6f6a7526215aa72f6d84795356059cec158211b640,1704.0,SWEE mee-NOO-tee
col minuto,False,minuto,minute,noun,with the minute,"Time & Temporal,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Col minuto segnato si inizia.,With the indicated minute one starts.,02368963e47d7bca72a3bc651f42245a21c66e14ccc67f805d39da04b4c00bad,1320.0,b1610d917532c4636219541c2565502744e3275c6c1ca8633bd2225f8a439610,1584.0,KOHL mee-NOO-toh
coi minuti,False,minuto,minute,noun,with the minutes,"Time & Temporal,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Coi minuti che restano finiamo.,With the minutes remaining we finish.,ea303ad7f61a79e0331d2d5f9f17513b0e32345d7325243a691712cfe10c10b8,1440.0,eec6915061f698c3865c2918a8a366e692a5144ad6666ae81917b09a49fbf019,1608.0,KOY mee-NOO-tee
