term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
edificio,True,edificio,building,noun,building,"places,city",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco edificio storico.,I am looking for a historic building.,5871f18a161ba3c810d2c174d826b8ba9b82941fc47dc91e25e84c61e10a1a1a,f9f15de0b885b8c702afe76c37f2d608e8ebe69dc035a0608a722d54ea550bf9
un edificio,False,edificio,building,noun,a building,"places,city",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Vedo un edificio alto.,I see a tall building.,d11587e8eae4ae1dc5842e2cafbf16c62d266a037200916a2d75b431172c9143,34e518bb4b94222c22621baeffc425e5b7a07096414606b10741f036c17c4716
l'edificio,False,edificio,building,noun,the building,"places,city",,,masculine,singular,,,False,False,False,definite,l',l',,definite article before vowel,L'edificio è nuovo.,The building is new.,e80886ea0b75be3ac700f51b1c29a946d4a55301aa6e06357b7d468190ef2811,a162ba58022ba24d44e1360afdd0d279a24c204b208c1369c0b6171bc73517f2
edifici,False,edificio,building,noun,buildings,"places,city",,,masculine,plural,,,False,False,False,,,,,plural form,Edifici moderni sorgono ovunque.,Modern buildings rise everywhere.,9ff3486d67d983cf902707f6554549da691898bef7a76bfabedc7179f5793a83,67b2bc33a797c2fc0e2af0e170b95fb81e761924b06f40c133c557cee72c9631
gli edifici,False,edificio,building,noun,the buildings,"places,city",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli edifici sono vuoti.,The buildings are empty.,8f735cd9f31edcb662850468ba26debb45786bcfcada35e2340ac85542886a96,d5b961ffc57d0a2bf1a6f38d5a2bacc96face73949cba2d897fb7c3f8bb92ba6
degli edifici,False,edificio,building,noun,some buildings,"places,city",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Visito degli edifici antichi.,I visit some ancient buildings.,022535ccfabf4ac37a055f4c2eae12a62459b8cc1b80642e7b00041ceb73c915,c10ff8c71d55975526e5600385249147ca509a36ba66433086f1f9bbb9fdefa4
dell'edificio,False,edificio,building,noun,of the building,"places,city",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',La porta dell'edificio è chiusa.,The door of the building is closed.,24ab347365689ceff955b288d6f7d3fc97bf3b8d82caa6ad5064805399d59b41,3d3a1f8ef6d74ba3046bfccabb9870f33dd9b8003723965c489fd8cfa622a674
all'edificio,False,edificio,building,noun,to the building,"places,city",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Arrivo all'edificio alle nove.,I arrive at the building at nine.,9322b0f94dad6769fc31f6431c8e6b54d51a40c82cfac53d8a75cb07be191e3d,e41c267966721f2caf2c1ec38a1fb8129f637e735edeb1aa085c244306698568
dall'edificio,False,edificio,building,noun,from the building,"places,city",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Esco dall'edificio.,I leave the building.,383cf617f1f90244cd65d6289ea8fb9c34818f4d86521cbb3759283f30f22df8,4603e7c089e624c598ffbf30373f12b85d20a5e1793a455e868f6771e42f9bfa
nell'edificio,False,edificio,building,noun,in the building,"places,city",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Lavoro nell'edificio accanto.,I work in the building next door.,8fb22cc543b4e12a061246f28f710db36d0a27046ae07e08f4606f7e31a79009,94bcf380d77ca3686efecb201bd26cfdf60c3ee059efd3440b3a1966e63e0945
sull'edificio,False,edificio,building,noun,on the building,"places,city",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',C'è un murale sull'edificio.,There is a mural on the building.,cfab35039d8903f6828e2f6ddca03548ae2b9ce0116b2889504f87fc964bdab8,da07c21bcb4cf2333a19d18d15839ec9a096466ec9754f20cb6a90ea463db935
coll'edificio,False,edificio,building,noun,with the building,"places,city",,,masculine,singular,,,False,False,False,articulated_preposition,l',coll',con,contraction of con + l',Ho problemi coll'edificio.,I have problems with the building.,8905ac57b195f10043ff363c863e0098ff7e76795e9ff04df0b1bc068c4388ca,249c535cd5bd27d5d12df5e5ea00ca3d6dfc2aa085e7f492633f2ca6713e7469
agli edifici,False,edificio,building,noun,to the buildings,"places,city",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Mi avvicino agli edifici.,I approach the buildings.,7584e84a2443faf8914769ac02d4f9e1e09da91a703f4d9c064baa8e6e38a27b,aee9761c85cd49fc8a3b4e27e0d76ef885c6fd9c86c0a024847e211abf8195d5
dagli edifici,False,edificio,building,noun,from the buildings,"places,city",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,I rumori vengono dagli edifici.,The noises come from the buildings.,a2923927db7377c4249c30ef9f995ef1dff84816431e9cf7a3166429f1789071,5a31bda722478cf788eb7e9aed68b7270a12a2d7cf22edd2fb7aafd617b5aa39
negli edifici,False,edificio,building,noun,in the buildings,"places,city",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Non si fuma negli edifici.,Smoking is not allowed in buildings.,c052a29a27f1fb2b7020f2298dcaaebf8f0c57fb83f24d01080ae5f9d60ba478,65f8193f87962f6909211a6c6e19a76190d3200665b9c1dfeafabb75385d0b9e
sugli edifici,False,edificio,building,noun,on the buildings,"places,city",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Lavorano sugli edifici storici.,They work on historic buildings.,1fa70d9bf88b1bc8351537f65e3c2ffe9e3c8b335281a198dd7fd1b633aeabea,26a1ff226d0e7e4e5f04424e6f8117133402f3a692f41fe9e807ca62dd15fca7
cogli edifici,False,edificio,building,noun,with the buildings,"places,city",,,masculine,plural,,,False,False,False,articulated_preposition,gli,cogli,con,contraction of con + gli,Lavoriamo cogli edifici comunali.,We work with the municipal buildings.,a927e2aac9a51b20d98d312f9b9ee821f71e545932a3a709ee74b01cb3135ebf,ba238844a8f8447e6d7e1e44f4a799be1415dc1a0750cd9bdeb8f990422b58d4
