term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
americano,True,americano,American,noun,American (masculine),"people,origin",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco americano madrelingua.,I am looking for an American native speaker.,a450805379dc0795ec0223ec47fbc314aa096e79f058d3f9e21b02ec604eb1d5,2304.0,ad2d60374a1ebd8b162849ac9e176c9bc6c12a44464a515a57ba2575dc0ead0d,1608.0
un americano,False,americano,American,noun,an American (masculine),"people,origin",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho visto un americano al bar.,I saw an American at the bar.,03524c8b26064d18a7d15c7befeb4fd9bab8b7314e01a7c4a576dd4209361f89,2400.0,9ac5b6555d290271a8c397fd573ef7c0f537b9902cf22bcc0db376ab45b3b5a9,1776.0
l'americano,False,americano,American,noun,the American (masculine),"people,origin",,,masculine,singular,,,False,False,False,definite,l',l',,before vowels,L'americano parla italiano.,The American speaks Italian.,0ec44df25b4d3c2c4d2d13f945889b2e25e852f771d72e823f27c3869a9adada,2424.0,ae6b82930b0a5d8c92523861f8559250eed269ff8448ecbab44a977e48a3fb38,1680.0
americani,False,americano,American,noun,Americans (masculine),"people,origin",,,masculine,plural,,,False,False,False,,,,,plural form,Americani arrivano domani.,Americans arrive tomorrow.,439867965fb34ebbc016d13c5aa8f4089b7a5202fbe59702c766828a448adcbd,2424.0,0533aedae09b6a4660315995155417fceab74e4a019fd6d676cc7afd2050c2ea,1608.0
gli americani,False,americano,American,noun,the Americans (masculine),"people,origin",,,masculine,plural,,,False,False,False,definite,gli,gli,,before vowels,Gli americani arrivano domani.,The Americans arrive tomorrow.,a2553d64409698ace1061825be235f6cc6e94542f03e4f14570dd5f38b40718f,2568.0,3044adbbbb6e4543f2db9bda63933f01a5fd60a5cc2afbafb1fccb2706dbd5d3,1848.0
degli americani,False,americano,American,noun,some Americans (masculine),"people,origin",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Incontro degli americani in centro.,I meet some Americans downtown.,f277fdf1083c330c2f8d8517f88c395f25be47aaeef0707c873d8ffbcbebe039,2712.0,22f5cd6ee32318da75146f6524f77900f624f1998bc8182c0d2770fbaeb2df3d,1920.0
dell'americano,False,americano,American,noun,of the American (masculine),"people,origin",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Conosco il collega dell'americano.,I know the American's colleague.,9c15cb138da6c138087c8565c41e90affc2c09019d02bc85da82a0f269b79368,2544.0,dcb0e7e49885bfd93fbf85efbe5db03da9f2a8c5ff366a79d9851fb0bc63e645,1872.0
all'americano,False,americano,American,noun,to the American (masculine),"people,origin",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Scrivo all'americano oggi.,I am writing to the American today.,1379043036f469e6d5802e4ad6578a1e19d18bb9768137fe65c83b18a50d6577,2544.0,b6a49e0f5cc1ae76e79248b3f89ef58f5989352552ba89a51879579bf086a64b,1800.0
dall'americano,False,americano,American,noun,from the American (masculine),"people,origin",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Torno dall'americano adesso.,I am coming back from the American now.,5f15339f9854b6c8354fb50fe51390816e3495264503a6d7f33351d68de2f91e,2616.0,a86104a6f2048a92d467aa6fa3a5a8be298e1a2bb6c285469499ab770951327a,1896.0
nell'americano,False,americano,American,noun,in the American (masculine),"people,origin",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Ho fiducia nell'americano.,I have trust in the American.,2f173fb3b367a9f815d3258e31aefae7745948d0e7db242079903ab44bba5992,2544.0,637212105719d9e8f252d201c6d891ec7f2f5b9a7d6be1809063ad32c8075e30,1872.0
sull'americano,False,americano,American,noun,about the American (masculine),"people,origin",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Leggo un articolo sull'americano.,I am reading an article about the American.,2e6e37cb29087f75c541ae00eeeb8eb1eb84e1f21046252c3d1f21388816bdfa,2712.0,0dd501d60386e41526c7c3ffd020a134ebac6811de9d94d6bdbdd3e4999560f8,1920.0
con l'americano,False,americano,American,noun,with the American (masculine),"people,origin",,,masculine,singular,,,False,False,False,articulated_preposition,l',con l',con,no contraction; con + l',Parlo con l'americano.,I speak with the American.,86598f0959eebb234f3895f0b52ba6e4d6b95a71d5a0b3fe6cd895551490cdf7,2592.0,d498f5261d175c1634173f30ec9f22b395c315ded3ccb9fbfaeb3d309c6fe5bb,1872.0
agli americani,False,americano,American,noun,to the Americans (masculine),"people,origin",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Scrivo agli americani.,I am writing to the Americans.,9308e26bca01031b625b7c8f84e5201a18cb7b117257be4ea8ddb2a6fa1b25b5,2688.0,de658c5ee16415e77f2479aa606d2c97e17eaf5c197c568f37dc055748b4c13c,1872.0
dagli americani,False,americano,American,noun,from the Americans (masculine),"people,origin",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Ricevo aiuto dagli americani.,I receive help from the Americans.,36a3fbc02d2337442aa569a6697c25c09dc497b82c9928e80ff5ee618fc02965,2784.0,7efa784fae38a11c9f0b712151a3ea99afce0f8a84665749ac24641a3a170c93,1968.0
negli americani,False,americano,American,noun,in the Americans (masculine),"people,origin",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Credo negli americani.,I believe in the Americans.,29e4153567881e8de2e5457f6fe8adc5f2c8117115b61872716688be3fe8d547,2688.0,16ba90ecdec6abf3f69bdeab7a3b87a44f2487d41ad50c1b6213a5c8def4c8e5,1944.0
sugli americani,False,americano,American,noun,about the Americans (masculine),"people,origin",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Leggo dati sugli americani.,I read data about the Americans.,a4a32c22619f72392a67c6009086062cb6f6823a682a0377501c8e4afb7511a2,2856.0,910fb53ee4d95450f11a32882cf5cb292bc2f017d0c432d7a6b7abcdbb04751c,2040.0
