term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
mese,True,mese,month,noun,month,"time,calendar",,,masculine,singular,,,False,False,False,,,,,base lemma,Questo mese è pieno di impegni.,This month is full of commitments.,4111e68bf0e7d8cfc6b33849bd9a95656f6c85693142fc333e418d9485ed09e4,1032.0,ea7fa212a8b3bf5065ee93f7a98792b10a0536714905e7e601eeabc5dd552cac,1248.0,MEH-seh
un mese,False,mese,month,noun,a month,"time,calendar",,,masculine,singular,,,False,False,False,indefinite,un,un,,indefinite singular,Ci vuole un mese per finire.,It takes a month to finish.,ef087782885fbd20604380a824b3dfa0fc053e6ab63a759239f43e956ffc06ee,1152.0,bad5eb8380c7aa475321775e168f7b791017c5bfdd6126174b8ac87a7b1d7628,1368.0,OON MEH-seh
il mese,False,mese,month,noun,the month,"time,calendar",,,masculine,singular,,,False,False,False,definite,il,il,,definite singular,Il mese prossimo vado in vacanza.,Next month I go on vacation.,2fcb80a6aaf8c47dc5e0d69fc187fb7206480b9c0888a4bc0c1113e014c002b4,1176.0,8947da93c09372c0721477e24f54a927f5a1024207eec927b6c5f2e9c93d6746,1368.0,EEL MEH-seh
mesi,False,mese,month,noun,months,"time,calendar",,,masculine,plural,,,False,False,False,,,,,plural form,Ho lavorato per mesi.,I worked for months.,a95d59ff63853fcab3ea61e2c5b96795cb76196fa8aeacd33473c92338177852,1128.0,aca045305c55f15f711f6ff01ed64d3a39459fc1b84cc1cec7f8ccd0ec04f2e7,1272.0,MEH-see
i mesi,False,mese,month,noun,the months,"time,calendar",,,masculine,plural,,,False,False,False,definite,i,i,,definite plural,I mesi estivi sono caldi.,The summer months are hot.,83ad8c2facfdc2b31f62b6dffe3e6fd5fc6189da87b3302b26d480906d7b0bf1,1272.0,a218e9d374cbec8a8b695b480d7b2833e6ab5866eb7a5a01eed475b3ae605b84,1320.0,EE MEH-see
dei mesi,False,mese,month,noun,some months,"time,calendar",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho trascorso dei mesi in Italia.,I spent some months in Italy.,6c841dc11bac0af7d64043e361338fc4f3084efc8a5e9efb5816997ec9d4e64c,1392.0,78ed7c1d34b4e72b7ddd3a2dd9079aab7e0b08d5bece70271af95f180eed2e69,1464.0,DAY MEH-see
del mese,False,mese,month,noun,of the month,"time,calendar",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La fine del mese è vicina.,The end of the month is near.,c0868faa856697fb6f85a41e80db1805b0296bac4fc815624b72dea92413259f,1296.0,62846d7f59d62528cfb46a33e3b52879f0507dc9bbda344bf1ae65cb2dcdfd6d,1464.0,DEHL MEH-seh
al mese,False,mese,month,noun,per month,"time,calendar",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Paghiamo al mese.,We pay per month.,14b22bdd61c4583165f10117bb268ae0b08942334551104c67c4b1645d281ffd,1224.0,076134e92e2911f99a67513753ca4985a4a74d63aef76518121a9b2ba303ee21,1368.0,AHL MEH-seh
ai mesi,False,mese,month,noun,to the months,"time,calendar",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Mi riferisco ai mesi scorsi.,I refer to the past months.,00dab57fdc4d59bfc2207246a49c5627f8f66805d11f6138ee3eb8f8de787443,1392.0,a9743b0229b9f3cabcbb90fbc6cafd9eef478a555b821cfa12cbfd363edb001c,1392.0,EYE MEH-see
dal mese,False,mese,month,noun,from the month,"time,calendar",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Dal mese prossimo cambierò lavoro.,From next month I will change jobs.,7b12b9e080efd8f49a725c6696357e7e82f9a553a65bc0e28abd952155f1fdc8,1368.0,c3bfedf20cc28a984aae50340166ca50057f62923ff9ca8900cdb5bcf88b0e6a,1464.0,DAHL MEH-seh
