term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
caffè,True,caffè,coffee,noun,coffee,"food,drink",,,masculine,singular,,,False,False,False,,,,,invariable plural,Bevo caffè al mattino.,I drink coffee in the morning.,a48ff94fedc341cd5e7856eec687d8e1d1349599efedb636d19c015fc013fb87,4f9bd313bad04e79780f458cb1a6a43dae77824fc3489fec42f1e8e9761aa14f
un caffè,False,caffè,coffee,noun,a coffee,"food,drink",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Prendo un caffè grazie.,I will have a coffee please.,e7f9ac5dd381fdd29c8ecdcd9a9fe9896daf2f049c60c8ca0d63117bd6240c5f,5c3bf9bef156f03b3da75e5614114b317298ca9b73f259a6976b6b9ed1fb9ad5
il caffè,False,caffè,coffee,noun,the coffee,"food,drink",,,masculine,singular,,,False,False,False,definite,il,il,,,Il caffè è caldo.,The coffee is hot.,479c3da9feb86fa792feb50d0d5ed58526f35b7815cd75dee1ffc8b361f5491c,3a50b02de1305f1abc5adaaf021617dda26e38f63df85d01bbb24939bfebd548
caffè,False,caffè,coffee,noun,coffees,"food,drink",,,masculine,plural,,,False,False,False,,,,,plural form; invariable plural,Caffè artigianali costano di più.,Artisanal coffees cost more.,a48ff94fedc341cd5e7856eec687d8e1d1349599efedb636d19c015fc013fb87,8dd22fbe3470fdf7acbdd02a53c03ecb7d60d368d95c0aa6b8ee3eab12c67bde
i caffè,False,caffè,coffee,noun,the coffees,"food,drink",,,masculine,plural,,,False,False,False,definite,i,i,,,I caffè forti tengono svegli.,Strong coffees keep you awake.,6a38f0c075bc72cf7a508f879e9896542cfe7286e3fd2a1c862ee27ce733808b,80c2a2d53431da88510c8eab287bafb9228ae2d6af8a542b301bbcd2505a8f19
dei caffè,False,caffè,coffee,noun,some coffees,"food,drink",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form; invariable plural,Ho ordinato dei caffè.,I ordered some coffees.,2075390650db8d7bbbdd5bea2b32eb35ed07e48f3be526f7aa969bfc113e4d61,10b13da8848f981a8d95e0a27361ba29dffb98ea7b4ff7feec10476c996862fe
del caffè,False,caffè,coffee,noun,of the coffee,"food,drink",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il profumo del caffè è intenso.,The aroma of the coffee is intense.,b4eaa115f8d7a935a951ada9d87141dc188d764d790655afd6d1bfdd42781640,fa88d4a66b62158ce6c78d1ae7462fadc8fdcc74782656286600062da8994913
al caffè,False,caffè,coffee,noun,to the coffee,"food,drink",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Aggiungo latte al caffè.,I add milk to the coffee.,af181d916c84f405a3a7ec50fefe5222c46fa04a1deb6c442f8b9e4623745a46,0ce896d04737ecf1374cbf38f9f3289df8a138130b6c9b083856ff064f299d29
ai caffè,False,caffè,coffee,noun,to the coffees,"food,drink",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Aggiungo spezie ai caffè.,I add spices to the coffees.,a3d4a9eed9dbd24f9d668e681c2564457fb36f308a66db1ce46fa6c5121d2103,f0b6adb3f27451562160344a19009aee99cd7b8b51bf85df8f4cd850e80b3ee9
dal caffè,False,caffè,coffee,noun,from the coffee,"food,drink",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Il profumo viene dal caffè.,The aroma comes from the coffee.,981e61f399c68f028c7fbb78f4e11b2983e701c6b428acb800397d238c3ddb59,0eee33802599eb3891dcb339208453c4e9ef211c60bbe1340dfff3ee70bd3afb
