term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
ferrovia,True,ferrovia,railway,noun,railway,"transport,infrastructure",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco ferrovia storica.,I am looking for a historic railway.,398fa4bcd0c762a6abfb4d6c316194cccb575581a9a2e59b97542d24e708856e,1176.0,b562928be63aad7fcadf0d4a6346a15fe91a1f05060e8dbb3df84c8b0760ee34,1560.0,feh-RROH-vyah
una ferrovia,False,ferrovia,railway,noun,a railway,"transport,infrastructure",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Ho visto una ferrovia antica.,I saw a historic railway.,f291a3906732ac0b2708f1ac7cf2d94a6871c6cdfdb7b9cee4f56f3890e9b22d,1272.0,3cd113cfc79b103ca52800c7e131c96eeb6ecc0f2e850a1bce742c536c8c9e43,1776.0,OO-nah feh-RROH-vyah
la ferrovia,False,ferrovia,railway,noun,the railway,"transport,infrastructure",,,feminine,singular,,,False,False,False,definite,la,la,,,La ferrovia collega due città.,The railway connects two cities.,6ba27a1bc2fba52843b9df65afbf6a5b6a6f39f08f5096a5b0fc17c44d104ae6,1320.0,916207f1a81c3e46c30b85037bf477fbcb951eabd74f6abfd1c98ad476ad2604,1704.0,LAH feh-RROH-vyah
ferrovie,False,ferrovia,railway,noun,railways,"transport,infrastructure",,,feminine,plural,,,False,False,False,,,,,plural form,Le ferrovie sono importanti.,Railways are important.,8100241a156984382a7f7ad4815431a00e74f14966a51cf7b8bb2c349e26e3cd,1296.0,a2200fc353df111c5cae6b1ca7cf560165a8533a5d646a985fc7ef8b1128d3cf,1560.0,feh-RROH-vyeh
le ferrovie,False,ferrovia,railway,noun,the railways,"transport,infrastructure",,,feminine,plural,,,False,False,False,definite,le,le,,,Le ferrovie in questa zona sono lente.,The railways in this area are slow.,c7a1a4897b0845012d84778583848e26450be2a1ba70df7b3cd8bfb31fc56739,1416.0,808b6074fb0c6e429c8ae36024ea2668912b9780603dacb25a5aea096240f1a8,1704.0,LEH feh-RROH-vyeh
delle ferrovie,False,ferrovia,railway,noun,some railways,"transport,infrastructure",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho visitato delle ferrovie storiche.,I visited some historic railways.,64f14fa0fbcb3f597fffcadda374028f3aaf067b5bfdbf733f3117cf95ce5346,1584.0,10019b48f7a27a9b21ab8a540306674cdbb35e0f5e7ea02a8c47b13e4bf59b15,1872.0,DEH-lleh feh-RROH-vyeh
della ferrovia,False,ferrovia,railway,noun,of the railway,"transport,infrastructure",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,L'orario della ferrovia è cambiato.,The railway's schedule has changed.,013192677a2b8bf745cdc13cccf709c73a65db17ce5d881d8796a746bde3ed5f,1440.0,e9448c870da10ead81a4720dd7c9f361a6d0b50227ae1f7afbfe99895ab65273,1896.0,DEH-llah feh-RROH-vyah
delle ferrovie,False,ferrovia,railway,noun,of the railways,"transport,infrastructure",,,feminine,plural,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le,Parlo delle ferrovie regionali.,I talk about the regional railways.,355cb3d4881370367706137bf61cec86def5637eb6b1e9c24e3010ba4342a5d3,1560.0,10019b48f7a27a9b21ab8a540306674cdbb35e0f5e7ea02a8c47b13e4bf59b15,1872.0,DEH-lleh feh-RROH-vyeh
alla ferrovia,False,ferrovia,railway,noun,to the railway,"transport,infrastructure",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Vado alla ferrovia ogni mattina.,I go to the railway every morning.,2329219116827f3356ac236e0b987448c6070128066f73ebf4057aeaff10978c,1440.0,7802490e6baa54e65527206afde92d48c8163a1b2e6e2f3e62f516c65ba9cecd,1800.0,AH-llah feh-RROH-vyah
alle ferrovie,False,ferrovia,railway,noun,to the railways,"transport,infrastructure",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Mi iscrivo alle ferrovie storiche.,I sign up for the historic railways.,49889b6a1a4ed1384ac04a4077b3c3954c5fc9484c249279a8b6e00c24cbcf1a,1560.0,5457aba0a2ad3cf69cf11cce2b98f781c2cb9b96f00ce8d786261a38294a7139,1800.0,AH-lleh feh-RROH-vyeh
