term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
fratello,True,fratello,brother,noun,brother,"family,people",,,masculine,singular,,,False,False,False,,,,,base lemma,Mio fratello vive a Roma.,My brother lives in Rome.,d51f45827fac3050856d11e209dfe92ee502c0866d7c9c4de476ec029432749d,1080.0,43e122ae65c12f8a47e7c46da66f6b76a2a5b8bc8296ff66fa21d132cb969399,1560.0
un fratello,False,fratello,brother,noun,a brother,"family,people",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho un fratello più giovane.,I have a younger brother.,b985704f0f4eb0a662a64777cce3abfb2466843c5355368e9a958027b8ef20bb,1176.0,95eb2c889faa9fd1c5999f036b6730b08473ef5b8e15d135fa4b430523890aee,1656.0
il fratello,False,fratello,brother,noun,the brother,"family,people",,,masculine,singular,,,False,False,False,definite,il,il,,,Il fratello di Marco è medico.,Marco's brother is a doctor.,8ef68c873721be4bd4f0216acbfd83f774df4ad4c878756b29a586b02daee308,1200.0,0dccc0031d6e7421a9452553df21aacdb0b9c5d8a3e4cede952fca405b055e66,1704.0
fratelli,False,fratello,brother,noun,brothers,"family,people",,,masculine,plural,,,False,False,False,,,,,plural form,Fratelli litigano a volte.,Brothers argue sometimes.,29da5c990d32a6b8cc6558f7e44b7230ed98cef617a5b1b9e4216f42f2c129cf,1176.0,4a95b64688dc665681b994663ddb794bb8428fc6462649a4b93034fe92bfdbf9,1560.0
i fratelli,False,fratello,brother,noun,the brothers,"family,people",,,masculine,plural,,,False,False,False,definite,i,i,,,I fratelli sono arrivati.,The brothers have arrived.,e7cc0aa645a5aeee26cec26d49ccf234d090feaaa79072a1d8d2b1bb2dde77d0,1296.0,8326225e5f46af94a24e56db19478f156d5ec51685bd051dbb5771e6133b8688,1608.0
dei fratelli,False,fratello,brother,noun,some brothers,"family,people",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ci sono dei fratelli nella squadra.,There are some brothers on the team.,c7e77027967f53772e6aed33ab497898c88b2bdfcd8795086cdd7f306643d58c,1416.0,9faad4c676f6fe0030f008e58df7ee407f90fe5eecd0bb803dd9a0a83f6f7155,1728.0
del fratello,False,fratello,brother,noun,of the brother,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il libro del fratello è sul tavolo.,The brother's book is on the table.,ba9619c18e6e9fc83ca26f36e3b2d980c7e4855a0af979d448e1d5a56aa4c2c7,1320.0,8529d053ed38e732530ffde3625e52594485acde455912c72a6f0d970b302315,1752.0
al fratello,False,fratello,brother,noun,to the brother,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Ho parlato al fratello.,I spoke to the brother.,486a8a2066f8a35bf471c7b409aaee8c6c60991ec1cbaabeb7c96daab17aaa5e,1320.0,2cd2d5df650dd32aa99e2df84a940b736837b61f2bd0fb78513f39026a56c3e4,1680.0
ai fratelli,False,fratello,brother,noun,to the brothers,"family,people",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ho dato i regali ai fratelli.,I gave the presents to the brothers.,e33e54042e0101200d492885d6266dfd7ae9d494e21fd471f2a7172f032ec094,1416.0,a573f29c921a67e93de43c31392b9f71f6e913a85431f55c1976600eb1c77287,1656.0
dal fratello,False,fratello,brother,noun,from the brother,"family,people",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ho ricevuto una lettera dal fratello.,I received a letter from the brother.,865a34666460fb986eca35a5d18a87416a6717062924072f7e43df53990bff6c,1392.0,2e4fc7b423019460464a7123ef960dae89497d17a23a83d81c33e6b05b9d73a6,1752.0
