term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
salumeria,True,salumeria,delicatessen,noun,delicatessen,"Food & Drink,Objects & Things",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco salumeria aperta la domenica.,I am looking for a delicatessen open on Sundays.,a2fb5c3e838da5651d50b146653ce1eeb9f6c8b89360845c362143647b22e54b,1584.0,82db5e870f2dd01b170b8090ac53fd3285a2d8d4b7f74dbf51836f622ebef7f7,1704.0,sah-loo-MEH-ryah
una salumeria,False,salumeria,delicatessen,noun,a delicatessen,"Food & Drink,Objects & Things",,,feminine,singular,,,False,False,False,indefinite,una,una,,,C'è una salumeria vicino a casa.,There is a delicatessen near home.,0ab1f28794a777979a70722268882afe7d9c1bf1edfe292e73341d7007b1f3e5,1680.0,acc8dde3b6a69e745a5151932de9d43b76157853186417f913056e8a65226b5e,1872.0,OO-nah sah-loo-MEH-ryah
la salumeria,False,salumeria,delicatessen,noun,the delicatessen,"Food & Drink,Objects & Things",,,feminine,singular,,,False,False,False,definite,la,la,,,La salumeria chiude alle otto.,The delicatessen closes at eight.,7fbb4a3a46747dab8ea858ba96e849fdb7f8c26b6c6bed1bc78683337e22ac55,1680.0,3fe170086dcb456694172faf402088b5d88efc58596010ddd8446704c64d84bd,1800.0,LAH sah-loo-MEH-ryah
salumerie,False,salumeria,delicatessen,noun,delicatessens,"Food & Drink,Objects & Things",,,feminine,plural,,,False,False,False,,,,,plural form,In città aprono salumerie nuove.,New delicatessens are opening in the city.,e94a2cf5243f97c6244a3462068846a378b9d35e61ef59e3c68f740b0d8a37e0,1704.0,c8298e27d0b608a0857f4776c36647607615dbe8ea65ccbabe934565583c63a5,1680.0,sah-loo-MEH-ryeh
le salumerie,False,salumeria,delicatessen,noun,the delicatessens,"Food & Drink,Objects & Things",,,feminine,plural,,,False,False,False,definite,le,le,,,Le salumerie del centro sono care.,The downtown delicatessens are expensive.,f0288e3b1357c3fba3437609671aac9fe4555c883da0f0ec16d75d6a278cee53,1800.0,a9c81ba853cde29ea94789be6a47c863fb11193c8dd3524fedcfb28e155f9258,1776.0,LEH sah-loo-MEH-ryeh
delle salumerie,False,salumeria,delicatessen,noun,some delicatessens,"Food & Drink,Objects & Things",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Visito delle salumerie locali.,I visit some local delicatessens.,185a673c60a00f3fcabd7b5852f71f352da19647ad9f4a9f6f5acbe4375ee7af,1992.0,6e690982d24d28b3c75153de8219d14dc228b09fe5b1ae3d9ac8ff0263cdb98a,1968.0,DEH-lleh sah-loo-MEH-ryeh
della salumeria,False,salumeria,delicatessen,noun,of the delicatessen,"Food & Drink,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,L'insegna della salumeria è rossa.,The sign of the delicatessen is red.,ea7aad396897b23f533fffd7920241a61248eaaadbca3868e24cd31a4d3422a0,1800.0,40bfd44dcc74b6de5051fae3fce8d25f795137a04730ae06dbd85bfec0f22a09,1968.0,DEH-llah sah-loo-MEH-ryah
alla salumeria,False,salumeria,delicatessen,noun,to the delicatessen,"Food & Drink,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Passo alla salumeria dopo il lavoro.,I stop by the delicatessen after work.,640acce5b024c82379fbd5ac9e8864a8d3d2159578f6919817dfd38bcd93d98b,1800.0,25a97ac9f8505dbb698902aa6aa0d2d4e3f0132acd00d6125691eed37eb01422,1896.0,AH-llah sah-loo-MEH-ryah
dalla salumeria,False,salumeria,delicatessen,noun,from the delicatessen,"Food & Drink,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Torno dalla salumeria alle tre.,I return from the delicatessen at three.,12d51042466ba636b0630d256c04b3f6b850eb861fc544a45ef3b15e766b14e4,1872.0,b055d00aa07d37fb0717dd5512415a6c010f0f8cfc44b338ded700783521969a,1968.0,DAH-llah sah-loo-MEH-ryah
nella salumeria,False,salumeria,delicatessen,noun,in the delicatessen,"Food & Drink,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,C'è fila nella salumeria.,There is a line in the delicatessen.,744daf1309a3001e3c3e8b1e953da1120a03b023006a48d2d840eb1dc9395985,1824.0,d3f815fa1ed84ef2f69ec11719cbdb4a5055397df12e641b5617415fb0f1991c,1992.0,NEH-llah sah-loo-MEH-ryah
