term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
ostello,True,ostello,hostel,noun,hostel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco ostello economico.,I am looking for an inexpensive hostel.,d697a4f561e16d96a822814161489c8c3068f9e5985d41c665eb62f82d038e6c,1152.0,c7989086cba7f5282569bf698d62e13a089a02640d057f6886ee11741471d970,1512.0,ohs-TEH-lloh
un ostello,False,ostello,hostel,noun,a hostel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un ostello pulito.,I know a clean hostel.,aa4b08b44572506c9e6c1faa7fa2db4c7de26fe7bca974b5e2933c229c0a2f8d,1248.0,fd6802b442183beba4ce0b1cf33d26696778373371ce679903e825679aa929e3,1680.0,OON ohs-TEH-lloh
l'ostello,False,ostello,hostel,noun,the hostel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,definite,l',l',,before vowels,L'ostello è pieno.,The hostel is full.,71d02909d8ffeb6e9d13b277a18b737e601104ada314ab32b0151f4efbf2ef1b,1272.0,95806b79c314e3394ecceef824cd5656b5da2e2be31fecea9b67d8bee88ae383,1560.0,lohs-TEH-lloh
ostelli,False,ostello,hostel,noun,hostels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,,,,,plural form,Ostelli nuovi aprono spesso.,New hostels open often.,7b676b14b91e68fd733625c2b1e250ecad39971f0a6eec27c4d583efae219bba,1272.0,3477cebf2eb607b0feceb362205208ede0266f9fc94f82a9d2dbbfc19f99b723,1488.0,ohs-TEH-llee
gli ostelli,False,ostello,hostel,noun,the hostels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli ostelli sono economici.,The hostels are inexpensive.,b177269a352fd8b7c75d5a39f4ecc49227fb1c17664f56878644dae832386bbc,1392.0,1548b72d436869e2add1930d8e753efe8f91d61a55409660661d1fb31c0206bb,1776.0,LY ohs-TEH-llee
degli ostelli,False,ostello,hostel,noun,some hostels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Provo degli ostelli locali.,I try some local hostels.,a1ae43b9ac131ac9a739c0cb783eb9e18a276b9f8af18e4796effb313d89227b,1536.0,e619985d5c61d536972b5d9e413e5bb7388399b440105e455f5136cfda36cec9,1848.0,DEH-ly ohs-TEH-llee
dell'ostello,False,ostello,hostel,noun,of the hostel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',L'indirizzo dell'ostello è online.,The address of the hostel is online.,c184f902858930c536109ced7e1ec2edd4ebfdfcaa76ad6ba0547e24cef50a0e,1392.0,161d77614204585cbbe5c3e4648a4a4cf98276a52b9e8319bb2bb25d2b8f5744,1752.0,deh-llohs-TEH-lloh
all'ostello,False,ostello,hostel,noun,to the hostel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Arrivo all'ostello alle tre.,I arrive at the hostel at three.,5f9413f65e55ee87b93b886106b1b956e5c213022a2ca1867e84eee76eee65dc,1392.0,e53fb9f7746d49c012778c79dbb560398a8cacc74b70667d59800e22a79d47ee,1680.0,ah-llohs-TEH-lloh
agli ostelli,False,ostello,hostel,noun,to the hostels,"Lodging & Accommodation,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Scrivo agli ostelli del centro.,I write to the downtown hostels.,f02c60a0f2a0f73f323d4a51c7d7a1f1d80bd51ed4d05d31220c0c386745b32e,1512.0,5340172aa622fb7131b93bd26b685734c9ac3a9d59b7389576d767f62715abc1,1776.0,AH-ly ohs-TEH-llee
dall'ostello,False,ostello,hostel,noun,from the hostel,"Lodging & Accommodation,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Esco dall'ostello.,I leave the hostel.,7c81ccf17327504c5ff14287dd3fb8f1fd4234e4d1b9478c037638a900e7f245,1464.0,abd2b1c35a4d22d73cfee18f1b9006442f301e927079d019bb786592d9f74fa6,1776.0,dah-llohs-TEH-lloh
