term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms
ritardo,True,ritardo,delay,noun,delay,"time,travel",,,masculine,singular,,,False,False,False,,,,,base lemma,C'è ritardo sulla linea.,There is a delay on the line.,ec1313fde3acd3a266dfb56b3dba5b354e597bd14236f50ca7a6c1bf1baa737f,1104.0,92375bc2ffc1964eb5eb615d308d7516770679343161c1dcb6fcf786dd143b4f,1512.0
un ritardo,False,ritardo,delay,noun,a delay,"time,travel",,,masculine,singular,,,False,False,False,indefinite,un,un,,indefinite singular,Ho un ritardo di dieci minuti.,I have a delay of ten minutes.,40912c81d45c66e92b6298ba045ecbed007ed46b1bcc7732dbb28b54b2e92961,1200.0,b229fd311552f6cc1ecede68a82e35c60f91e905e0dc46cb0ab13ae0809a7cbd,1632.0
il ritardo,False,ritardo,delay,noun,the delay,"time,travel",,,masculine,singular,,,False,False,False,definite,il,il,,,Il ritardo del volo è confermato.,The flight delay is confirmed.,22fcb2aa4f52bd5b66effaedd194ac1a9e5900806a41c28959037fab86e219f0,1224.0,52145b33a8254063577a10aeaf28148d873c0fbf1283c0f9655e328e51687b35,1680.0
ritardi,False,ritardo,delay,noun,delays,"time,travel",,,masculine,plural,,,False,False,False,,,,,plural form,Ritardi sulla linea causano problemi.,Delays on the line cause problems.,d35ef9a8b8ff93db2fa0954445bda89907b9c3927c73838c25719599f96b0cf7,1224.0,9dfa3de5ab730df9190fe9d3ef6f5b36d508c75934204de5cdb4cecb26b992c1,1512.0
i ritardi,False,ritardo,delay,noun,the delays,"time,travel",,,masculine,plural,,,False,False,False,definite,i,i,,, I ritardi hanno causato disagi.,The delays caused disruptions.,b54c6dcb06201c9dc1ac8008065b7ad0dc4f21016d1dcd64a3e345dcbf7f3662,1344.0,c6955753225f65448f7b510858777d609c75cf92f9aea0831e77189ec696fd63,1584.0
dei ritardi,False,ritardo,delay,noun,some delays,"time,travel",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho notato dei ritardi nelle consegne.,I noticed some delays in deliveries.,9ee45435be3d384dd505e4561f35d897e6259d4c2d8d086d17717c165775ab47,1488.0,f9a2e497c82a40344b852472d154d9b8cbca0949d54dd0275f5f6fd43799f4cd,1728.0
del ritardo,False,ritardo,delay,noun,of the delay,"time,travel",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il motivo del ritardo non è chiaro.,The reason for the delay is not clear.,3ccc573786deac84b9902743e9b4a85e3152bbe4ea0c8136e2d04467ca5f4e8f,1320.0,d49a8d1f314d297a5409ea5c2764ea4686c3574b547152c5741081d0548f503a,1728.0
al ritardo,False,ritardo,delay,noun,to the delay,"time,travel",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Non si può porre rimedio al ritardo.,You cannot remedy the delay.,fe81dbd594058f80ae85c14b0449ef2640a1c48a8ab65dddd016fca29133282c,1320.0,ed1fec9230d5875a46a9f05ddec0d2c8f63b4eaf0cf1f469a157a54adc9c3ce0,1656.0
ai ritardi,False,ritardo,delay,noun,to the delays,"time,travel",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Dovremo adattarci ai ritardi.,We will have to adapt to the delays.,bf90babd2b888193638d49b5b1970dc5d6d896157e91fab8b1194905b1b6c9e7,1464.0,c5308c1e830dff7274d72b3393ffd6f253487d59d69d6dcc2fc60698dce33af1,1632.0
dal ritardo,False,ritardo,delay,noun,from the delay,"time,travel",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Partiamo dal ritardo accumulato.,Let's start from the accumulated delay.,423a754715946815f4e966bbeceb8b652c4721fe20588119bfb5028e557d1369,1416.0,34d0aaa45e8cf1d13cc45ab2ff25115feedbebaf9b54efb25cb486c2b2a2cc16,1752.0
dai ritardi,False,ritardo,delay,noun,from the delays,"time,travel",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Abbiamo imparato dai ritardi passati.,We learned from past delays.,a08a93668a9dbb1cb93bc36b3aac8baa6182d86a3a84a206d51eb1e261461781,1536.0,3d36ae8443acb6cf1003839f4b14ed145fb454aba67cd5a4d14fdb3d5cdf6564,1752.0
nel ritardo,False,ritardo,delay,noun,in the delay,"time,travel",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel ritardo possono accumularsi costi.,Costs can accumulate in the delay.,1e21d2f5056b8a43311f2fd7d58e70cff396d7508f3d2fe27ed4250a892df3d7,1344.0,d3c02e7c9a2cb17a4bf87d77858f2e835c0ce5de4cafe0a4177c0b2f99bcfbfb,1776.0
nei ritardi,False,ritardo,delay,noun,in the delays,"time,travel",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei ritardi si perdono opportunità.,Opportunities are lost in delays.,87acfd935f9f1e6ff8f4659c29e624c1bacae5c67c9f3229a80f1b268dafa400,1464.0,e9ff1d928cf8d43afa63a7e7bf079cc0fcfaf67ae86bac3ce4ba8794ce05346e,1728.0
sul ritardo,False,ritardo,delay,noun,about the delay,"time,travel",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho scritto un'email sul ritardo.,I wrote an email about the delay.,126600a3728c97982c6311e4565c9ffc44dde003143f47d72e641004f924a6a0,1488.0,224e8d3a9fd065a978b300659b6fceeffffc7101560bc63f434eca8d13d8e2df,1800.0
sui ritardi,False,ritardo,delay,noun,about the delays,"time,travel",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ci sono molte informazioni sui ritardi.,There is a lot of information about the delays.,6cf9884360c4a436e4a205b3986276e160752ffcb6e2966e56a3bb9ebc38f0fb,1632.0,b5aca8e26b109828efe46777b1697a2365444c174858e9d573ad090513b21fc7,1824.0
col ritardo,False,ritardo,delay,noun,with the delay,"time,travel",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Sono arrivato col ritardo previsto.,I arrived with the expected delay.,81267279a65ea24fdd328d904e6953227ce8ae60b7f191be4f2417f27d09710c,1392.0,07c56f2500ee7f904e4a49bb4f283d0625d9bc1ef5de55b1a87ead11cf316825,1728.0
coi ritardi,False,ritardo,delay,noun,with the delays,"time,travel",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Non possiamo convivere coi ritardi continui.,We cannot live with continuous delays.,98c6f8fd5bf3a6d6f856b820c0e7ca277d51691704ad58422da4f091b9b26e99,1512.0,270ce30c56ec619ecb2ceb413baca13529f54f7709e0b81e24cf64d64a414aec,1752.0
