term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
volere,True,volere,will,noun,will,"abstract,emotion",,,masculine,singular,,,False,False,False,,,,,formal/abstract noun; plural exists but is rare,Studio volere umano.,I study human will.,55e74efe86d70b8870517ba5a60d01cc0e7a89d793e3352f190e973d17d169a8,73391e2582e80be359202c0f3b71d9dea030c795a942c3a0874ca09a9843edd9,984.0,1320.0,voh-LEH-reh
un volere,False,volere,will,noun,a will,"abstract,emotion",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ha un volere forte.,He has a strong will.,a2d373d2ad9d1910faa53cbec6d90a0652f32bb16999f8e361715c92d4fea0a2,d98ab18e727f3eeacb728608c8a4e417e010ece4a0405c27740362d083a62b99,1176.0,1464.0,OON voh-LEH-reh
il volere,False,volere,will,noun,the will,"abstract,emotion",,,masculine,singular,,,False,False,False,definite,il,il,,,Il volere del popolo conta.,The will of the people counts.,841646e96054e47516075dd735ab599a634bae8aa0ef7dc3e258736784b1a73c,b1d09bf429c49aa1c41f32f5d2c573ab49703f6a32caa83b692d763ea6dc8d68,1128.0,1464.0,EEL voh-LEH-reh
voleri,False,volere,will,noun,wills,"abstract,emotion",,,masculine,plural,,,False,False,False,,,,,rare plural,Voleri diversi creano conflitti.,Different wills create conflicts.,a0b62d33a1a157009249b5dc4f48066db8b54614235a70bcf40e64e06b6906cf,cab6be0b6e60857016c8b59f21dcd2141c8c0f86d93adde061aa15eebfeb56f7,1104.0,1320.0,voh-LEH-ree
i voleri,False,volere,will,noun,the wills,"abstract,emotion",,,masculine,plural,,,False,False,False,definite,i,i,,rare plural,I voleri dei clienti cambiano.,The wills of the clients change.,63d5a0f6d39a44748fe2b49546bf22a470938c036a6087a84aac70e575f46be1,51084c0230d7077d27b34fca863c6d6243781a78369579175860a191f39df1d5,1248.0,1416.0,EE voh-LEH-ree
dei voleri,False,volere,will,noun,some wills,"abstract,emotion",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form; rare plural,Emergono dei voleri contrastanti.,Some conflicting wills emerge.,b1c1dc8bc3a94b1508f277904155e1f79cd67e7b0b767a3f8405111c2f41f7cc,14a6d14387a3040e7609c7837b9359c0018d69b4b88313c611d87c9561785eac,1392.0,1536.0,DAY voh-LEH-ree
del volere,False,volere,will,noun,of the will,"abstract,emotion",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Parliamo del volere popolare.,We talk about the people's will.,d6ac85fde0f5af1b236385414d4a0d2464e751a2333ff5c40d0aa0730199a029,cb86be30f88cc37baa66736801f7117860fee23e5987088d328c97c1c47e4dfd,1248.0,1536.0,DEHL voh-LEH-reh
al volere,False,volere,will,noun,to the will,"abstract,emotion",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Mi adeguo al volere della maggioranza.,I adapt to the will of the majority.,4693dce2a283ef37b93e556719e685a1146756a01b13a17c201f95efb1b66839,21347002a1999a00eddce0f31ee2b444b8c308d4f0007f22b35d38522b53f2bc,1272.0,1464.0,AHL voh-LEH-reh
ai voleri,False,volere,will,noun,to the wills,"abstract,emotion",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i; rare plural,Ci adattiamo ai voleri dei clienti.,We adapt to the clients' wills.,4c9b257a08fba23aba1d226600d12f6a16db03811ac96816873608d9fc5f94f3,16a8589af3cdb12d50dfbdb819daf5cf1980ebb7b17c130f06f6d107bd4ba07d,1368.0,1464.0,EYE voh-LEH-ree
dal volere,False,volere,will,noun,from the will,"abstract,emotion",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Questo nasce dal volere comune.,This stems from the common will.,58ab6793d66af52cb95b249ad6a8fc2ef68079b626807884646159409574fedb,19606102dfe0ad5d688296fc7d69a8e52154bc6496a1a2104825e911324c715d,1320.0,1560.0,DAHL voh-LEH-reh
