term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
torino,True,torino,turin,noun,Turin,"Places & Locations,Objects & Things",,,masculine,singular,,,False,False,False,,,,,proper noun; city name; usually used without article,Visito torino ogni estate.,I visit Turin every summer.,e435b65ffac3faa4fc3bf8a1a86edc54cff0463533c38bab22fb60dfa4cefdbf,1080.0,e21555af140e403f2b792edd06d39c1d6722ac6e44ed3a6fcccc5393c8632b90,1320.0,toh-REE-noh
un torino,False,torino,turin,noun,a Turin,"Places & Locations,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,rare; proper noun rarely used with indefinite article,Non ho visto un torino così affollato.,I have not seen a Turin so crowded.,e657f744efae21e9480453c37bf1881be3a8bbef19a55a953848bc2b51d5b6cb,1224.0,d3d0aab9ab3b6ff9720bbe0f1412c34741dde031229d70d672091f5bab455a81,1512.0,OON toh-REE-noh
il torino,False,torino,turin,noun,the Turin,"Places & Locations,Objects & Things",,,masculine,singular,,,False,False,False,definite,il,il,,used for the football club 'Il Torino'; city usually without article,Ho tifato per il torino da giovane.,I supported Torino when I was young.,920280745f5c4d5c94dc24c7a245883030f4583ec39acd7c6bf478968fcd2b44,1248.0,e1c8e9cbd2573899e0dcd84a5d5979494248f6be129e1215638cd40c3590ed03,1536.0,EEL toh-REE-noh
torini,False,torino,turin,noun,Turins,"Places & Locations,Objects & Things",,,masculine,plural,,,False,False,False,,,,,plural form; rare for a city name,In alcune mappe antiche ci sono torini disegnati.,Some Turins are drawn on some old maps.,56f5dd13c557784894cf2e4c6ad5e5bd9eb69c1bbbd074fc16b59489c250c740,1200.0,5fc7d8e25fc9fd8383c230d044840ccc6dae995658658f7f49a40e32d0febbfb,1344.0,toh-REE-nee
i torini,False,torino,turin,noun,the Turins,"Places & Locations,Objects & Things",,,masculine,plural,,,False,False,False,definite,i,i,,definite plural; uncommon,Ho visto i torini nelle immagini.,I saw the Turins in the images.,62b2137e6a452f1c545541a048638ed105ac883a8f554e40f5e63c4fed15cc94,1368.0,27651debde4713b6d9a3164e6a3fd3be8ae4a3df6550796122d96968e5506a1d,1464.0,EE toh-REE-nee
dei torini,False,torino,turin,noun,some Turins,"Places & Locations,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form; rare for proper noun,Ho trovato dei torini in quell'album.,I found some Turins in that album.,d9533ef44e82269633f3c212dfd26569130b4128feaa3cb745b212eb2bc88c4b,1488.0,ca2640c910cc9f6b4d77790f9a1a558f53b1c8c5ca63627197cacf69c842817d,1584.0,DAY toh-REE-nee
del torino,False,torino,turin,noun,of the Turin,"Places & Locations,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction used mainly for the football club; city normally 'di Torino',La storia del torino è interessante.,The history of Turin is interesting.,c273e226062c59bd90a8623d5bac7a3b16b82dbd957c5283fec97a6202a036af,1344.0,0323d7d5749689b16b8fcf59f2daac311e1d36178d70901c48f05adc1f09257e,1584.0,DEHL toh-REE-noh
al torino,False,torino,turin,noun,to the Turin,"Places & Locations,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction uncommon for city; used for the club or specific contexts,Sono andato al torino ieri.,I went to Torino yesterday.,3681d50a222c442960e0973517386cdf28e5ec018b5af8326997d9d179d6821b,1368.0,dd87fdefb2a750e3f85685904e2e202d462e57bd9af14ab87265a3e4332bf490,1512.0,AHL toh-REE-noh
ai torini,False,torino,turin,noun,to the Turins,"Places & Locations,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,plural contraction; very rare for a city,Parlavano ai torini durante la riunione.,They spoke to the Turins during the meeting.,9c2ca88f337a4ada4deae5ab86619b92f946486e303b318f07f342bdaadabed5,1464.0,a01f60c37681913bfb20deace65cac81a332d7ca254595b97bb6ca53875b9146,1512.0,EYE toh-REE-nee
dal torino,False,torino,turin,noun,from the Turin,"Places & Locations,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction uncommon; city usually 'da Torino',Torno dal torino domani.,I return from Turin tomorrow.,86dd6293690955034ff48ff74da60c3941bfc67d169873b142c3afb49c8b2d00,1440.0,1cf0e7db175010a4d26f430407599848a5f5e64d15b5a20ecdde4917daea1edb,1584.0,DAHL toh-REE-noh
