term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
donna,True,donna,woman,noun,woman,"People & Titles,Objects & Things",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco donna affidabile.,I am looking for a reliable woman.,6b923fabdd0877c059f3529d8da3a3d5219edf297141ff0d2954608a6510beda,1056.0,f1a9bea2c5f797c9a0c91970f25150f2a98671f0156e7f43e424ebf0fe4df64f,1272.0,DOHN-nah
una donna,False,donna,woman,noun,a woman,"People & Titles,Objects & Things",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Vedo una donna.,I see a woman.,f28627158764123071b946b76ede47e188c603988d1761e02b5a80150fd9a6b1,1176.0,fa43aecf342bf3008cfbc76514c44a89b242f2d4fe37be8ee4ed0d16e84ac05d,1488.0,OO-nah DOHN-nah
la donna,False,donna,woman,noun,the woman,"People & Titles,Objects & Things",,,feminine,singular,,,False,False,False,definite,la,la,,,La donna sorride.,The woman smiles.,54b5489ad1a917be83b6c139552934b33a6f38ac75b32a827e96cd1d7b07ca4d,1200.0,863cd7d7c13a9b5b389783133efcb7ea2815a177d7b5aab05ab8d18b97c6f563,1440.0,LAH DOHN-nah
donne,False,donna,woman,noun,women,"People & Titles,Objects & Things",,,feminine,plural,,,False,False,False,,,,,plural form,Donne forti cambiano il mondo.,Strong women change the world.,0e9687fa1706ced30bbc2bac4feec78f78c69d7243b40344618e11a53516fef0,1032.0,54abe9544122f4c1de0f4fa67ea9c29491d64ac364a92a0df6447d750f661a8d,1272.0,DOHN-neh
le donne,False,donna,woman,noun,the women,"People & Titles,Objects & Things",,,feminine,plural,,,False,False,False,definite,le,le,,,Le donne ridono.,The women laugh.,1b452fbbb0454f50b96dc9bac3f8a7109fb49b76b56893b40ad2b96a1a0b2b87,1176.0,149488dc7ee4508f663f4c55566a804a3bf34b80f62dddbce3e93361b9babb19,1392.0,LEH DOHN-neh
delle donne,False,donna,woman,noun,some women,"People & Titles,Objects & Things",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Conosco delle donne gentili.,I know some kind women.,2a98c80fdfe0aad72cb24200bc9411ff75b01b9be2769103f8898a56e484fc3e,1320.0,1bca96031f5cd2c381956233c23e11f3a9370524df48f75305e5d86d81a5b1af,1608.0,DEH-lleh DOHN-neh
della donna,False,donna,woman,noun,of the woman,"People & Titles,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Parliamo della donna.,We talk about the woman.,7e99b7fed3e10e5fffa700aa0c86c8f827a1d462102b0192fc32a4fcc3bcdced,1296.0,e54f18607eac55f39f368d73d58190f492e9dbc9b50f77ecca7a68777e3e2792,1584.0,DEH-llah DOHN-nah
alla donna,False,donna,woman,noun,to the woman,"People & Titles,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Do il regalo alla donna.,I give the gift to the woman.,a00471b31a4894400ed6941147b5dc0c0cba01c99c20b992aaeb76e302aea070,1296.0,d569ed58d3b564bad584064bd4c9c60315bb5c164d6c8ca9ae415cb81d6c1f5e,1536.0,AH-llah DOHN-nah
dalla donna,False,donna,woman,noun,from the woman,"People & Titles,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Vengo dalla donna alla cassa.,I am coming from the woman at the counter.,b4d6477b01a05a763d28fd6e0444149e57c2951c829e16baabdf84c592a4b48a,1368.0,c7b665acadb1fb0db29e11a120f4513920466f9c0131bafb0df2f2812160f256,1608.0,DAH-llah DOHN-nah
nella donna,False,donna,woman,noun,in the woman,"People & Titles,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Credo nella donna.,I believe in the woman.,94fcc2e0c7da4dc1c79861e968f186d1cb58a265fa66c4e6fea60f6b359f8ec9,1296.0,8ccd80f0ab0b545ce68fea7fafceaae2b481b3c641168b68d354bd2b83fee4af,1608.0,NEH-llah DOHN-nah
sulla donna,False,donna,woman,noun,about the woman,"People & Titles,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Leggo un saggio sulla donna.,I read an essay about the woman.,39336af89a6fad4173454e68bdbbe513435809db9b84abbe03aec24b93092ead,1464.0,c9b4954b8651b415d670a9abc565e970f1aba402bb7d6143fcb5cf78bda54378,1680.0,SOO-llah DOHN-nah
con la donna,False,donna,woman,noun,with the woman,"People & Titles,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with la,Parlo con la donna.,I speak with the woman.,2668cfc9281c2d3e8198d75c4c96537666d05b5fb6117b016d1aeebfbcd8ec94,1344.0,2682c40c8c4e97142f66dfc9980fe893689838207e88d54980351d834529e09b,1608.0,KOHN LAH DOHN-nah
alle donne,False,donna,woman,noun,to the women,"People & Titles,Objects & Things",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Scrivo una lettera alle donne.,I write a letter to the women.,be29120b8f69e74c4258be9c8ed38867e8a0a017317364a9140bf6bc6329d508,1296.0,36f77c70543685fded735471aa41194408c3d0df3231967525c547767d202773,1512.0,AH-lleh DOHN-neh
