term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
attenzione,True,attenzione,attention,noun,attention,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,,,,,base lemma,Chiedo attenzione.,I ask for attention.,06831a3de2b87cb8ce3f20b1ec3e4635e8ba6e4b8e54b36385dd02dc5e37dfd7,1272.0,577bc15ca3587ff27e0124789eb3871e3a89e16661efed5d875a88eb566c3c4f,1608.0,aht-tehn-DZYOH-neh
un'attenzione,False,attenzione,attention,noun,an attention,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,indefinite,una,un',,,Ho un'attenzione per te.,I have a small token of attention for you.,e3b56246d9dfe0e779760fb6aed8f76fba204da046bf0d39653ec6124f7cdb95,1392.0,cb78a4c7ddf6d3574f513e32c1186b72193d57fb4d5eed6552775b1736b13150,1776.0,oo-naht-tehn-DZYOH-neh
l'attenzione,False,attenzione,attention,noun,the attention,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,definite,la,l',,before vowels,L'attenzione cala dopo pranzo.,Attention drops after lunch.,a2fa7dbcf863f21ed6c41b5f2bd6ba3467ba9f26b779f052fa6c6485906e0e81,1392.0,09f4aa3a244a8d0eb3825811386104995552924289508557bb652eb712b1718a,1728.0,laht-tehn-DZYOH-neh
attenzioni,False,attenzione,attention,noun,attentions,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,plural,,,False,False,False,,,,,plural form,Non voglio attenzioni.,I do not want attentions.,3a543a3ac1465818ba72294f06deafbb2ae20cdb1cb6a41c22d76f96842aadb7,1368.0,c922dcb824aa285fd122fccd380d7fe4e3efd89cc0db4da1e86f407dc7c88625,1656.0,aht-tehn-DZYOH-nee
le attenzioni,False,attenzione,attention,noun,the attentions,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,plural,,,False,False,False,definite,le,le,,,Le attenzioni del pubblico mi imbarazzano.,The audience's attentions embarrass me.,3160cd07a37b11145bd7ad4282b07be959f645d2820783058206e40c2ebc060b,1512.0,67dd1551d5795e1507747bebb9469b2fd294138c984bc7fdd7179fc672d6ece7,1848.0,LEH aht-tehn-DZYOH-nee
delle attenzioni,False,attenzione,attention,noun,some attentions,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ha mostrato delle attenzioni gentili.,He showed some kind attentions.,2f39d6fcff88d4537f2e0a3083b24da349dfc9eedb376f6d1a395200d67fcacf,1608.0,2ed597a9a0a681c3d32bbc54e88353fc384c13d17c5575f5b53ccb5412419ecb,1992.0,DEH-lleh aht-tehn-DZYOH-nee
dell'attenzione,False,attenzione,attention,noun,of the attention,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,dell',di,contraction of di + l',Il problema dell'attenzione è serio.,The problem of attention is serious.,cc895a4882ce7d09fca419fd64edf00f00bbb2c667610fc94690dbf78068d955,1536.0,ebdba8d70f66fec3ef929582292acf66e5b0ed4704a2ccf1f3a9dbf6dcec82c3,1896.0,deh-llaht-tehn-DZYOH-neh
all'attenzione,False,attenzione,attention,noun,to the attention,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,all',a,contraction of a + l',La lettera è all'attenzione del direttore.,The letter is to the attention of the director.,cd9e67015c1a268e776e8a0a4d2340e928068e6859fd528d482482dcd30f4e46,1512.0,4cd5afcc9c60e4ca26ec6aebc255cbdaa2f59febfc2eb0b109daaadf6ddacabe,1800.0,ah-llaht-tehn-DZYOH-neh
dall'attenzione,False,attenzione,attention,noun,from the attention,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,dall',da,contraction of da + l',Sono distratto dall'attenzione del pubblico.,I am distracted by the audience's attention.,79281c702e4a8a0c95309b3ad2c5a8bd344ba0e7c9bb340530791943aa24d972,1608.0,1868340b42624a9bb916b0d230dd7bdf9c843e5f24991af6d639b673c902d65a,1920.0,dah-llaht-tehn-DZYOH-neh
nell'attenzione,False,attenzione,attention,noun,in the attention,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,nell',in,contraction of in + l',C'è valore nell'attenzione dei clienti.,There is value in customers' attention.,195c0bddcdf4c4f2fd654061e23a346f8eacfc3753e2b6681355b5f9627352ed,1512.0,7a1314fc5a7a907625ad26f62a52808107d2947bbbd5842976a7186602cfb111,1920.0,neh-llaht-tehn-DZYOH-neh
sull'attenzione,False,attenzione,attention,noun,on the attention,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,sull',su,contraction of su + l',Ho letto un libro sull'attenzione.,I read a book on attention.,a4606e8fcdcff5ce23b78e643e1502d79fe9aaaccc4e72f69c1031fe3387ed35,1536.0,c8ec82cbe2c21395e3948988e88fecbce653677b0d52e3e8ace9865efc075582,1968.0,soo-llaht-tehn-DZYOH-neh
con l'attenzione,False,attenzione,attention,noun,with the attention,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,con l',con,with con + l',Lavora con l'attenzione di sempre.,He works with the usual attention.,8e6fadaea191931f65bba72bd2e1c70b07ddb19ab514f708c4683c96216ae895,1584.0,10cd376a2b5e954b9a762560a46f25bc3d41965a2ecfceda5fbb8e5aa8c82b5c,1896.0,KOHN laht-tehn-DZYOH-neh
delle attenzioni,False,attenzione,attention,noun,of the attentions,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,plural,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le,Parliamo delle attenzioni ricevute.,We are talking about the attentions received.,d51d7f23d9e667d62e207b587b481b52f03b48e46896b8f6e22c9cc2f7fa87a5,1608.0,2ed597a9a0a681c3d32bbc54e88353fc384c13d17c5575f5b53ccb5412419ecb,1992.0,DEH-lleh aht-tehn-DZYOH-nee
alle attenzioni,False,attenzione,attention,noun,to the attentions,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Sono grato alle attenzioni del team.,I am grateful for the team's attentions.,c66669ba76f18acd9a5736a69ad4ea9c5b1c4fa99c0460e2f7269db6345428e2,1608.0,169c7867a48f5770524b76a2450a7010dd5164d13e4efd2f48da5b34bd44b6b7,1920.0,AH-lleh aht-tehn-DZYOH-nee
dalle attenzioni,False,attenzione,attention,noun,from the attentions,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,È stanco dalle attenzioni continue.,He is tired from the constant attentions.,737714d26ad1ac1eeab177d24214dec2c5c8b75fb5347ad999dd061599dfd02c,1704.0,7affb44971ea34236ec996cb0f39685fbd1e22129aa4c63eb5f449ab47776487,2016.0,DAH-lleh aht-tehn-DZYOH-nee
