term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
volo,True,volo,flight,noun,flight,"travel,air",,,masculine,singular,,,False,False,False,,,,,base lemma,Volo in ritardo.,Flight delayed.,0aee4c2ec7a7cdc5dcf91dd9845d0066f8ce2bdf4963b2407168e79057c333e5,1080.0,bd3c8925e5403bb43ea9a5d209b8d9357b17dd43dc592c21896bf5a1c019cf9f,1248.0,VOH-loh
un volo,False,volo,flight,noun,a flight,"travel,air",indefinite,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho un volo domani.,I have a flight tomorrow.,9799d928ebfa6f81d8396d678a619275faf3140262a49535139571a14de1abb8,1200.0,ead3f69b19c34eb58f5abb95a920169df39977ff18070cb39835892c37c6fc9e,1392.0,OON VOH-loh
il volo,False,volo,flight,noun,the flight,"travel,air",definite,,masculine,singular,,,False,False,False,definite,il,il,,,Il volo è in orario.,The flight is on time.,5d15bc6edbf915eba8db75f58e6fd3483a731408234bd6fc7728b337e689af59,1200.0,b7d3cf140f8632c0d0cbfa52e31d45bb1de309ea0425349c3eb32408844cc6bf,1392.0,EEL VOH-loh
voli,False,volo,flight,noun,flights,"travel,air",,,masculine,plural,,,False,False,False,,,,,plural form,Voli cancellati.,Flights canceled.,328c5d8cc1b499645d7043473c742d2068098c50c7dcff1bea278bb4d9a20a22,1200.0,83c6f68f8e8def0594c22f1cd0f3969883d60118587a44e48a2b236624f57f0d,1248.0,VOH-lee
i voli,False,volo,flight,noun,the flights,"travel,air",definite,,masculine,plural,,,False,False,False,definite,i,i,,,I voli per Roma sono pieni.,The flights to Rome are full.,b73fe90970751f1c88b5ffea064316f9473e27ced5095acf3e9f9882fbb36e0f,1320.0,414754fe317c6cf6da25f02398e8471d6f68c584e6c9ed04a40449acae8047b0,1296.0,EE VOH-lee
dei voli,False,volo,flight,noun,some flights,"travel,air",partitive,,masculine,plural,,,False,False,False,partitive,i,dei,di,partitive plural form,Ho prenotato dei voli economici.,I booked some cheap flights.,b9e54242644eea1602a6ee47422480dc813a14fb8d576560840585ba5f2d2abd,1440.0,c908c47f10b470ce03e559342bc27d712ffe6b4936a21639c5a0274a34f3e29a,1440.0,DAY VOH-lee
del volo,False,volo,flight,noun,of the flight,"travel,air",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,L'orario del volo è cambiato.,The flight time has changed.,d30587145734922b22ea72d6e643acafcefefc48bad177ecba64c7284796373f,1320.0,f231ed99597b523015b9e112824bc8581a0f2fa541d1ddfef4ab0e73d461fcb7,1488.0,DEHL VOH-loh
ai voli,False,volo,flight,noun,to the flights,"travel,air",articulated_preposition,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,,Sono abituato ai voli lunghi.,I am used to long flights.,4cdb0230f51b40f0fe5b89f2f37da81952752b269600cea39d35829f57005a72,1416.0,1ccb67b686f9d2b26dc250eed4534a4ce5d3f8d9432788e2e1d8959a3d4b99cf,1368.0,EYE VOH-lee
al volo,False,volo,flight,noun,to the flight / idiomatically: quickly,"travel,air",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il; idiomatic 'al volo' = quickly,Ho comprato il biglietto al volo.,I bought the ticket quickly.,fbfbd958f8460194d065b79481d95fa0fd2ff0325903a4cc9563752cd4554b88,3720.0,1781ccdbe00d27cb36c77bc754f33ca79c1f4d135463bc4714f162c7eb402d4f,1392.0,AHL VOH-loh
dal volo,False,volo,flight,noun,from the flight,"travel,air",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Sono tornato dal volo.,I returned from the flight.,fa5cc35e38f49777ccc6ce76590b9d0ccd61e9486102c8625a691a290c78f61a,1392.0,8134e49b0e27b7d52fdad2e4694b15f0740164925dab704e9a8023520036d932,1488.0,DAHL VOH-loh
dai voli,False,volo,flight,noun,from the flights,"travel,air",articulated_preposition,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,,Ricevo messaggi dai voli cancellati.,I receive messages from the canceled flights.,7a6d9a146a43ce6d9e7c151e58d1751143ea5c95afab42447d0c6a542632ca84,1488.0,a330d1d53b51241a75ec620bc49cdd2a271be0deae76830c371e97efd69f3571,1464.0,DEYE VOH-lee
nel volo,False,volo,flight,noun,in the flight,"travel,air",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Sono nel volo 123.,I am on flight 123.,7a1cc720cdf32a4620cef1063f03a90e9c6674e90773f254a5694f43d9777f14,1320.0,753353d09dbfb219ee72ff8be1dcc310c58d38aa9996966c97a0ceddc0d89da1,1488.0,NEHL VOH-loh
nei voli,False,volo,flight,noun,in the flights,"travel,air",articulated_preposition,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,,Nei voli a lungo raggio servono coperte.,On long-haul flights they serve blankets.,6072a2bf3ba15c1c022e328704f1188ada60d99413ffab4b4d630a816da8c1be,1416.0,1d9b0bfe62db279075735be4f71be29b7603a84a98c044dd91b0fb3476d53234,1464.0,NAY VOH-lee
sul volo,False,volo,flight,noun,on/about the flight,"travel,air",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho informazioni sul volo.,I have information about the flight.,43df037b596ed4099570b609971429000f68488d6749446ed79511129d6ed8d7,2352.0,3430f12a2c142a6447217f3c38343ae4fd249d61a38a535eceaf6e2b12fe7dec,1536.0,SOOL VOH-loh
sui voli,False,volo,flight,noun,on/about the flights,"travel,air",articulated_preposition,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,,Leggo dati sui voli cancellati.,I read data about the canceled flights.,a8776da5890e53232e9b015705a179a1fd2300866334636c725b0a88ac84e9d8,2448.0,9ee6b34e253cddb96b6efd97aa9d2ad3cd5b65aa7f2e0bb481a644fdeb6081b4,1560.0,SWEE VOH-lee
col volo,False,volo,flight,noun,with the flight,"travel,air",articulated_preposition,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Parto col volo delle dieci.,I leave with the ten o'clock flight.,25f5e4c98bc89247d0c9c28fabfeab0ae1417fa322fb3d930cf5ecb8177e163e,1392.0,60e14a0dd491b9a51c93890f7ddbbeab6a0c4c43faa472b60c37570aa2573069,1464.0,KOHL VOH-loh
coi voli,False,volo,flight,noun,with the flights,"travel,air",articulated_preposition,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,,Coordiniamo coi voli internazionali.,We coordinate with international flights.,725af2eba605198970c13e97d3ff60f89d233d02415948277f914ed366e94cb3,1488.0,eae290c6c742d67bb595cc8b50cec2b08d01228a6624de7b6a1bef4ec79b7dd7,1464.0,KOY VOH-lee
