term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
magazzino,True,magazzino,warehouse,noun,warehouse,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco magazzino vicino al porto.,I'm looking for a warehouse near the port.,e4f04c5281775739aa90a48ca94ef11471de7469f090f8245e82fb519e4158ae,1272.0,3170acd46fc43b1cc8f2e487d7da5880d9fc43bbc7ac7e7713e4de3d68fdbc1c,1680.0,mah-gahdz-DZEE-noh
un magazzino,False,magazzino,warehouse,noun,a warehouse,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un magazzino vicino alla stazione.,I know a warehouse near the station.,d612e8fc92420ad3bc3be928aeb1e03d3f8dbd1a9600c5405ee3721da7c22e96,1392.0,92acfe50e088d00187b30f4c0f1f31007d60fa1dd8707d69fc05f233cef2330d,1776.0,OON mah-gahdz-DZEE-noh
il magazzino,False,magazzino,warehouse,noun,the warehouse,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,singular,,,False,False,False,definite,il,il,,,Il magazzino è grande.,The warehouse is large.,204d5ae8c899b8635fafc52a4243c6b10e4b8ab5691733e50e9be20016badecb,1416.0,3b044ba2ec3dca6734ae1f8669372ec6c69b2b3c21d5b566fb2ef6d74570af9b,1800.0,EEL mah-gahdz-DZEE-noh
magazzini,False,magazzino,warehouse,noun,warehouses,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,plural,,,False,False,False,,,,,plural form,Ci sono molti magazzini qui.,There are many warehouses here.,a3bf966ed34985c76664b5455780619fe30977b4888e140f4dc1aebd5f190e06,1392.0,9b9b4e0a4a06a307d90a8ae4cb439fe3f5a7ae6400f539a04cde47c79f10dc09,1656.0,mah-gahdz-DZEE-nee
i magazzini,False,magazzino,warehouse,noun,the warehouses,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,plural,,,False,False,False,definite,i,i,,,I magazzini sono pieni.,The warehouses are full.,afa3862b535af331eb03065381c13b840cc227d1f90c1c0fb737b6c6d338c26d,1536.0,96bc8b5b5f4d5d9639d4c3d03e2dbaedf93a6e0aae49084a7e2cd8d2d172c8f4,1704.0,EE mah-gahdz-DZEE-nee
dei magazzini,False,magazzino,warehouse,noun,some warehouses,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Visitiamo dei magazzini oggi.,We visit some warehouses today.,7c62621a89720c8aa208a54b167406157a470f7cdec11598f227932fa99ea794,1680.0,b11c3f54e87ad1c1d01adef1b67996cc1db52bca6102173583452f936b2dcaa0,1848.0,DAY mah-gahdz-DZEE-nee
del magazzino,False,magazzino,warehouse,noun,of the warehouse,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,L'inventario del magazzino è aggiornato.,The warehouse inventory is up to date.,a18811d526bc1ec92f053c49977cb602efcad6c35686eed36e23b7f2996ea4ac,1512.0,2eaac4b9a75f15c09567f46cf245a44190529ab0fcd60e29584729c3febc5721,1848.0,DEHL mah-gahdz-DZEE-noh
al magazzino,False,magazzino,warehouse,noun,to the warehouse,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Vado al magazzino.,I am going to the warehouse.,dd5305fc6eeab7d3366d0b781ae08ec1821b9344099033489048aaecb937dc47,1512.0,9644dde1b0a47fd495f83129bd71431d2fad738f62f2c555c3353100e4d9df48,1776.0,AHL mah-gahdz-DZEE-noh
ai magazzini,False,magazzino,warehouse,noun,to the warehouses,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Consegno ai magazzini.,I deliver to the warehouses.,022800281b0a98b70b01f04b5c3a1da1696b4e6aa339e15a5fd1f340aa0dbb15,1632.0,12ee14fbd22ff07a1ed76e6f29f1736df18d04b5b979238a47543b51c9ee167f,1776.0,EYE mah-gahdz-DZEE-nee
dal magazzino,False,magazzino,warehouse,noun,from the warehouse,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Torno dal magazzino.,I come back from the warehouse.,c6fc7741da9504c7d84f93ee8fb813e13bd62fe411392073890d11205aaff074,1584.0,74e3d21136c09dfdcef5b214f10b5e41077932affa9eb7210a5a2c38386c2e22,1872.0,DAHL mah-gahdz-DZEE-noh
dai magazzini,False,magazzino,warehouse,noun,from the warehouses,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Vengo dai magazzini.,I come from the warehouses.,2818b9d62bc1c02fa2a0fdcd5dfc41b3cf1844e336475173ae2d0632380fa19d,1704.0,8dad083e91c9e17b3f4ccb484198f7ac6062706274dafdb66fd8593bed5f3ca6,1872.0,DEYE mah-gahdz-DZEE-nee
nel magazzino,False,magazzino,warehouse,noun,in the warehouse,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Lavoro nel magazzino.,I work in the warehouse.,ff7de3254d7efc3d6ec79e79848abe695a1320b9b57f0e694416d7a5375dc893,1488.0,9dbb5d5d45c2da545eda77f263a3949a60b7cdad2f9c518865b8dcf9ddd6c302,1872.0,NEHL mah-gahdz-DZEE-noh
nei magazzini,False,magazzino,warehouse,noun,in the warehouses,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Non si fuma nei magazzini.,You cannot smoke in warehouses.,3ee20a79aba393f989b744b04c49db46f8d2fe04498e70a9e089ca8824b4d8f6,1632.0,6b4543f9106976d777f99154b642a7ab4beeb2431b3206071213b20b4ade4b1c,1872.0,NAY mah-gahdz-DZEE-nee
sul magazzino,False,magazzino,warehouse,noun,about the warehouse,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un rapporto sul magazzino.,I read a report about the warehouse.,e940928d0195fc399532057d0076012923f8941f4f4be17b795471bca8ca3b43,1680.0,ca861d2e0805e496c85a870be23c9d051bd63d5282fdd87181d4f1ea7f7bcf88,1920.0,SOOL mah-gahdz-DZEE-noh
sui magazzini,False,magazzino,warehouse,noun,about the warehouses,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ho dati sui magazzini.,I have data about the warehouses.,198b07b06c6d559bed914893e950ee1b375fae28c606f0756bd51a005b98f8dc,1800.0,7ffd07247a3c63cfa1031cf1c9b3771e3294eb9e6534d185dbf2462b6807c03e,1968.0,SWEE mah-gahdz-DZEE-nee
col magazzino,False,magazzino,warehouse,noun,with the warehouse,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Collaboro col magazzino.,I work with the warehouse.,5f60ec8711e4b5d290aac02d093b76ee46999aeca7b06fba006027e8de9a211f,1560.0,4afc4a25a548bd79dcaed73dc68ecdc9d5312b9fcbecf009ccf19d65ab790086,1848.0,KOHL mah-gahdz-DZEE-noh
coi magazzini,False,magazzino,warehouse,noun,with the warehouses,"Shopping & Retail,Buildings & Facilities,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoriamo coi magazzini partner.,We work with partner warehouses.,bb8454b615929b08d3433adafc189b29a94478878beb126aed2c8047138b7609,1680.0,18e7779d66ef279202d70d45bde3250799649b07b66effb2aca8ed44c91457af,1872.0,KOY mah-gahdz-DZEE-nee
