term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
fumatore,True,fumatore,smoker,noun,smoker (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco fumatore per il sondaggio.,I am looking for a smoker for the survey.,34b6ebb097dec21690f51cd92e6f4e042eedc880d4c9ad272f056ebe789f3e7f,2232.0,2f66c1507805f1b713c21e2ac7ffbbd1fbeed60b96ade300cbb5aadfde7cec8b,1608.0,foo-mah-TOH-reh
un fumatore,False,fumatore,smoker,noun,a smoker (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,indefinite,un,un,,indefinite singular,Ho visto un fumatore sul balcone.,I saw a smoker on the balcony.,c48cbc417f9509d40217006d8e74dbfbb5328530caf1297a91d41b27b6247d8b,2328.0,7f8303a20dad8218483c7cd1a2cbb8234fa12bd1ebfbd6251913850d9133442b,1728.0,OON foo-mah-TOH-reh
il fumatore,False,fumatore,smoker,noun,the smoker (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,definite,il,il,,definite singular,Il fumatore lascia la sala.,The smoker leaves the room.,c3bab7802f7417297fd3ea27e2b32059cd7d0de9fbb6e0275c887ffd83a836d5,2352.0,6624d36422c8b8f9b349c055cf8d478f3e278f7d1642c82022573a0755fe478b,1752.0,EEL foo-mah-TOH-reh
del fumatore,False,fumatore,smoker,noun,of the smoker (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Conosco la storia del fumatore.,I know the smoker's story.,faab31b50d41a34d2febfde0e808b14d92331089ee3bbe9c913ae86829de4d63,2472.0,46260f0531473b662b96a431ea220703642a78fc270912bc276c3f1f639ea966,1800.0,DEHL foo-mah-TOH-reh
al fumatore,False,fumatore,smoker,noun,to the smoker (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Parlo al fumatore con calma.,I speak to the smoker calmly.,daacec97d3b23d68dd7a5af250894da379b75d3f8bdeca7ebb22802f2165f2bc,2448.0,d90b25844334448710ee9ef35edbe8668978eb75b4b8093cceb1e0bfbceb9662,1728.0,AHL foo-mah-TOH-reh
dal fumatore,False,fumatore,smoker,noun,from the smoker (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Mi allontano dal fumatore.,I move away from the smoker.,088c234316bb953ef49cde48ead5242f80d6681bbfc6ac03633df9aec99dd02d,2520.0,89d41e7d9f3b1a4e7eee9864f302be730281f418eda7a4722f922a59d2064ea9,1824.0,DAHL foo-mah-TOH-reh
nel fumatore,False,fumatore,smoker,noun,in the smoker (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel fumatore cresce l'ansia.,Anxiety grows in the smoker.,45e8bc77bf7d2a5fc2ea8bfce9a18967e3e2e9466fa2d5a77bd8be700ee20ba6,2448.0,643b6114963a93a80d7d55b4639f6aec293b5f88a8d4f98ffd95a1b85a329953,1824.0,NEHL foo-mah-TOH-reh
sul fumatore,False,fumatore,smoker,noun,about the smoker (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un articolo sul fumatore.,I read an article about the smoker.,e22fd8531bf5980217ec1628a498754b39170930b63ef6243c8a385a2738e2a3,2616.0,8dc9ac632c22a737df7d9d389ad3211bee28ecfe9b9c30ded47e31c6a3435d30,1896.0,SOOL foo-mah-TOH-reh
col fumatore,False,fumatore,smoker,noun,with the smoker (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Parlo col fumatore.,I speak with the smoker.,450fb2c0b0891668006a22e6cb36e868bad6d96f053433f8148d955bbf164fe4,2520.0,3bf930db204bedf8c33a70c758aac2e0057b47f6a853af369590878a29a7d2da,1800.0,KOHL foo-mah-TOH-reh
fumatori,False,fumatore,smoker,noun,smokers (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,,,,,plural form,Fumatori fuori per favore.,Smokers outside please.,52b8bfd0d33f4ed3400bd72505090878d5af09b10e741a034fcd3b5a1792542c,2328.0,99d03f5f8e39b5f178d7499f7ef861d1f71104b3251619c8f0fbe6265c3cbc47,1632.0,foo-mah-TOH-ree
i fumatori,False,fumatore,smoker,noun,the smokers (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,definite,i,i,,definite plural,I fumatori aspettano fuori.,The smokers wait outside.,7ccd5086ec93b3ee26b5a4c195d789bf2f6de4cb3215852d5154d29e487ff61f,2448.0,d99ebc1c499e6249b474956323024fde2be35b3f72984b960f37f1c0e9152c78,1704.0,EE foo-mah-TOH-ree
dei fumatori,False,fumatore,smoker,noun,some smokers (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho parlato con dei fumatori.,I spoke with some smokers.,68d1689862b5fcff2b743877c10d676284d015e19c215b0dc3071cf0352436fe,2616.0,94b07b5ba922aa66ef4f140f828042c2136a16d09ea0583c4c24f9046e200ce8,1824.0,DAY foo-mah-TOH-ree
ai fumatori,False,fumatore,smoker,noun,to the smokers (masculine),"Professions & Occupations,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Scrivo ai fumatori.,I write to the smokers.,4af9fa383c6305a18ce3d23fc1fbb8153c7565f5da909230528bbf0294c40969,2568.0,72a651fa0a0d690b78ad10956cc90b30c55eff1ec189e358fc22eba49311d1d5,1752.0,EYE foo-mah-TOH-ree
