term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
persona,True,persona,person,noun,person,"core,people",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco persona onesta.,I am looking for an honest person.,c4b675a6da70bfb0066819f0ef7e747b208e52f5543800dd1e3490958ecfbec6,ac2aef2fb43295f0efa82aeb7ad904e15fc9cc5de6028c25075294cd8763e791
una persona,False,persona,person,noun,a person,"core,people",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Vedo una persona alla porta.,I see a person at the door.,c6d469185f17cb83aac396454bf9c9fee49a3f6df088ed860e8d501a31202845,0e7535614f78e795ed0c87d360dc8e9aa0b5961be407aaf83d1db7cf90a5281a
la persona,False,persona,person,noun,the person,"core,people",,,feminine,singular,,,False,False,False,definite,la,la,,,La persona aspetta fuori.,The person is waiting outside.,e2bcaf2585afab079785fdc97a4dd88496d053167432199e5f297eca854adeb6,ee284514a11bb8b0577161dd2a5dccb03f513126c8750748f5894f27e97b39cb
persone,False,persona,person,noun,people,"core,people",,,feminine,plural,,,False,False,False,,,,,plural form,Persone diverse collaborano.,Different people collaborate.,df15948ea3c2cf0964d90bc6d8ff8b56749c8ff52a66e6bfcd68c260c9a2d80e,141e81f3082aa5e566989f4170d6c70adb6be2719c14b92d0e949317bc1b98b7
le persone,False,persona,person,noun,the people,"core,people",,,feminine,plural,,,False,False,False,definite,le,le,,,Le persone applaudono.,The people applaud.,bc05282a2ba1d34bc1c3bd38e76679605447e1bb760656e90ca5b707ea135491,c6024d9b543c2f5fa6842af11c19081453a9ab69f305a2b1bd6f658ff7e23062
delle persone,False,persona,person,noun,some people,"core,people",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Conosco delle persone simpatiche.,I know some nice people.,dafe86ba3798384471195a763e0df3c46dc8c2ca2ac1a2e98b54a486903d0a1f,31f4106c0c7572cce5f4ac19088f5c5c322ad0107de434966bece7cffd1e6102
della persona,False,persona,person,noun,of the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Ricordo il nome della persona.,I remember the person's name.,9f4028d614a10a47cc83097da781b2a3dcd523195100f5f368a135e3e0f08ab5,6d9c5942db939e0079844c405c7ffad79a3324b79f300ad835f3775631a245b6
alla persona,False,persona,person,noun,to the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Parlo alla persona giusta.,I speak to the right person.,67878714929b26a08f363a5e73f98e92cb443cddc08347177f64f37eee244217,5ca10df69333559e45737805aa0680a3f7ff3b027e71cb391122f41b2cac972a
dalla persona,False,persona,person,noun,from the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Ricevo aiuto dalla persona.,I receive help from the person.,595a648ac11c08611a3f3a24cc19508664df83c5f814fa4e2dba246748cdca89,2d788fc8794e6eed4d82c3e52de7a86a11f7a468b820a0678b57da6919a95ebc
nella persona,False,persona,person,noun,in the person,"core,people",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Credo nella persona.,I believe in the person.,6c99fae3cf404abcda0d7fa1e2df30b934d0404fd8f60adb5a3c85c5351dba07,afa888fe7a17550979ac0c19df1228bef6263ea1ae4f6d63eabf6cb76101bfcc
