term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
colpo,True,colpo,blow/hit/shot,noun,blow,"actions,events",,,masculine,singular,,,False,False,False,,,,,base lemma,Aspetto colpo di fortuna.,I am waiting for a stroke of luck.,96c560831029b69bad22a9c78aa37075b8868772e3c49f8d30403c4efbeabf73,fb529f702d9b4c971d12c96f415d6acb0cb64e453af7e0336f3d8b5a2b1e7bdf,1056.0,1344.0
un colpo,False,colpo,blow/hit/shot,noun,a blow,"actions,events",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho sentito un colpo alla porta.,I heard a knock at the door.,621576c641975a1361c4389d4d813da562b7c2e6dd9d7e16d00c4cffef529dad,ddde64fe8840306c4dd32b1fe7940b695ecccfa4eb684667041b06512d08a2b2,1200.0,1536.0
il colpo,False,colpo,blow/hit/shot,noun,the blow,"actions,events",,,masculine,singular,,,False,False,False,definite,il,il,,,Il colpo è stato forte.,The blow was strong.,3961a793da5cdd20a4d211df9418cad5e5a5b304c1a57da3f12f6135058e4610,7c53150b154b67f05cd3492f1279324c374294be24df9861a7f3d1a13eced241,1200.0,1560.0
colpi,False,colpo,blow/hit/shot,noun,blows,"actions,events",,,masculine,plural,,,False,False,False,,,,,regular plural,Si sono uditi colpi.,Shots were heard.,e58d13e5e20784fe8bb3a45fd1396f0d0cbbc00b639667f5d903636d495f62e4,2cd99de4c05503fe82a535cf397dfebc532e190548e73d3db627f98f18ea144e,1176.0,1320.0
i colpi,False,colpo,blow/hit/shot,noun,the blows,"actions,events",,,masculine,plural,,,False,False,False,definite,i,i,,,I colpi erano vicini.,The shots were close.,93595a190c874ea725daf89226c42d8f2f23e98ef7f81c80a8081b4a9f091f29,1fb10375e706b77893c1cd28702e5ae2cc8320d017a63eb2ef72f4c8158c03f7,1320.0,1440.0
dei colpi,False,colpo,blow/hit/shot,noun,some blows,"actions,events",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho sentito dei colpi lontani.,I heard some distant shots.,17dae1dbf103f3587151a7d6cb9b2dc8a57244f85a4ac2b39f31484c7896b2d3,3416c2c8ce3008770753d9e3b64aaac7a0f38cc166e86ea55c6046d8742de51a,1440.0,1584.0
del colpo,False,colpo,blow/hit/shot,noun,of the blow,"actions,events",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il rumore del colpo mi ha svegliato.,The sound of the blow woke me up.,8317eea71819933e60161bcdf4dff40ec6a68bcd66606c960f2f796d0f1c545d,7958d269045e4118c1bb34048a8d6d074919ee3ef5dcacc7995f71925387f4ea,1296.0,1608.0
al colpo,False,colpo,blow/hit/shot,noun,to the blow,"actions,events",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Reagì al colpo.,He reacted to the blow.,bdc55b463a1246af83205f476d8d248790899a462bcfaddace773964f1b2259a,95a17ad97ce338aaf2f38d996a066f9e71ed7438ce42becbad3fcfdbe81aa325,1272.0,1536.0
ai colpi,False,colpo,blow/hit/shot,noun,to the blows,"actions,events",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Si abituò ai colpi.,He got used to the blows.,08ab0491219182c4447b06ee3936878e69d4f21022321fc5f156aa7e4df41db0,f9a0dd5a66725c49fa5e5e0b753c1cb8f30976bebad5b347b93f75e33c1597aa,1392.0,1512.0
dal colpo,False,colpo,blow/hit/shot,noun,from the blow,"actions,events",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,È svenuto dal colpo.,He fainted from the blow.,d5c2ddfdf13b40ee39e915b6bb2c077f6d42c12f35eb04322d16bb9e495a5d0b,f241e2e9a007889b97f97c73b615afe361b3c778588b620927252f181b4866db,1368.0,1632.0
dai colpi,False,colpo,blow/hit/shot,noun,from the blows,"actions,events",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Proteggiti dai colpi.,Protect yourself from the blows.,da0d9545fbe26af7a19c495998d9ae2bfdce09f1066d59654b754b68d49c5b09,ec4612f50c4b59c711b015e2e09c55d113ff8e6e1917ae8a3f87d1a542871495,1488.0,1608.0
nel colpo,False,colpo,blow/hit/shot,noun,in the blow,"actions,events",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Si è ferito nel colpo finale.,He got injured in the final blow.,abb1869de3ad93df0a7a165a285ccbb45f783cea0f4457fdf72c79bec37b171f,6fc8373d163bed41340c1b826a8ac77c089522df94e90544bc3cc678f41ad9c2,1272.0,1632.0
nei colpi,False,colpo,blow/hit/shot,noun,in the blows,"actions,events",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Mancava di precisione nei colpi.,He lacked precision in the shots.,ea8ec23e482bbaa7ec0143aadec690e42ca5d1fe526d4925c1d60f46e93554b1,f36c062c02c2d5987bc3ab772d25b679ee34e4e6a877c41cf80f524fb97d2acc,1416.0,1584.0
sul colpo,False,colpo,blow/hit/shot,noun,on the blow,"actions,events",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il; also idiomatic on the spot,L'ha capito sul colpo.,He understood it on the spot.,8d78952bdd4d925bf7a5570d78ca45ad6a454d3e4dddd8568fb0fe82cf8a4eff,781e4ef4c2a3271a504171f06f1713e6bfbb512c05eb995c4caea883ad59da57,1296.0,1704.0
sui colpi,False,colpo,blow/hit/shot,noun,on the blows,"actions,events",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Lavora sui colpi di servizio.,He works on the service shots.,9ef896eb1071aaffb43ee9cff6011b258399665dc173561d22df20b6d58892bf,08a3fe77cbc3b2dc0301291d700868376ddd384b2ddd8c805b39e73f8714c37a,1416.0,1728.0
col colpo,False,colpo,blow/hit/shot,noun,with the blow,"actions,events",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Ha chiuso la partita col colpo decisivo.,He finished the match with the decisive shot.,dddfda2757bc68dfc9e1a27f38fd96a1a9027e1dbe503404c5e6c7716b6c3e10,24685a58a171dc9bb05eb0b93bef8ebdd7be3e43b77ddcc024d75906d21429ee,1344.0,1632.0
coi colpi,False,colpo,blow/hit/shot,noun,with the blows,"actions,events",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Si allena coi colpi ogni giorno.,He trains with the shots every day.,794bfd9b4193f196ef3f1029e3d3ea77317419440ca166042dad6e6fb30bd945,de1c53712b1ad8de18e13ad0251b05601e520b34b152a13656c25ac9cdb3faea,1464.0,1608.0
