term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
dio,True,dio,god,noun,god,"belief,religion",,,masculine,singular,,,False,False,False,,,,,irregular plural 'dei' (often written 'dèi'); also 'numi' in elevated style,Parlo di dio.,I talk about god.,9c885912b25227874c334215d003d7cf9ab574526145e633fb1b3a06608ae396,34bd1d099d050130f36857ab097f772ece2ff4d8592a56c332deeb5fcd086ee0,1056.0,1200.0
un dio,False,dio,god,noun,a god,"belief,religion",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Hanno inventato un dio.,They invented a god.,051643187c796237795faaf298c9a5d39074b65473b2c86d8b7d7e85c7012565,5e34e1896635552090cdc6145634c8d8232cfc83310f24ebb2e4362c4a3bc98e,1176.0,1344.0
il dio,False,dio,god,noun,the god,"belief,religion",,,masculine,singular,,,False,False,False,definite,il,il,,,Il dio del mare è potente.,The god of the sea is powerful.,21efe7369de36a6cc24808fe936fa5dbc35fd3350a91bae456caae2c758820ac,743fb53f8393910a5f69766842e42ae66fbff0b097d5a3ea235586fdfa4fe328,1200.0,1344.0
dei,False,dio,god,noun,gods,"belief,religion",,,masculine,plural,,,False,False,False,,,,,irregular plural; often written 'dèi',Dei antichi abitavano il cielo.,Ancient gods dwelled in the sky.,7a5b390df478ba0920ce93d92c0b1df7737d697eb621d337db130a2369cdfd5c,f13aa0f1c30ae103d3a95a61c957527cbe9666c318ff1391a44d67df227978c8,1176.0,1128.0
i dei,False,dio,god,noun,the gods,"religion,culture",,,masculine,plural,,,False,False,False,definite,i,i,,,I dei parlano tra loro.,The gods speak among themselves.,d980bf2b23a9ef7285967c9f9b5466e434fb21d307908abb576550d5adb5ee45,3800f6a403119efdcd9e726652f2d4b83883c8d8fb4847f7a30a829b37d0f095,1320.0,1224.0
gli dei,False,dio,god,noun,the gods,"belief,religion",,,masculine,plural,,,False,False,False,definite,gli,gli,,"definite plural uses 'gli'; irregular plural, often written 'gli dèi'",Gli dei litigano tra loro.,The gods argue among themselves.,aa308a75637f5cd54e8abeedf78a9230f786ab411cc222fdb4afcd032b2f9b65,3800f6a403119efdcd9e726652f2d4b83883c8d8fb4847f7a30a829b37d0f095,1320.0,1416.0
dei dei,False,dio,god,noun,some gods,"belief,religion",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form; irregular plural; often written 'dèi',Ho sognato dei dei.,I dreamed of some gods.,53555b2e8363d075bd65036dd7f940c4780470be51eb40460d2e74496b203d8f,ed45ac90db2a4c826f885f01cba492cc63d93000578963af665f0bd5ce9b91a8,1464.0,1368.0
del dio,False,dio,god,noun,of the god,"belief,religion",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La statua del dio è rotta.,The statue of the god is broken.,d0e09befb6ae106c495e962440df6be058b2097c6947886f34783e196943731e,55135d9a2e5e9dd066056abea1b7e8711a6fc2b80d9f1c0c9f0829b431a54dc2,1296.0,1416.0
al dio,False,dio,god,noun,to the god,"belief,religion",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Offrono vino al dio.,They offer wine to the god.,253de6e9abe3a9e1622d681e639f9a9dca2cfe178338059aed066b0a68703dac,e886dfd48869fee2f374607f975c6f86f8d40a43fb3c10313909e43d57dda915,1320.0,1344.0
dal dio,False,dio,god,noun,from the god,"belief,religion",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ricevono doni dal dio.,They receive gifts from the god.,200e0ad30b125fcb20cbb7cc46554af61291ed012a663edb2a1ebb6bcb6a6f29,67e116dcee2a9cf043ed17fa9701a3dfe2d9076640befb0190052f8ac86b1129,1368.0,1440.0
nel dio,False,dio,god,noun,in the god,"belief,religion",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Credono nel dio del sole.,They believe in the sun god.,c2d36062a9378343acdc5fcd91be91ed29f4d122e5135a72a0890dd8c9913368,84f329db26973ab8e1fc9e9d4dfc61538ccb91a121c47a7b47d9a00b55bf6c7e,1296.0,1440.0
sul dio,False,dio,god,noun,about the god,"belief,religion",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho letto un libro sul dio Anubi.,I read a book about the god Anubis.,cc7681c86093dc44234aea55f4d467f6a37820f759e6da34974673ef8ed945ef,33046b14d794ca8e8f1098dde5971c831bf38a79fd8a32b09fbefe5dc9052c64,1464.0,1488.0
