term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
cameriera,True,cameriera,waitress,noun,waitress,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco cameriera esperta.,I am looking for an experienced waitress.,711377176a089cee5ccbcf85190a706bf08512a1a7f0077f9df0c152b500fcac,597bb0e05f94101c2702939466706f82071e9576df27125bf419de4dd5fc36c7,1224.0,1536.0,kah-meh-RYEH-rah
una cameriera,False,cameriera,waitress,noun,a waitress,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Assumiamo una cameriera.,We are hiring a waitress.,d7cdacc21a1b78afde8cb1ade56ae0d344d116c4ce9f08b77ec82db661a9ef65,d63b283844bf5007670e63f739b894785e55952bf41189cf93afcded731b0900,1344.0,1824.0,OO-nah kah-meh-RYEH-rah
la cameriera,False,cameriera,waitress,noun,the waitress,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,definite,la,la,,,La cameriera arriva subito.,The waitress is coming right away.,5b2f209a9c5da0a33c0c7a5141bc342dea88071e5d749c6f98741c448b5b9588,b767fdb83ef0947a14107e98b5929102f24a9d47e2df7dee0b92b06536875fe2,1368.0,1752.0,LAH kah-meh-RYEH-rah
cameriere,False,cameriera,waitress,noun,waitresses,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,,,,,"plural form; homograph of masculine singular ""cameriere""",Cameriere esperte lavorano qui.,Experienced waitresses work here.,418bcb35d48fcadf053d1a4dfc783c97c34d141a5243574baa9db8aeed6b37c0,7cd3fad52bb26284cbc4d31dd0d76eb4d90be5ae1223da52a234b6ccd0818778,1368.0,1536.0,kah-meh-RYEH-reh
le cameriere,False,cameriera,waitress,noun,the waitresses,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,definite,le,le,,,Le cameriere sono gentili.,The waitresses are kind.,88b3665bc1c45029a879aa7e8d44e70d771f09aa72a3999b5966fb1a6bd45c31,da4154f2326deb0b515623ec7afa520f959caff775b746d8278e435d7feb2257,1488.0,1728.0,LEH kah-meh-RYEH-reh
delle cameriere,False,cameriera,waitress,noun,some waitresses,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Cerchiamo delle cameriere stagionali.,We are looking for some seasonal waitresses.,be9a339aa5b47fba6e7c4944e90c4f4ebf9229e7e30b03357ae3a013319c16ce,103e266b2429a11958732c9c5a6ff99679de970aea5f01ac9103a0633eef3889,1656.0,1920.0,DEH-lleh kah-meh-RYEH-reh
della cameriera,False,cameriera,waitress,noun,of the waitress,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Conosco il nome della cameriera.,I know the waitress's name.,8ef2f78a3e9b336a78ff463d23144fe2cdd9eed08495303dfc7a8461be8e1a2c,94a1d22f7d1977354c436e03ca457658a0c6813a551be7159e73d16182eae690,1464.0,1920.0,DEH-llah kah-meh-RYEH-rah
delle cameriere,False,cameriera,waitress,noun,of the waitresses,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,articulated_preposition,le,delle,di,contraction of di + le; identical in form to partitive plural,Il turno delle cameriere finisce alle dieci.,The waitresses' shift ends at ten.,be9a339aa5b47fba6e7c4944e90c4f4ebf9229e7e30b03357ae3a013319c16ce,5176e33543b737c37353bc96b498cda59b05daf541e9b941a914d03d869d9b6c,1608.0,1920.0,DEH-lleh kah-meh-RYEH-reh
alla cameriera,False,cameriera,waitress,noun,to the waitress,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Ho dato il conto alla cameriera.,I gave the bill to the waitress.,c939e46ffbafa0879ea8bee616d78b36cb17e99e15f7a121d7c3e2f38ad4d6a1,c5418b931a36cd5b2f4be9c813a31d2169100575d4e7bc078f99619d28ff09bd,1488.0,1824.0,AH-llah kah-meh-RYEH-rah
alle cameriere,False,cameriera,waitress,noun,to the waitresses,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Ho parlato alle cameriere.,I spoke to the waitresses.,fa5c72987e327eb6f5427780cac4ffbfb6992aadc6edd3eb88ef242bbb64a5ef,0f490596347e57e998cb4a47dd1db90d9e7d73d74a886dff46540a95740cf4a9,1608.0,1824.0,AH-lleh kah-meh-RYEH-reh
dalla cameriera,False,cameriera,waitress,noun,from the waitress,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Abbiamo ricevuto i menù dalla cameriera.,We received the menus from the waitress.,abbbc1b6143f644c5370a0259a270a9f003c543d4dfe31167c41a7f7c0be6fd0,d8869fc2ceb061a33d1bab8173858f3947ffd7a15bd243e0bdc7a4f9c6298d0a,1560.0,1920.0,DAH-llah kah-meh-RYEH-rah
dalle cameriere,False,cameriera,waitress,noun,from the waitresses,"Dining & Service,Professions & Occupations,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,I clienti hanno ricevuto l'acqua dalle cameriere.,The customers received water from the waitresses.,14a6b3be86696ac1b3c08a4ad508078d9c556cb159c282cbfd031bc532e1304c,90b9a40eba88310db4b41260e807575c64b1e68325028ee0ae3d9883f67fc0ba,1680.0,1920.0,DAH-lleh kah-meh-RYEH-reh
