term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
arrivederci,True,arrivederci,goodbye,noun,goodbye,"core,greetings",,,masculine,singular,,,False,False,False,,,,,also used as a farewell interjection,Dico arrivederci e me ne vado.,I say goodbye and leave.,0df4afa808b1fc202c1739884d8b4681e89153018bdbb7dcdb83134603640a44,1200.0,197aa0465cab185564722bf1acc205d2e46745c35c7184569793a7a5933e2931,1776.0,ah-rree-veh-DEHR-ch
un arrivederci,False,arrivederci,goodbye,noun,a goodbye,"core,greetings",,,masculine,singular,,,False,False,False,indefinite,un,un,,,È stato un arrivederci breve.,It was a brief goodbye.,96d45cb5fda4d69b64625faf1f8025310e2d8c130285847af2dbf5446859438e,1296.0,d7511512a63a12d876b34ea5c1b37801c8e7ea492ff30611f5f5e09c4e4505c4,1944.0,OON ah-rree-veh-DEHR-ch
l'arrivederci,False,arrivederci,goodbye,noun,the goodbye,"core,greetings",,,masculine,singular,,,False,False,False,definite,l',l',,uses l' before vowels,Ricordo l'arrivederci di ieri.,I remember yesterday's goodbye.,53c597d6162c7153a0e6abb7503f1dce9f96a258f83795c0ae0aa6f0171d4667,1320.0,43680f0ffe697da9ad5d3aaa1334984b5ca1aea544a33619cb69a9ec83421594,1824.0,lah-rree-veh-DEHR-ch
arrivederci,False,arrivederci,goodbye,noun,goodbyes,"core,greetings",,,masculine,plural,,,False,False,False,,,,,invariable noun; plural identical to singular,Arrivederci difficili fanno male.,Difficult goodbyes hurt.,5bac70b8f739ef9d2a6ba23d36694747890c42baafbcee072c450647996318ee,1368.0,197aa0465cab185564722bf1acc205d2e46745c35c7184569793a7a5933e2931,1776.0,ah-rree-veh-DEHR-ch
gli arrivederci,False,arrivederci,goodbye,noun,the goodbyes,"core,greetings",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli arrivederci sono duri.,The goodbyes are tough.,3b4c0a559e7994a9f805e92b9534814fe595e8b61c50bb305307f3737e382e5e,1488.0,0d5f34b36856741ac3f59ff264b47ee20e186cf27ac8c4e75b36ee131c250e66,2064.0,LY ah-rree-veh-DEHR-ch
degli arrivederci,False,arrivederci,goodbye,noun,some goodbyes,"core,greetings",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Ho vissuto degli arrivederci dolorosi.,I have experienced some painful goodbyes.,d6db20b644dec87fdb6e7e3451eec5871e2289900d647d8a9adf79367a3e1d27,1584.0,aa5217713d776f0db664ab8b4eb0322f5c61677e00e937a980dbc4ee1dac6c45,2088.0,DEH-ly ah-rree-veh-DEHR-ch
dell'arrivederci,False,arrivederci,goodbye,noun,of the goodbye,"core,greetings",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Parliamo dell'arrivederci.,We talk about the goodbye.,d1b44c48ea2d97f720857463262d4aa8651d6d11764d41fd2a1f77efaec1960f,1440.0,7a30933522d5595c911c6897649768ac8d9ac0fb850992d463d6467c79b4156f,1992.0,deh-llah-rree-veh-DEHR-ch
all'arrivederci,False,arrivederci,goodbye,noun,to the goodbye,"core,greetings",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Brindiamo all'arrivederci.,We make a toast to the goodbye.,0b4d15e4f9212898c38c11629d989bbf6f2bb16ab3f3c1b4cfc0f3d511cb9c6e,1416.0,ce069772f7a305bd0a225bd0128abfafbc5c4036a5a3348282c0a5bb536e2b29,1968.0,ah-llah-rree-veh-DEHR-ch
dall'arrivederci,False,arrivederci,goodbye,noun,from the goodbye,"core,greetings",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Sono passati mesi dall'arrivederci.,Months have passed since the goodbye.,527af9e01fcbb367008124f75df99a232ba9cc9cbe5910aaa489a35db5a0e09e,1512.0,22da7dfa735c02e2775c440564f29f2bcf1f3dad4c5578fcb4e11b2ed6b8dcd3,2040.0,dah-llah-rree-veh-DEHR-ch
nell'arrivederci,False,arrivederci,goodbye,noun,in the goodbye,"core,greetings",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',C'è speranza nell'arrivederci.,There is hope in the goodbye.,ff32f5341cd7fc2716369264c2700541f4d6cd20031b01615cdd87a5f5ecddc1,1440.0,90125d4e07801e1a1bf2fb4e2608a25d5b7416057e0338f055f3cc04bcb8d380,2040.0,neh-llah-rree-veh-DEHR-ch
sull'arrivederci,False,arrivederci,goodbye,noun,on the goodbye,"core,greetings",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Scrivo un capitolo sull'arrivederci.,I write a chapter on the goodbye.,0850ae101bc39a46bdc0fec6fa973ab36e7fa53c0c837271b91c6d43ba228d9e,1440.0,835b28da73f18b108782fabbc0b9a950b7df4b05f8c7663896b2d48370905886,2088.0,soo-llah-rree-veh-DEHR-ch
coll'arrivederci,False,arrivederci,goodbye,noun,with the goodbye,"core,greetings",,,masculine,singular,,,False,False,False,articulated_preposition,l',coll',con,contraction of con + l',Chiudo tutto coll'arrivederci.,I wrap everything up with the goodbye.,76c64f313b5e6610f8c0a268f03275d3cd0d3602a067361561ff7ffe298fed55,1488.0,e9c22e634d128df249194ccdab8280720f67bb6f0e5d00e814c536e764086514,2016.0,koh-llah-rree-veh-DEHR-ch
degli arrivederci,False,arrivederci,goodbye,noun,of the goodbyes,"core,greetings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,degli,di,contraction of di + gli,Parliamo degli arrivederci finali.,We talk about the final goodbyes.,c65b87216b8e3ca2739521713cc420b0e94c3e025ca1432e93fa0f5c37b0ec4e,1584.0,aa5217713d776f0db664ab8b4eb0322f5c61677e00e937a980dbc4ee1dac6c45,2088.0,DEH-ly ah-rree-veh-DEHR-ch
agli arrivederci,False,arrivederci,goodbye,noun,to the goodbyes,"core,greetings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Brindiamo agli arrivederci futuri.,We toast to future goodbyes.,89f46aab5b95a87538a2262bf065bc1ebf1872aa8b26c4d99f0ed11975382497,1584.0,8dfef504460ba9e384b697db16783398e25e94dde0db39b3824858b7e585b7cf,2040.0,AH-ly ah-rree-veh-DEHR-ch
dagli arrivederci,False,arrivederci,goodbye,noun,from the goodbyes,"core,greetings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Non mi riprendo dagli arrivederci.,I do not recover from the goodbyes.,fe26ef238455fbf07e9fb2cf51b9de64f95801dac7da1e1eccfb2c6ba55475cd,1656.0,185befd781bb7e7af1e5c9b8f68e0bdedd90bba943ea39248000c6c2710fedcc,2136.0,DAH-ly ah-rree-veh-DEHR-ch
negli arrivederci,False,arrivederci,goodbye,noun,in the goodbyes,"core,greetings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,C'è verità negli arrivederci.,There is truth in goodbyes.,20577710f988e8efea3ba0dace91144708bdaf8a690d369fb188ee707e4b5008,1608.0,845da41649f5323e691151d6146638e8e4e26aa6f5a8103a60d64a6a39a13cff,2112.0,NEH-ly ah-rree-veh-DEHR-ch
sugli arrivederci,False,arrivederci,goodbye,noun,on the goodbyes,"core,greetings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Ho scritto pagine sugli arrivederci.,I have written pages on goodbyes.,c3bb503e3f9f9ce0a131ac7fc06c4ae5412160c9156c096dcb5fd2ee9a6510e5,1584.0,7da2232f683e9bf742cc78ae9b3e91d124ea28a801511b2323b7c39daaf4dbd5,2208.0,SOO-ly ah-rree-veh-DEHR-ch
cogli arrivederci,False,arrivederci,goodbye,noun,with the goodbyes,"core,greetings",,,masculine,plural,,,False,False,False,articulated_preposition,gli,cogli,con,"contraction of con + gli (less common; also ""con gli"")",Chiudiamo il discorso cogli arrivederci.,We close the discussion with the goodbyes.,67f3781f3fba5aa6b49a07b39093feab9631ea44d6a77a4dd4505d1fbb470075,1656.0,8d739147736098adaa4e510a0a27462b97233c1e72e42a52e7c6f90ce77b10df,2232.0,KOH-ly ah-rree-veh-DEHR-ch
