term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
sedia,True,sedia,chair,noun,chair,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco sedia pieghevole.,I am looking for a folding chair.,b155354d3fa9e520817458752ed4792bc28cd7b5e33ee39fd321096db798a2cf,f15b9917caa7d4b1608b9f2a102cad1e2fd11b97a88a696eb5d04ce75a150ea9,1008.0,1416.0,SEH-dyah
una sedia,False,sedia,chair,noun,a chair,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,indefinite,una,una,,,Porto una sedia.,I bring a chair.,174a487ab0395736cb2218b2e6626a75f1c85b3423854ee45fb07cb879d10057,0cfabb64b1660c1be392ec2666da682147084e5d4517d0bbec1a620dc15448ba,1152.0,1584.0,OO-nah SEH-dyah
la sedia,False,sedia,chair,noun,the chair,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,definite,la,la,,,La sedia è rotta.,The chair is broken.,6d78aea01e7261f8efea0b6e333e3a1ca4d58f2a095f5a9768e2cacb9484dd7e,07e58bc9444fd0e41515fe954350d0e3f31e6423de04bf9a4fe017aee85409e7,1176.0,1512.0,LAH SEH-dyah
sedie,False,sedia,chair,noun,chairs,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,,,,,plural form,Compriamo sedie nuove.,We are buying new chairs.,dd445c4650a8cf697cf865713497c69cd947de4e93984a5901a80af4cbf23116,2b33da457a794d199166bf243c8e84e1ad652c4d945e6b5a87de96dd08a4ad7d,1152.0,1416.0,SEH-dyeh
le sedie,False,sedia,chair,noun,the chairs,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,definite,le,le,,,Le sedie sono comode.,The chairs are comfortable.,a41391c66d49dd07087fe3293ef22726e7eef90008bfdc2ef0cf73b5e3940f0e,206994b2a733124d7f2eab981b818d5bc0adf3f4dd649f8e6c728111ad719685,1320.0,1488.0,LEH SEH-dyeh
delle sedie,False,sedia,chair,noun,some chairs,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Compriamo delle sedie.,We are buying some chairs.,5856595ef846d61b11c849fe1a6ba037e2a4d26c3f49cd7d0b425d5acae29ca5,acd2b265dab10ca1a0fb93bfebda90bf643ed9d143b6b57e27b084cde90dbe8b,1440.0,1680.0,DEH-lleh SEH-dyeh
della sedia,False,sedia,chair,noun,of the chair,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il colore della sedia è bello.,The color of the chair is nice.,e86923b661116fb8f97ac15fd10f4300f6e1612edfb0860ebe66cb507471fd70,d2b0854e62dd469c96b036ec706a9b185844c35d83203267778652ff1624887c,1296.0,1680.0,DEH-llah SEH-dyah
alla sedia,False,sedia,chair,noun,to the chair,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Mi avvicino alla sedia.,I move closer to the chair.,b97f33dfdc5bc93216a8db245ca52c1633bdf0aa6d288af4879fbd1d41aa1bf6,77dceaca42444d63a18c338964229d5f375eb1ea865b8273ee0733e2fd1f6f44,1296.0,1608.0,AH-llah SEH-dyah
alle sedie,False,sedia,chair,noun,to the chairs,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Abbino i cuscini alle sedie.,I match the cushions to the chairs.,cc4d70d5ffad8edd58496e46d8488c4d1ea61c4fc702d90b8797aae9e9b07755,f5a2d35e00ee260e04ead06957d704f8560ac30fe4d2a91bfb40f84c7b21ebc8,1416.0,1584.0,AH-lleh SEH-dyeh
dalla sedia,False,sedia,chair,noun,from the chair,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Mi alzo dalla sedia.,I get up from the chair.,9eae53fce0d5bb5c675aceb1c95a8465f48765e328b52f737ba44a00fc6c9e2e,3ded7d6400c1efcce85e09386f514520a44f292ff1b23fadc8b52b04fd92cbfc,1368.0,1680.0,DAH-llah SEH-dyah
dalle sedie,False,sedia,chair,noun,from the chairs,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Togli la polvere dalle sedie.,Remove the dust from the chairs.,e6b663531f4099abca9d6ce8b29dc6856dcf08d1a75a602c14671cc9d1042c5f,a1b4da937df342b5fc1ab75f7146e810b1e70fe708f0c799661a79e4048d0eb5,1512.0,1680.0,DAH-lleh SEH-dyeh
nella sedia,False,sedia,chair,noun,in the chair,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Mi sprofondo nella sedia.,I sink into the chair.,c749d7d4b8b09e9ebf84d421f60e09e97837de2f13a5f02f26f5e18ea54a2c44,efe1c12a630f0562f47ad34e17cfa033b9375c4e2a892c5cf89cc23e263996d2,1296.0,1680.0,NEH-llah SEH-dyah
nelle sedie,False,sedia,chair,noun,in the chairs,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Le viti nelle sedie sono allentate.,The screws in the chairs are loose.,aef368bff70deb09912b610b1626a88b688c1b00993a3ec9cbe891cd4b2e10b4,b1ccdf2a04c88389ed5e6693a2e75974885f6ce5037d545576c989fc13f401f9,1416.0,1704.0,NEH-lleh SEH-dyeh
sulla sedia,False,sedia,chair,noun,on the chair,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Poso la borsa sulla sedia.,I put the bag on the chair.,d1f88aaec3b58e7cd5908d4b0e340e412fe25b5b875b39d0b9f8d622fc02e1b6,727d165e5acbe9b3e2b7f233d02c82d0deb8c3c5dd766c4a5af43718e6028bef,1320.0,1752.0,SOO-llah SEH-dyah
sulle sedie,False,sedia,chair,noun,on the chairs,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Ci sono cuscini sulle sedie.,There are cushions on the chairs.,929ac4999eaddb1a0cc51f94c12e35e6fabfd24c4939028d82962b178d7aa792,9a25d33f8242419ee92d18d78b87abbaf001bff60cfeab91380791b60487eca8,1440.0,1752.0,SOO-lleh SEH-dyeh
con la sedia,False,sedia,chair,noun,with the chair,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction with la/le,Blocca la porta con la sedia.,He blocks the door with the chair.,21b7860a383f96a926f30e76bb7f94253f2c3a7651a3d382e5b666a797f5e9fd,07ec5224bff51d30bb662e5c62a0e2dd9686b2e8147e94eeeec1892a67f89d84,1344.0,1704.0,KOHN LAH SEH-dyah
con le sedie,False,sedia,chair,noun,with the chairs,"Dining & Service,Objects & Things,Household & Furniture",,,feminine,plural,,,False,False,False,articulated_preposition,le,con le,con,no contraction with la/le,Arrediamo il balcone con le sedie.,We furnish the balcony with the chairs.,c8dcd681f34e6a48a958916412451513f03506197c09acf6fe5db60739ecf79c,b2ffeac4e7c4551a3184582bcd9669513431654b33e1261b0755c998285beaf8,1488.0,1680.0,KOHN LEH SEH-dyeh
