term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
ieri,True,ieri,yesterday,noun,yesterday,"time,core",,,masculine,singular,,,False,False,False,,,,,literary noun meaning 'the past' often used with the article l',Parlo di ieri.,I speak about yesterday.,72de4857dcc357e8470d9231762502f99fafd3d83d54b6372b86ec9eb48ed375,1248.0,2ad9c3a8ff0ab4b8ab649b2856a094afbc7bb84a63ee6974cec6846f579b66a1,1224.0,YEH-ree
un ieri,False,ieri,yesterday,noun,a yesterday,"time,core",indefinite,,masculine,singular,,,False,False,False,indefinite,un,un,,literary and uncommon usage,Racconta di un ieri lontano.,He tells of a distant yesterday.,3117234279c9958fdfd7cae42d2ecb7167ba4c4d9d042b73ef2b1ec8449f7229,1440.0,10cb990f3fa9dcf284e56473d6c934fa99def71b3aabd3e3de8db9d0fb4d4301,1392.0,OON YEH-ree
l'ieri,False,ieri,yesterday,noun,the past,"time,core",definite,,masculine,singular,,,False,False,False,definite,l',l',,definite article with elision,Non dimentico l'ieri.,I do not forget the past.,75b0656685069f21efb40a373ed7b86837422367d7d49d21ed682f02d62726f1,1272.0,3a6d2f09e52d3d7c4e1a98ff5fb3e9c19482a9e886226fc1879c5454a3fd4c4b,1272.0,LYEH-ree
ieri,False,ieri,yesterday,noun,yesterdays,"time,core",,,masculine,plural,,,False,False,False,,,,,invariable plural form; rare usage,Ricordo molti ieri.,I remember many yesterdays.,5e0624cb1d13fee72c1bb5a2362eb0db8bf31e2352e9f293fda2706395d4b208,1392.0,2ad9c3a8ff0ab4b8ab649b2856a094afbc7bb84a63ee6974cec6846f579b66a1,1224.0,YEH-ree
gli ieri,False,ieri,yesterday,noun,the yesterdays,"time,core",definite,,masculine,plural,,,False,False,False,definite,gli,gli,,definite plural before vowel; rare,Gli ieri non tornano.,The yesterdays do not return.,744266dcb3ade1f08d50e2b25b531d103cb60101cc1f3af73100dd7d7223e980,1536.0,66e10e62cca9066337c6ff27e0662777579392df1866e527ddaafa5417511365,1536.0,LY YEH-ree
dei ieri,False,ieri,yesterday,noun,some yesterdays,"time,core",indefinite,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural; uncommon,Racconto dei ieri nella mia poesia.,I tell of some yesterdays in my poem.,a0f73e98fb3a14e7f401365c2d3dce046c24eaeb596657d1741ea3d22574d3a3,1656.0,a1bba94768fd50a2b60f9129a1f9dc2c8958a20bf1da12865d16024ce593a226,1464.0,DAY YEH-ree
dell'ieri,False,ieri,yesterday,noun,of the past,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il ricordo dell'ieri è forte.,The memory of the past is strong.,21b890adb76c85bb82d2db1ce67c8094dd520b63136351508137a2fdd0397b68,1416.0,fe18f039f99ad5d72dea539d26e278ca3703b67c0c191bba3cbabe9247628e2f,1440.0,deh-LLYEH-ree
all'ieri,False,ieri,yesterday,noun,to the past,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Si aggrappa all'ieri.,He clings to yesterday.,c90c76637e846ae68ce7990e687b9163e09d05d0a7ad4bca6a23565686de3b1e,1416.0,77c17cbc008b742ee4d304ff910b42794284d77487053c2849faa8beef4863cb,1368.0,ah-LLYEH-ree
dall'ieri,False,ieri,yesterday,noun,from the past,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Vengo dall'ieri.,I come from yesterday.,b8c672923f3535c704aec9ade5085cc81849fa4532d7f7b60fbd62dbbaa18bd1,1488.0,8b340e785fb5e0d77562abb74ce4c38556dbaa2a5fd1b926749f90937cd8d012,1464.0,dah-LLYEH-ree
nell'ieri,False,ieri,yesterday,noun,in the past,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,l',nell',in,contraction of in + l',Non vivo nell'ieri.,I do not live in the past.,be4f3299543fe446d990247390e7baac8f2be64b49cd59943f1644b5b91bd14d,1416.0,28f32f3ec6d52491c241637cff483fa7f3de8b25c2f678a7a31c7ea2c7ec3077,1464.0,neh-LLYEH-ree
sull'ieri,False,ieri,yesterday,noun,on the past,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,l',sull',su,contraction of su + l',Riflette sull'ieri.,He reflects on the past.,a500b208df8d192a389b1f7fe26ffe14ccc33b05fb50f7e09311045bef2a3424,1416.0,1ccd9dc1a09d47cb845cfa7db0c25d58dd584529863610f3b17a1b4de8fd9d34,1536.0,soo-LLYEH-ree
con l'ieri,False,ieri,yesterday,noun,with the past,"time,core",,,masculine,singular,,,False,False,False,articulated_preposition,l',con l',con,usually written without contraction; literary,Non puoi vivere con l'ieri.,You cannot live with yesterday.,dbf6c9e62a94441bbf79b46be3e21d93333faba3cb8063795ae0c9460d949354,1464.0,85ba52c3d0af7374bec6eaac2c789f5df6695215a96dff5bb6744152ad5ea94e,1488.0,KOHN LYEH-ree
