term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
spicciolo,True,spicciolo,small change,noun,small change,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,singular,,,False,False,False,,,,,base lemma,C'è uno spicciolo sul tavolo.,There is a small coin on the table.,08adab8dbb330063921fd3a7f233e3a998f14235800dedbf07b34f5a21d79046,1560.0,5a6aef57badbf1c5940e3df4777ae9ef95c16902b2d24dc42c6bef895eaa624f,1560.0,speek-CHOH-loh
uno spicciolo,False,spicciolo,small change,noun,a small coin,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,singular,,,False,False,False,indefinite,uno,uno,,use 'uno' before s+consonant,Ho trovato uno spicciolo.,I found a small coin.,ab132c2194beacd33089f63656b4acaaa64a703d5d370b426ab4131606d6a594,1608.0,3ec4d04a886d0024a241a35ce787dd88403c6fc1ddc92edf8c85bc1fbee6efaf,1800.0,OO-noh speek-CHOH-loh
lo spicciolo,False,spicciolo,small change,noun,the small coin,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,singular,,,False,False,False,definite,lo,lo,,use 'lo' before s+consonant,Lo spicciolo è sul tavolo.,The small coin is on the table.,2264b50fece57705e3c4e476d9421eca2df96ecdb2551cc571340cf18fa6294d,1632.0,6b74da1cad4f8e58958d7d453ae37f1978c03e8253efe4de404001f04597962b,1680.0,LOH speek-CHOH-loh
spiccioli,False,spicciolo,small change,noun,small change,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,plural,,,False,False,False,,,,,plural form; commonly used to mean spare change,Non ho spiccioli.,I have no small change.,08adab8dbb330063921fd3a7f233e3a998f14235800dedbf07b34f5a21d79046,1560.0,67bd8ad4cd5c3455f8e0afa984aa629775a39974cb86ba7913ba5951a5f91b8f,1536.0,speek-CHOH-lee
gli spiccioli,False,spicciolo,small change,noun,the small change,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,plural,,,False,False,False,definite,gli,gli,,,Gli spiccioli sono nel cassetto.,The small change is in the drawer.,0ffe7869f7d5c00c4e9bf63c26b7ee6ef0ce02c86e23274804c2b8370f685a8c,1656.0,524537d52c0a022bf2d1d767da03003e0a2bf90bc058bd4a53fb94167384833c,1848.0,LY speek-CHOH-lee
degli spiccioli,False,spicciolo,small change,noun,some small change,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Voglio degli spiccioli per il parcheggio.,I want some small change for parking.,5387aaf4ba76d6e36af921542ffa85d30c6850b528d9195310023b8bc16c96d9,1848.0,0ea942073b933f6c83afd55061a691da06b1b55eeabce0a65d703ebd06da822b,1848.0,DEH-ly speek-CHOH-lee
dello spicciolo,False,spicciolo,small change,noun,of the small coin,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,lo,dello,di,contraction of di + lo,Il valore dello spicciolo è basso.,The value of the small coin is low.,efa04833b2c660e470af3126fe31b39b0cf56672b998e79ece2976458a1dca3e,1752.0,dcefbcd67d4de1722f015e07a6fafa14e7f72a305141580938f5e486662ea537,1872.0,DEH-lloh speek-CHOH-loh
allo spicciolo,False,spicciolo,small change,noun,to the small coin,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,lo,allo,a,contraction of a + lo,Pago allo spicciolo.,I pay with exact change.,9e66585841a13861b690c05bf91724596671ddd170ddb751161175545af3dd89,1728.0,be7f734a6ddf579b8a2bac5b60c714909b35ad8c41845ee8283bb050128e6858,1776.0,AH-lloh speek-CHOH-loh
dallo spicciolo,False,spicciolo,small change,noun,from the small coin,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,lo,dallo,da,contraction of da + lo,Prendo le monete dallo spicciolo.,I take the coins from the small change.,62d9d36be0210e2097874120025137566da59c5f7950199a31514fd8c91f8926,1824.0,4d973d522fc1eb58ffa4f32367bf569f5564c45f70206e1cbb0581006097ebac,1872.0,DAH-lloh speek-CHOH-loh
nello spicciolo,False,spicciolo,small change,noun,in the small coin,"Money & Finance,Objects & Things,Qualities & Descriptions,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,lo,nello,in,contraction of in + lo,Ho monete nello spicciolo.,I have coins in the small change.,82feff285861a766486840b85c891d4cf5e0af936d3afd2ab1cc64067eb69885,1728.0,14d32c9270151c60f67064a0eef73689a33f6dda4e47a3ed8cb422cd18fc238c,1872.0,NEH-lloh speek-CHOH-loh
