term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
supermercato,True,supermercato,supermarket,noun,supermarket,"shopping,places",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco supermercato aperto.,I'm looking for an open supermarket.,d83dba53dc200b9cda5c18661b82810d74e863cfd9913e3b4745ae6b66fa9879,1416.0,56277c0763e21533d946596bc24bb43d681cb4d781055ce636d086f361e5804e,1992.0,soo-pehr-mehr-KAH-toh
un supermercato,False,supermercato,supermarket,noun,a supermarket,"shopping,places",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Conosco un supermercato vicino.,I know a nearby supermarket.,e7b4627cf87b7f2133a083cd945868fb6ed6ea40ed9b88cee3073369d336ace1,1536.0,b72e23d2f97cb47a40da9fadb2f35d23b6b4a1b18ba9a8b0961b14f1096e83fe,2112.0,OON soo-pehr-mehr-KAH-toh
il supermercato,False,supermercato,supermarket,noun,the supermarket,"shopping,places",,,masculine,singular,,,False,False,False,definite,il,il,,,Il supermercato chiude alle otto.,The supermarket closes at eight.,37801870a54c54222f42921f87ff56b8b5457ae7852a4351783f519c7b458f52,1560.0,915d0aa90db8a7bd4b10580f5ecebefe596b9311c77d0382f5ad56e37b7fd9ca,2136.0,EEL soo-pehr-mehr-KAH-toh
supermercati,False,supermercato,supermarket,noun,supermarkets,"shopping,places",,,masculine,plural,,,False,False,False,,,,,plural form,Supermercati nuovi aprono spesso.,New supermarkets open often.,2121e38c314c63fb340207a607e18da40b18834e91aadf2bfba627ffa7cfb92a,1536.0,6c7d45c12e7b3413572ce0e20a3e210d89e43a2c76196c8a900a0ec697b7ae81,2016.0,soo-pehr-mehr-KAH-tee
i supermercati,False,supermercato,supermarket,noun,the supermarkets,"shopping,places",,,masculine,plural,,,False,False,False,definite,i,i,,,I supermercati sono affollati il sabato.,The supermarkets are crowded on Saturday.,0ab4ae046f2909bf2d35d56e88907a6cea5e5b2593ce0c25dff95077b10852fc,1680.0,62a40b7b776286b8cde4bbf9e5117e45e6e3ca570aaea8d3048fb321e8f28cee,2040.0,EE soo-pehr-mehr-KAH-tee
dei supermercati,False,supermercato,supermarket,noun,some supermarkets,"shopping,places",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Provo dei supermercati locali.,I try some local supermarkets.,e73319bc2367f22fd9e7130e6bd85f5648f54468f307a69cde73891899d39d72,1848.0,c36dbd56c2bd86a78b48944fe18ac9b4ee6ac27a5603fdefd31c4d9f33577631,2184.0,DAY soo-pehr-mehr-KAH-tee
del supermercato,False,supermercato,supermarket,noun,of the supermarket,"shopping,places",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,L'orario del supermercato è online.,The supermarket's hours are online.,970b3f95a31c28b90db3ed27c340dc9b1f518b88538f40e5edbfe3be6f9ad79d,1656.0,39026aa32cf0e8c77acebfec910ea57df1fb9a6b09ed43aaec6aa62b1bd047d2,2184.0,DEHL soo-pehr-mehr-KAH-toh
al supermercato,False,supermercato,supermarket,noun,to the supermarket,"shopping,places",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Vado al supermercato.,I am going to the supermarket.,09003beb149b966afecad84cbe69a6553702ee6efbb35e8f430629c540ef81c4,1680.0,7c8b7e1ca0775198544a310da24d53c40005d60ceb5a1f67ead7d6dd33e37d10,2088.0,AHL soo-pehr-mehr-KAH-toh
ai supermercati,False,supermercato,supermarket,noun,to the supermarkets,"shopping,places",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Vado ai supermercati del centro.,I go to the downtown supermarkets.,879212ed19f8479dc67b0edecd5edb3408f3ec1a56f40b3a7f67b95408524848,1800.0,b04060c8170f8fb5d42cba8913ad137a462b20db1fb5e54d630fd302d60a3334,2088.0,EYE soo-pehr-mehr-KAH-tee
dal supermercato,False,supermercato,supermarket,noun,from the supermarket,"shopping,places",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Esco dal supermercato.,I leave the supermarket.,554404d219e9e2454c97aaea0e28599a85ec27e8555f9d1404c532dae07e651a,1752.0,75f5fb4bf79702ee94e09d5b2a5e4fb91a5253925b4e2e9229c9ffca6289f649,2184.0,DAHL soo-pehr-mehr-KAH-toh
dai supermercati,False,supermercato,supermarket,noun,from the supermarkets,"shopping,places",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Arrivano dai supermercati vicini.,They come from the nearby supermarkets.,9292f545e5696a8b8cd4cac6588e359b8fa47b302802f0128c10ae01f2d71095,1872.0,970a5b425157d76b192d37feb959b05349a9eaf7b4e2362a0a0f4be55c160d85,2184.0,DEYE soo-pehr-mehr-KAH-tee
nel supermercato,False,supermercato,supermarket,noun,in the supermarket,"shopping,places",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Lavoro nel supermercato.,I work in the supermarket.,d82723f0c2bf29c3564c77aac4567ce8ec5d04d2b98bc8b926ddcdf51fada046,1680.0,907e6214656c7bc43dde84df99ce597fe56c6b7de5340f04b6e9216949b71dfe,2184.0,NEHL soo-pehr-mehr-KAH-toh
