term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
alba,True,alba,dawn,noun,dawn,"time,nature",,,feminine,singular,,,False,False,False,,,,,regular feminine noun,Cerco alba tranquilla.,I am looking for a peaceful dawn.,18e347126e532b7e1aa52dcfa03cb215c441289a4ada77d3b4ac41738dbf60d8,596c39827df19be7de2376c85ce56e11c77abf77ee1c959080672615f0970e14,1056.0,1200.0,AHL-bah
un'alba,False,alba,dawn,noun,a dawn,"time,nature",,,feminine,singular,,,False,False,False,indefinite,un',un',,,È un'alba fredda.,It is a cold dawn.,95105372d63f8bd664407f3c957c7d96a333532a26ee6a8009caf9887aee214f,1ffdc87de9872c81d272815be0433a17632a53b626f631ef944bf9de0ed5bc73,1200.0,1368.0,oo-NAHL-bah
l'alba,False,alba,dawn,noun,the dawn,"time,nature",,,feminine,singular,,,False,False,False,definite,l',l',,,L'alba arriva presto.,Dawn arrives early.,7ad4038214db5854020c04993e79129f441620bc5d2c534fe1f05505ac4d8291,8ed40ecb234983e42f20f53395bf815f5c834376196b4afe71f764d07df54739,1200.0,1320.0,LAHL-bah
albe,False,alba,dawn,noun,dawns,"time,nature",,,feminine,plural,,,False,False,False,,,,,,Albe fredde sono tipiche qui.,Cold dawns are typical here.,4f1459296ada745f81df9f2f1d9a258f71fb46b43d0224de283a122ac1fb711e,928a9726999a0fdfa99cc127bd07bc0e8c6e6997d1060d5cbcb4750098a2550a,1176.0,1176.0,AHL-beh
le albe,False,alba,dawn,noun,the dawns,"time,nature",,,feminine,plural,,,False,False,False,definite,le,le,,,Le albe qui sono spettacolari.,The dawns here are spectacular.,7d3d9492e4fc6ef9917b624c9773c5ec0333bf1476432e39df742303906f47be,c9e243f3c521cf339ceae4ea04d0c454484664d21d2e41ab975fde5660aea62f,1320.0,1392.0,LEH AHL-beh
delle albe,False,alba,dawn,noun,some dawns,"time,nature",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho visto delle albe incredibili.,I have seen some incredible dawns.,64e75ab9a4605540b0560cdadf03b4cd2f257d3045113871bf5b2ddda4168df9,58cb18a848807f35f03191955b8c496dbe9b75bc1203ff77b53e0c65f6a4b15a,1440.0,1560.0,DEH-lleh AHL-beh
dell'alba,False,alba,dawn,noun,of the dawn,"time,nature",,,feminine,singular,,,False,False,False,articulated_preposition,l',dell',di,contraction of di + l',Il cielo dell'alba è rosa.,The sky of the dawn is pink.,abde3e079db2935b2126549ad8299581dbeb2a895c95aa6cef6f3ef2c4b75be5,db4ec7fd6e962d451d82f9423023475c02ddc4f748cb67047f15c93857bdfbfe,1296.0,1488.0,deh-LLAHL-bah
all'alba,False,alba,dawn,noun,at dawn,"time,nature",,,feminine,singular,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Partiamo all'alba.,We leave at dawn.,d2dc7833121e1ea582f2587e659dd38814d545180cce1945e0737d861f8aee58,067891279503941790372d30b6ec2cb37759a167d6389937a7e12fdae98e9f3f,1200.0,1416.0,ah-LLAHL-bah
alle albe,False,alba,dawn,noun,to the dawns,"time,nature",,,feminine,plural,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Dedico queste foto alle albe.,I dedicate these photos to the dawns.,711319db9efc4012e037bba6f55f7b73d6e1fca9b794195e5aeaf3012538b5cd,58d3083ad1c95aed3abe3c1e8d7105155e6c4bb8a4cba7eea7da62223aa045d8,1416.0,1488.0,AH-lleh AHL-beh
dall'alba,False,alba,dawn,noun,from dawn,"time,nature",,,feminine,singular,,,False,False,False,articulated_preposition,l',dall',da,contraction of da + l',Lavoro dall'alba.,I work from dawn.,571e041532e121b99a6c92689a2cd794248378cd29bc1885154015e7f1a27830,882929923b377ca06d81efe7374519081e5c373b7090a35a32623c9f451f3720,1272.0,1512.0,dah-LLAHL-bah
