term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
sapere,True,sapere,knowledge,noun,knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,,,,,abstract noun; plural 'saperi',Cerco sapere pratico.,I am looking for practical knowledge.,5a8de819f025d2ff4e4eaf4bce9609e40c840ee353fad9441c08f47a6db6da63,cd47719a64b527fe1e7925a0e8a7a5a9e65a28a77dc4c5ac58a00a8566af122a
un sapere,False,sapere,knowledge,noun,a body of knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho un sapere tecnico.,I have a technical body of knowledge.,7a89b0e4fa8c11c6ad4ae03307cc58c620d931ce3f94c7d45b3b618a2db035ed,8bd04d78c2af743077190b4d78b814d2224420ff8350da85c0c3856e94d659cd
il sapere,False,sapere,knowledge,noun,the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,definite,il,il,,,Il sapere è potere.,Knowledge is power.,7e0ca4f299e26560c4b41ffdc6705c1c88528b1869632d0b0678cfa0826ee9ee,f78f15a7e67ceec71c6769fc77adc48d5b9ef984f58224da2f24d6b1e9b2f5cc
saperi,False,sapere,knowledge,noun,fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,,,,,plural form,Saperi diversi si incontrano qui.,Different fields of knowledge meet here.,342c65b5cfa9a08b1c1907cd4c6ebe97074102e0ff4bd1949f1ff45f8aa99e36,b7d01b7bf6965814bba447c739932ebe72e1c0d1f3fb3c1c5e127b5510fb079c
i saperi,False,sapere,knowledge,noun,the fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,definite,i,i,,,I saperi locali sono preziosi.,Local fields of knowledge are valuable.,fbfb4bae00297e8f9be55fe82cafba1b2fe3bdc707e38af9e7c5de3fec343150,2d7bcc043517069ba9a8e2e2be3cebfabe4fe0d9e95299a4f604c17d4dd25706
dei saperi,False,sapere,knowledge,noun,some fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Raccolgo dei saperi utili.,I collect some useful fields of knowledge.,95d09f42598aed9ba6db311209bef51ac5819c59334924a2d6642b64236f02b5,7cbe4c744a369acd74f96799daabb2c1f8e5fd8c4419d509a10d8115c0fcc6a8
del sapere,False,sapere,knowledge,noun,of the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Conosco le basi del sapere.,I know the foundations of knowledge.,4733f1bc376a8f5492d7b0c23f17849474b202ed9ecad601575743b8c88d6cc7,2c88f8a8e7b64b6df24c0882efcff841f640c1df120276b709b3d9e44b613b62
al sapere,False,sapere,knowledge,noun,to the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Accesso al sapere digitale.,Access to digital knowledge.,e09798271bd1f2f867c2bb21851b39c58530402cb41595c6a158d4c1a1e0327a,9be97adafc145b5610a7c460b381a41f9a7e270b3f06c708bc7fa14d56e6343f
ai saperi,False,sapere,knowledge,noun,to the fields of knowledge,"abstract,knowledge",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Diamo spazio ai saperi artigiani.,We give space to traditional fields of knowledge.,fdd586a8d9389db87016f811b90b5cb352c240ad0b861c26f77fd7efa1d8ceb9,1a9644d233c4b9fa826bc37eb098bba1cf1afd70aa7aab1a89fb6f2041a67576
dal sapere,False,sapere,knowledge,noun,from the knowledge,"abstract,knowledge",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Traiamo forza dal sapere comune.,We draw strength from common knowledge.,dba68bdc89ca3e20d93a63f7849a91c943f7f6990af666c6fc475b7338fed410,4ca0daa083a406c0c5b0da11141c41014c705db9adf7c4c43acfe539f29b3fc0
