term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
snob,True,snob,snob,noun,snob,"People & Titles,Objects & Things",,,masculine,singular,,,False,False,False,,,,,invariable plural 'snob'; may refer to any gender,Evito snob arrogante.,I avoid an arrogant snob.,436ab1461144ddf54da8c4d791340794d6377b98a581f33cb4dd8f86e8b5999c,15623300323da2e725b20a6edb03cd4693971ce0cb1bd5cee0982fbfdd16218d,1104.0,1248.0,SNOHB
uno snob,False,snob,snob,noun,a snob,"People & Titles,Objects & Things",,,masculine,singular,,,False,False,False,indefinite,uno,uno,,before s + consonant,Conosco uno snob.,I know a snob.,f78735c1109ed8f54985079824079c8eb48cdcbcbade2e93055ba4ee8c49965a,d06fcf25233441d690f727d803c9214b3577f6b0f1429255faeb15d4b2769472,1272.0,1584.0,OO-noh SNOHB
lo snob,False,snob,snob,noun,the snob,"People & Titles,Objects & Things",,,masculine,singular,,,False,False,False,definite,lo,lo,,before s + consonant,Lo snob parla troppo.,The snob talks too much.,6b006307ee6e309e486fb2f6a6495ced19b771692a74ce118d1fa828ac695e88,4595b24845dfaef522f541b4ef40b399b9550901316f91137c56915b9eafb1fd,1248.0,1440.0,LOH SNOHB
snob,False,snob,snob,noun,snobs,"People & Titles,Objects & Things",,,masculine,plural,,,False,False,False,,,,,invariable plural,Snob famosi frequentano il club.,Famous snobs go to the club.,436ab1461144ddf54da8c4d791340794d6377b98a581f33cb4dd8f86e8b5999c,5d4aacc105809042e7623d239b78b2aa3ddd3a83dbc2e0cb5be17fadfad6be86,1248.0,1248.0,SNOHB
gli snob,False,snob,snob,noun,the snobs,"People & Titles,Objects & Things",,,masculine,plural,,,False,False,False,definite,gli,gli,,before s + consonant,Gli snob ridono tra loro.,The snobs laugh among themselves.,0191c91799e5dd7a313841ad0ca3dffb2d93a607d844d6591f8903434166527f,ce42cdf5fa1f38b880a68ef2963e9d77fd7c96744e1f2d877eac25fdc27a9f85,1392.0,1584.0,LY SNOHB
degli snob,False,snob,snob,noun,some snobs,"People & Titles,Objects & Things",,,masculine,plural,,,False,False,False,indefinite,gli,degli,di,partitive plural form,Conosco degli snob.,I know some snobs.,375cb67ab09c99207a149fff4bbc39bd3e2ba80c690cdd795a00f5543014a337,9e0e9b6e90d8a873a632cf05b8c40d68c03d6c98606249f4521d37cb365192be,1560.0,1632.0,DEH-ly SNOHB
dello snob,False,snob,snob,noun,of the snob,"People & Titles,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,lo,dello,di,contraction of di + lo,L'opinione dello snob non conta.,The opinion of the snob does not matter.,114ab7d7ad1eb78ae4985750a15eeba33dd649c4e485d0f000a3145f4e8505e1,16424a4c1144a1e7f286d5bb1251beaf5d410e5309e23c39cb92f24f23658416,1368.0,1632.0,DEH-lloh SNOHB
allo snob,False,snob,snob,noun,to the snob,"People & Titles,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,lo,allo,a,contraction of a + lo,Parlo allo snob.,I speak to the snob.,1a0f03f4dbfed760e22074f1dfd20b7c9a3adc87ad467d656cbb2b293bc61bba,426c102542f12b6cb422c5fae01998aec7e8da6851089d5b4eb406be21c2c5b0,1368.0,1584.0,AH-lloh SNOHB
dallo snob,False,snob,snob,noun,from the snob,"People & Titles,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,lo,dallo,da,contraction of da + lo,Prendo un consiglio dallo snob.,I take advice from the snob.,a8a45020a3d51250444bd13567793d82186d899ee908382b85c8a35c033b6145,989482eba5c3a10be3a0026e04df861429da9046b84cce1f3e7fd959b9f9ccc8,1440.0,1656.0,DAH-lloh SNOHB
nello snob,False,snob,snob,noun,in the snob,"People & Titles,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,lo,nello,in,contraction of in + lo,Non mi riconosco nello snob.,I do not see myself in the snob.,a240c3c38c10f11d02fd924ef3b5b841163fdbd0d0efab066b3f68318a828a58,d8d162c0b6c083609d37450235dafe89ba49906325bea32e7808f3b781f29f32,1368.0,1656.0,NEH-lloh SNOHB
sullo snob,False,snob,snob,noun,about the snob,"People & Titles,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,lo,sullo,su,contraction of su + lo,Leggo un articolo sullo snob.,I read an article about the snob.,f0231d0c4bc8f45a65ec0835041e0b515a224bfeac35936d15f4d8eb778ab236,d93ad9da40ed28081cb2731ad3fcbbae838f8fb9b9ff534d805a995f8f9cd2a5,1536.0,1728.0,SOO-lloh SNOHB
collo snob,False,snob,snob,noun,with the snob,"People & Titles,Objects & Things",,,masculine,singular,,,False,False,False,articulated_preposition,lo,collo,con,rare contraction of con + lo,Collaboro collo snob.,I collaborate with the snob.,498a9878c53ef09682463692976f19d9c2d7a32aa7a7a4bbde2e93873990abbc,ba1acbca900b078969ad9a23f063e44cccce9a7cce100148c8fce74246132d5a,1416.0,1752.0,KOH-lloh SNOHB
degli snob,False,snob,snob,noun,of the snobs,"People & Titles,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,degli,di,contraction of di + gli,Parlo degli snob in città.,I speak about the snobs in the city.,375cb67ab09c99207a149fff4bbc39bd3e2ba80c690cdd795a00f5543014a337,0840ed53b2c68d080eb7b7fb6d58d8c74aad64bb1a74ce05a321550ba3ec4c87,1488.0,1632.0,DEH-ly SNOHB
agli snob,False,snob,snob,noun,to the snobs,"People & Titles,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Scrivo agli snob.,I write to the snobs.,e52371523238d69ca5d79dee931206d6f36285214c5bfa1b9efb0b96064f1d9e,83d311859750bb3f00e119ee75513704344aca6b392cc5e2da697d3a9813324a,1488.0,1584.0,AH-ly SNOHB
dagli snob,False,snob,snob,noun,from the snobs,"People & Titles,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,dagli,da,contraction of da + gli,Imparo dagli snob.,I learn from the snobs.,78f2ebda495f64abb57ca66408b8716780422a15154c99927d946aeb93428426,f709c0bf83aa34707c08754546c822dc292b716f29c45acb0400054406b15925,1560.0,1656.0,DAH-ly SNOHB
negli snob,False,snob,snob,noun,in the snobs,"People & Titles,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,negli,in,contraction of in + gli,Non mi riconosco negli snob.,I do not see myself in snobs.,bba145c1db469f8df45406fefd2108668b81131400deb2e377263679d8747d68,c2003c9c7f1b0ab0573efd695194b59ae551f3b4e83ed63bf019b8c2da071b61,1488.0,1656.0,NEH-ly SNOHB
sugli snob,False,snob,snob,noun,about the snobs,"People & Titles,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,sugli,su,contraction of su + gli,Leggo un articolo sugli snob.,I read an article about the snobs.,6809e60679b59c2a4f78e1c434b33ab27ae70c943ae75e8d24a8779d8e5bdb36,17dade335ff31aadb1d302e75617328bfddbadaa565afe2a961a652e7860584a,1656.0,1752.0,SOO-ly SNOHB
cogli snob,False,snob,snob,noun,with the snobs,"People & Titles,Objects & Things",,,masculine,plural,,,False,False,False,articulated_preposition,gli,cogli,con,rare contraction of con + gli,Lavoriamo cogli snob locali.,We work with local snobs.,462e7b66d996841199d75369062b5e12be46bf2233636b7c35666c8eb76026a3,49eaa71ced00b9a027f188e9c1dabaa963c8dd2702d444fb7d5396e0769ea288,1560.0,1776.0,KOH-ly SNOHB
