term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
problema,True,problema,problem,noun,problem,"Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,,,,,masculine noun of Greek origin; plural ends -mi,problema risolto.,Problem solved.,13cd52bfc09f269cbeccbfe437ec832c6b4693afff72176c86e2b53e6fead989,1152.0,62365374ac1c5fd1b83dd4b2f2b27f6c17ecced1d2ac0d10ffdea65c62ef650c,1416.0,proh-BLEH-mah
un problema,False,problema,problem,noun,a problem,"Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho un problema.,I have a problem.,4cda74e6959b6845aa332cee895fcfd515d92c4c7cd78c64b5cdcbd66dd86aaa,1272.0,3d7789436e91901e0ddf37ae5988d60a7e4fdb7534e1d002e154701fdf355ca7,1584.0,OON proh-BLEH-mah
il problema,False,problema,problem,noun,the problem,"Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,definite,il,il,,,Il problema è serio.,The problem is serious.,0a07bcf813fa22d59e0fa097cdcf094a7b4fc0e4a107f879689b71c287fecd74,1272.0,b5ae765b068ec3de98d429b3f1a487a074373f22d381a065a7b2661a4022a9e3,1608.0,EEL proh-BLEH-mah
problemi,False,problema,problem,noun,problems,"Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,,,,,plural form,Problemi nuovi emergono.,New problems emerge.,c75b3348bb07d1f45b0bb91d8fa4076097b06527fa510fa040a94207bedf51e6,1248.0,3a59e4e80b65df65dc06cb5a9b351b5284645079210135b504554d7049f330e8,1440.0,proh-BLEH-mee
i problemi,False,problema,problem,noun,the problems,"Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,definite,i,i,,,I problemi sono molti.,The problems are many.,ef0dfd4ead648a48d18338b295f1b4f535c73551724eb66bf54ed9e0441b82ed,1392.0,1944211bb3c4a06b9fa1cc83a5547b6ce8392f34f0598b597e78d5974391ba11,1536.0,EE proh-BLEH-mee
dei problemi,False,problema,problem,noun,some problems,"Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho dei problemi con il computer.,I have some problems with the computer.,e1b5d238cd53a5795f19a614e2675d1ebced639233ff8014249d08def6b342ec,1536.0,905be183606f9005344e387540ec18a3e4f6bd287fe73073858bea392314bbd5,1656.0,DAY proh-BLEH-mee
del problema,False,problema,problem,noun,of the problem,"Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,L'origine del problema è sconosciuta.,The origin of the problem is unknown.,75071ee844e9995733548f41ca1c60b714bb96e345cd856791d22276d74ef744,1416.0,529f35c674e4ace919df4d5ad220e0a506a2d26c8d0cab3c8f08ed4367e0deb2,1656.0,DEHL proh-BLEH-mah
al problema,False,problema,problem,noun,to the problem,"Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Dobbiamo trovare una soluzione al problema.,We must find a solution to the problem.,bb02fa160937b23b00303159ff71d668e96f210ad6a79ece58c994291c2ccf7f,1392.0,47e3a79114abc31170f5f15907c675163569b4fecb57475a38a57ce63671918b,1584.0,AHL proh-BLEH-mah
ai problemi,False,problema,problem,noun,to the problems,"Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ci sono soluzioni ai problemi.,There are solutions to the problems.,47a14627f77165d78cf93d15e592f504c989433379483a4c2615a8a9bc7e6314,1536.0,8830a742d51888f807bfbbfc586521222e21ec7d4930271964b32080aa929cb4,1584.0,EYE proh-BLEH-mee
dal problema,False,problema,problem,noun,from the problem,"Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Abbiamo imparato dal problema.,We learned from the problem.,32387fceb3a21487120be952671e390c057bcc76a965fc0da1c3a9aabc421ee9,1488.0,d1d2ba7a7ccc365302b33bb1cce400ad4ae43b43030ea36eebea1c0c0ab7ff9d,1680.0,DAHL proh-BLEH-mah
dai problemi,False,problema,problem,noun,from the problems,"Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Hai imparato dai problemi passati.,You have learned from past problems.,05ec66cb15bce2b99ae61c51d831d5303582993f33ec5e47c8b34a691e883aef,1608.0,78224cb01c9414419b4af399c67aa94a5089852778fc3cb6914b7113593bdb08,1680.0,DEYE proh-BLEH-mee
nel problema,False,problema,problem,noun,in the problem,"Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel problema c'è una contraddizione.,There is a contradiction in the problem.,e080346548a97cec9adad2090ecf303b58b9b06356acbce1c45e81f51d42c3b5,1392.0,5e28581bbdcdd0c4c1829745bafdf34e0b799852de527a596ba4290a2f5395f3,1680.0,NEHL proh-BLEH-mah
nei problemi,False,problema,problem,noun,in the problems,"Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei problemi complessi serve calma.,In complex problems you need calmness.,f0b58c753e78c3d82e9b8bbb51e3a44a9705a2fa5998d7aa43bd5c22617ca72d,1536.0,1ea65db2d5752bd745bd48a37f290e225b348ae6b4cf997e06e0653abfb8bcb6,1656.0,NAY proh-BLEH-mee
sul problema,False,problema,problem,noun,about the problem,"Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ho scritto un articolo sul problema.,I wrote an article about the problem.,8b4657e1dee2b150f416628e05ff3b59e9ec450309cf82c2a860a0cc2a657d97,1560.0,28f97182718697216bab1c292c3b7d5fb117bc680cea48413c6bbbd6e1235a0a,1752.0,SOOL proh-BLEH-mah
sui problemi,False,problema,problem,noun,about the problems,"Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Ci sono dati sui problemi locali.,There is data about local problems.,b470973005eafae8bc12e427838ffa60bebac6a3cf274c194e4ab18715cd16ce,1704.0,d3f6d00507bd3172926317f9300015c4cc577e5b083c3827ccc4d28fc64c38df,1800.0,SWEE proh-BLEH-mee
col problema,False,problema,problem,noun,with the problem,"Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Devi fare i conti col problema.,You must deal with the problem.,952ca01953ff07671e99121023f09089ef4a11297b5b539c50cc2b69529e2dc2,1464.0,b97545a7b4829f043edc129c08153fc14c27ff5590b06bfeaeb95c679ef574a1,1680.0,KOHL proh-BLEH-mah
coi problemi,False,problema,problem,noun,with the problems,"Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Non riesco a lavorare coi problemi tecnici.,I cannot work with technical problems.,79a22b6747cec9f1adc9b9d411fbf39d643f5fb941cadbd5ea944ea68a246ad1,1584.0,b30ec63c5fc44fa9984ed3feb99000147e2e752e000f1ee682b4d62993fd70a1,1680.0,KOY proh-BLEH-mee
