term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
passaporto,True,passaporto,passport,noun,passport,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,,,,,base lemma,Ho perso il passaporto.,I have lost my passport.,5c66390a59bd9d98aa327c0b61b45ad6d0ab618461d331e981157cc5fe778908,1320.0,cdf92c1e9a397924f38655ce915b5227f8b5337e791a78f1cb116330e35093a0,1728.0,pahs-sah-POHR-toh
un passaporto,False,passaporto,passport,noun,a passport,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho bisogno di un passaporto.,I need a passport.,110ec98745a360bd156af380747ff884f701a5f4cece25ada7168106a2219850,1440.0,e8ed2eb73334474442399d5cf4408b4b6daaa343aa717f315d52d2c58688700e,1920.0,OON pahs-sah-POHR-toh
il passaporto,False,passaporto,passport,noun,the passport,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,definite,il,il,,,Il passaporto è scaduto.,The passport has expired.,d12dd2d1dbb82ee15bdee729a720cb49b62e84e2ababb7b814c291d51710a320,1464.0,9989fd49927a69a924923ac1e0eb11a5b8907bb75b8a421d2e6f6b436739b954,1944.0,EEL pahs-sah-POHR-toh
passaporti,False,passaporto,passport,noun,passports,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,,,,,plural form,I passaporti sono nello zaino.,The passports are in the backpack.,88ae15a95c8a07196c22795966fa327a45c7f864ed4d38da1e574e7aaa06598b,1440.0,cb1696d2dec64efbe23e41f07a415e6500a5c2c7a8d4bc729848b1b2a8e7b65e,1728.0,pahs-sah-POHR-tee
i passaporti,False,passaporto,passport,noun,the passports,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,definite,i,i,,,I passaporti sono pronti.,The passports are ready.,4d5dff1f9fddff6e85b9041367e2ee2450ba5069e082fe63b7bcee343aaae213,1584.0,5fb1ecaf4d05c0970ca88a6c69d9b42971df7f0b6ab12ce0e40618a6a9cdbd59,1848.0,EE pahs-sah-POHR-tee
dei passaporti,False,passaporto,passport,noun,some passports,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho visto dei passaporti sul tavolo.,I saw some passports on the table.,0d125dd69216b20f4cd36230452bbdf581cb3cd225c61cc1f801de2b60f085ce,1728.0,fac9d6cba17a4e982c7855e5af1eb388cab76ab24628a47867bbd0048aa007ef,2016.0,DAY pahs-sah-POHR-tee
del passaporto,False,passaporto,passport,noun,of the passport,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,La copertina del passaporto è rotta.,The passport cover is broken.,ea56a37151316590c46008daf95f6646d4176a111c0a5ddb58f82c67fae6fd6e,1584.0,5120cd2943d8559c327f8725d77be845a82f7e3b5d9fda9714f11ad1026266b2,2016.0,DEHL pahs-sah-POHR-toh
al passaporto,False,passaporto,passport,noun,to the passport,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Ho attaccato l'etichetta al passaporto.,I attached the label to the passport.,d6e269895a240707703a3f2558437efed1b574f59f92305f66d63d2770c4695d,1584.0,b344f248db9f8b9f370734c51836bedb78e03f64370a84afb854094348daa69b,1920.0,AHL pahs-sah-POHR-toh
ai passaporti,False,passaporto,passport,noun,to the passports,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ho apposto i timbri ai passaporti.,I stamped the passports.,3abc6466a5d9ea97b288e80d1d98bb4cd57b00c8e986a785595cf246ee92a7d6,1704.0,4c291f13b663885ad46ab737cf40a7cb2b0455d686015924459b8919828d74d6,1944.0,EYE pahs-sah-POHR-tee
dal passaporto,False,passaporto,passport,noun,from the passport,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ho copiato i dati dal passaporto.,I copied the data from the passport.,dcc4525d300bee4843b86406106ab3cdb2dc04490cc39b780b596a86bbbcc6c1,1656.0,c54aa78d1e1b9bf18c1877162ed3ea3f2e1e1d7224d2e4a95c97615935be1355,2016.0,DAHL pahs-sah-POHR-toh
dai passaporti,False,passaporto,passport,noun,from the passports,"Travel & Transportation,Government & Institutions,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Ho preso informazioni dai passaporti.,I got information from the passports.,8c32d8e14aef97d56183d96a6b02bc387a34a6c4fec961e0fe43a9b58e19c29d,1776.0,6d02793595775a7ee7691287dc12261679007e6bbfa2bda150a977b215cdfc80,2040.0,DEYE pahs-sah-POHR-tee
