term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
mezzanotte,True,mezzanotte,midnight,noun,midnight,"Time & Temporal,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,,,,,common time noun; often used with preposition 'a',La festa inizia a mezzanotte.,The party starts at midnight.,efb3e65424856370b9398eb2a22ae0ea23e40e33bf2260700cf04a8b7cd8d8dd,1152.0,9c6092352c614c12de403220a5c37647b1af5c1e8b6388a5d7de0c12476abbe1,1704.0,mehdz-dzah-NOHT-teh
una mezzanotte,False,mezzanotte,midnight,noun,a midnight,"Time & Temporal,Objects & Things,Spotify Lessons",indefinite,,feminine,singular,,,False,False,False,indefinite,una,una,,used occasionally as an indefinite count noun,Non ricordo una mezzanotte così calma.,I do not remember a midnight so calm.,930591f7ac5e717960caf3a17f29c6af225fcfcce5be8522bf20617474a2e1b8,1296.0,27e7f1318f5330b400e6ba4d1e1cfa81ea50df64141706fa5d2ec7403b89e267,1920.0,OO-nah mehdz-dzah-NOHT-teh
la mezzanotte,False,mezzanotte,midnight,noun,the midnight,"Time & Temporal,Objects & Things,Spotify Lessons",definite,,feminine,singular,,,False,False,False,definite,la,la,,standard definite form,Senti l'orologio: è la mezzanotte.,Listen to the clock: it is midnight.,6cdcef8aeeda54eb28a3d4b710ac7bd4cc6c83c57263dee4161e47bf312a0877,1296.0,1c92847640e6744b913b94e836b4e2a70ccf7399204651dc6b9cd6affa887ef8,1848.0,LAH mehdz-dzah-NOHT-teh
mezzanotti,False,mezzanotte,midnight,noun,midnights,"Time & Temporal,Objects & Things,Spotify Lessons",,,feminine,plural,,,False,False,False,,,,,plural form,Non dimenticherò quelle mezzanotti.,I will not forget those midnights.,815c813049c64670d37715f3c95f3233c9964ed670e3b777b5a54327de58e747,1272.0,a242b0eb770a2dceb22ac16f23e086dbd74667980d9413c6699a7fa1a29c05b0,1752.0,mehdz-dzah-NOHT-tee
le mezzanotti,False,mezzanotte,midnight,noun,the midnights,"Time & Temporal,Objects & Things,Spotify Lessons",definite,,feminine,plural,,,False,False,False,definite,le,le,,standard plural definite,Le mezzanotti erano misteriose.,The midnights were mysterious.,af487f8e80edaf7515c09649eff548e1d7650ed4d97c30b0370156a00981b1ad,1440.0,fcd9227526c9671f677712479eaf1fccb25f6528d2450bddfda634c38cd3cfd4,1872.0,LEH mehdz-dzah-NOHT-tee
delle mezzanotti,False,mezzanotte,midnight,noun,some midnights,"Time & Temporal,Objects & Things,Spotify Lessons",indefinite,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ci sono state delle mezzanotti speciali.,There were some special midnights.,ac80ce71c23215a4863d734de407dc16ceea47eab8ffaef989d013799e51146c,1584.0,e6fdd6ef2e93b6604fec14dc074c738af01b6b54d0b5ada951468df6294df441,2064.0,DEH-lleh mehdz-dzah-NOHT-tee
della mezzanotte,False,mezzanotte,midnight,noun,of the midnight,"Time & Temporal,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Della mezzanotte ricordo solo il silenzio.,I remember only the silence of midnight.,6780c38c7e60864128b65b02c0eacb28ab97ba891e0f0c95c95b32311d77f9f4,1416.0,77f549ee587fd89673d5d42294624fb756e7f33a121768054b61e35f671ec05d,2016.0,DEH-llah mehdz-dzah-NOHT-teh
alla mezzanotte,False,mezzanotte,midnight,noun,at midnight,"Time & Temporal,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,La riunione finirà alla mezzanotte.,The meeting will end at midnight.,daf75169e25a6359be9bf8676738846fcfb3dee6209866e0238cc1d296d13a87,1344.0,dc9fac8d288ee76359f4bed6b39a11c493fb49eea7f7fcfa05e4bdf8dd5c2b84,1944.0,AH-llah mehdz-dzah-NOHT-teh
dalla mezzanotte,False,mezzanotte,midnight,noun,since midnight,"Time & Temporal,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Dalla mezzanotte non ho dormito.,Since midnight I have not slept.,2bf331652e72ca4f7a79cfcf4fd35c9794ef66eb0b8599e0673df640741f57f9,1488.0,8662b660bc7e730a490c61fd9848eefded03d550d217f01477d10a7c37062800,2016.0,DAH-llah mehdz-dzah-NOHT-teh
nella mezzanotte,False,mezzanotte,midnight,noun,at midnight,"Time & Temporal,Objects & Things,Spotify Lessons",,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Nella mezzanotte la città è silenziosa.,At midnight the city is quiet.,daf75169e25a6359be9bf8676738846fcfb3dee6209866e0238cc1d296d13a87,1344.0,d8aafb2f055b9ae1e76dd1de2d81da7c171ad855bc32bb383088604ef11e2733,2016.0,NEH-llah mehdz-dzah-NOHT-teh
