term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
versione,True,versione,version,noun,version,Concepts & Ideas,,,feminine,singular,,,False,False,False,,,,,base lemma,Cerco versione aggiornata.,I am looking for an updated version.,4dfb7206fcaa8384a66c87665b752885b0f9ddb447b4c050c2dac006f4100d05,94216ae2307b50ca9786216f130c7f0727c85e2746581407001d26a1dbc029ff,1128.0,1536.0,vehr-SYOH-neh
una versione,False,versione,version,noun,a version,Concepts & Ideas,,,feminine,singular,,,False,False,False,indefinite,una,una,,indefinite singular,Ho una versione diversa.,I have a different version.,95c6f3c97aa59a786a75715eaa9430f17ac72544762f597e760b4bbe46ecac64,6801e17f7e40ddf1ca3005ad242b560795afd6da0689b5fc4624029776354440,1248.0,1752.0,OO-nah vehr-SYOH-neh
la versione,False,versione,version,noun,the version,Concepts & Ideas,,,feminine,singular,,,False,False,False,definite,la,la,,definite singular,La versione è corretta.,The version is correct.,1ec8257d4a3f9e4aa18ab45aacd8f98251637daa02f5cc0224e95c114123728b,996122fe1d88a4ee70c4a88e08054c2b15e23c42d649199cfb1289940dfa91f0,1272.0,1680.0,LAH vehr-SYOH-neh
versioni,False,versione,version,noun,versions,Concepts & Ideas,,,feminine,plural,,,False,False,False,,,,,plural form,Versioni nuove escono spesso.,New versions come out often.,8f835c98340b2cd4f2099129e16d482ed7be0bb4978ca6dfd2455ac60fc75c3c,216c6a6c953da7a23d7bff64621fd99d88cc60834e5391b1c6caf5a2f8e48b02,1248.0,1560.0,vehr-SYOH-nee
le versioni,False,versione,version,noun,the versions,Concepts & Ideas,,,feminine,plural,,,False,False,False,definite,le,le,,definite plural,Le versioni sono pronte.,The versions are ready.,f2bf1e14c09e755b45c0281dfc1bae18226ab96ac38bb8d5fde9f3045f891174,5f4c99b2b1d4c0db935b448909f4086d9c8904fb5734e11d5a77a5bafc31a11c,1392.0,1680.0,LEH vehr-SYOH-nee
delle versioni,False,versione,version,noun,some versions,Concepts & Ideas,,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Pubblico delle versioni beta.,I publish some beta versions.,4186efa805cdc3c1781f38c4c8bd19d0ffbc210594fd7eadfc284256bcdca86d,fecee13887e5e59ebda468bc6e06b40978ffecf234f34d0e063e95f6d3889e85,1512.0,1872.0,DEH-lleh vehr-SYOH-nee
della versione,False,versione,version,noun,of the version,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il titolo della versione è cambiato.,The title of the version has changed.,86d070404029631e264f09b04308d1aa6549d7f20ab4ea5182113258eb8ce785,f5be8f9d8fec2e972f9b5805884588aa50cb12a0f8c40be8b9238b806e584328,1368.0,1848.0,DEH-llah vehr-SYOH-neh
alla versione,False,versione,version,noun,to the version,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Accedo alla versione online.,I access the online version.,21ac237a9497717f5ed6f6e8c9848765fcb69e330aa21f08844980230b0ce031,5d2ed1332b199933790c3d6150d8b45573867adda477c88ac0dbbea04937e1f4,1392.0,1776.0,AH-llah vehr-SYOH-neh
dalla versione,False,versione,version,noun,from the version,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Parto dalla versione base.,I start from the basic version.,b7fdd392ea76d442212a819d46a25771993189e7b30570d85c015869431ec8e3,acd7401d0316cf5e3d4cf98a540e42dd22d6f57d0e73016783d048087fc252dd,1464.0,1848.0,DAH-llah vehr-SYOH-neh
nella versione,False,versione,version,noun,in the version,Concepts & Ideas,,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Errore nella versione attuale.,Error in the current version.,cc2c2697ed787fbf1ae0f5a70e27038b303abaf216507f07dfbc870c1b1b1d8a,c056bd59155b8d11fbc75a67a96f49ce3ce389631eda6b142232614efe5f3487,1368.0,1848.0,NEH-llah vehr-SYOH-neh
