term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
seta,True,seta,silk,noun,silk,"Objects & Things,Clothing & Fashion,Spotify Lessons",,,feminine,singular,,,False,False,False,,,,,singular base lemma,La seta è lucida.,Silk is shiny.,66e02dec400e1116e5433a318ee96a673e2744f13efb9b3ca69ef8185a2149b3,1056.0,ff6935ab8d3f5d2e82afbae1aba5abf97db0d8a4aa646c8a50eafdc2b54e94eb,1344.0,SEH-tah
una seta,False,seta,silk,noun,a silk,"Objects & Things,Clothing & Fashion,Spotify Lessons",indefinite,,feminine,singular,,,False,False,False,indefinite,una,una,,a single silk thread or piece,Ho comprato una seta per il vestito.,I bought a piece of silk for the dress.,04b1db9f1fa6de774d6387c5da039303a0c9672bbc34bc631fe0b62e7a073653,1200.0,bcc61d32080274d2168412b7c759ee39e5339ce39eed6a43eebeac2fbe9f5a3c,1512.0,OO-nah SEH-tah
la seta,False,seta,silk,noun,the silk,"Objects & Things,Clothing & Fashion,Spotify Lessons",definite,,feminine,singular,,,False,False,False,definite,la,la,,common usage,La seta è pregiata.,Silk is valuable.,3c95f9f1d90bd6b278f89c4f69e364b191dcbeaf028b2075cd29019904ce6bb8,1224.0,b2c2646e46a6b389cc0aba0c07f895f9d3d7d3c4a22b77304db7628c3faa3db8,1464.0,LAH SEH-tah
sete,False,seta,silk,noun,silks,"Objects & Things,Clothing & Fashion,Spotify Lessons",,,feminine,plural,,,False,False,False,,,,,plural of seta,Le sete pregiate costano molto.,Fine silks cost a lot.,497cb5292d983f500abce9788494ea4cf953a9556e76cdc8d7b5ddc4d666737e,1200.0,e1d87420fa2802a6a6e30fc1bb93b750795ff91c9ce41314afd9625f41838403,1368.0,SEH-teh
le sete,False,seta,silk,noun,the silks,"Objects & Things,Clothing & Fashion,Spotify Lessons",definite,,feminine,plural,,,False,False,False,definite,le,le,,standard plural,Le sete pregiate sono in mostra.,The fine silks are on display.,f10ed5d372cd196984540f3f8a93e6f3aca5108e4bb94d48add7ba154adf6a81,1344.0,35fbcc3e4a6ab1fef6ca236b3ecab35d82ffbae0b025e6efdad0c571631fdf1b,1440.0,LEH SEH-teh
delle sete,False,seta,silk,noun,some silks,"Objects & Things,Clothing & Fashion,Spotify Lessons",indefinite,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural,Ho visto delle sete italiane.,I saw some Italian silks.,e393af5aefab716eed5e6a012417a045041a8cd97d71296a57b6127a0004da9a,1488.0,e7e3fcc70a9408c5de9f387dff4e9826d320a107733e0f83151e1db2af3ad800,1608.0,DEH-lleh SEH-teh
della seta,False,seta,silk,noun,of the silk,"Objects & Things,Clothing & Fashion,Spotify Lessons",articulated_preposition,,feminine,singular,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Il colore della seta è delicato.,The color of the silk is delicate.,3f90822ad9036a7b8450d437385fa05289d6c4f8cb3203ecaa77f11acb3f843e,1344.0,35ae5b4e7e4c2676873265c6c25ad0867771d0594e835d20f805f746050841d3,1608.0,DEH-llah SEH-tah
alla seta,False,seta,silk,noun,to the silk,"Objects & Things,Clothing & Fashion,Spotify Lessons",articulated_preposition,,feminine,singular,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Ha lavorato alla seta per anni.,She worked with silk for years.,3d9d02e66b08582f5bd1cc75426badc5d99736db6c15eab9f136e66ed9e82f3b,1344.0,35b6aec2a41142c5c264440be804586170e86432449b4f25deac77701ce168eb,1536.0,AH-llah SEH-tah
dalla seta,False,seta,silk,noun,from the silk,"Objects & Things,Clothing & Fashion,Spotify Lessons",articulated_preposition,,feminine,singular,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Dalla seta si ricavavano stoffe pregiate.,Fine fabrics were made from silk.,69b41f7c35401e68a1aea30f6ca4533323cfd57c22f915dfe9a9bcb369d47626,1416.0,c2198a5f307b6648229b8c4e414a1d6a1ffb160d9be063d077182662dbf8d585,1632.0,DAH-llah SEH-tah
nella seta,False,seta,silk,noun,in the silk,"Objects & Things,Clothing & Fashion,Spotify Lessons",articulated_preposition,,feminine,singular,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Ho trovato un difetto nella seta.,I found a flaw in the silk.,8cc69beb6d2fcf77f7360c186da58296c27b3cd0c181b0713ac85364404e4cb7,1344.0,958988a19159a6a78455c495c9dab62846d4ce39bace243fc6854fb5c9db9ea2,1632.0,NEH-llah SEH-tah
sulla seta,False,seta,silk,noun,about the silk,"Objects & Things,Clothing & Fashion,Spotify Lessons",articulated_preposition,,feminine,singular,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho scritto un rapporto sulla seta.,I wrote a report about silk.,595467d5de8ad1bb07b455e28f2b3544ed1ae946ce8601e3a77ef808e4cd1255,1512.0,acf9ff503f6c8b5b85ede18ce987ef7ec16158ff2b22dc4c5f0a22886020ce89,1704.0,SOO-llah SEH-tah
con la seta,False,seta,silk,noun,with the silk,"Objects & Things,Clothing & Fashion,Spotify Lessons",articulated_preposition,,feminine,singular,,,False,False,False,articulated_preposition,la,con la,con,no contraction for con + la,Con la seta si fanno abiti eleganti.,With silk you make elegant clothes.,0f43cb959b9279f35cf0f92dccbc76db1d4c8b7996b1f5a7c216a8bd4965a310,1392.0,c493718e8c8ed1f85fc1ab172e72fda6f180a47d1e78ea084f39ba006518bc09,1656.0,KOHN LAH SEH-tah
