term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
pezzo,True,pezzo,piece,noun,piece,"Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,,,,,count noun,Pezzo dopo pezzo ho ricostruito il modello.,Piece by piece I reconstructed the model.,cef5250ee4d67b980abd89fb94e3a186facf732c8f9be0e7b9d3d41eab244ca4,1056.0,e372cdef7a477ad36a76a5d5c66c25b90195bff002e8163f00b018e277be78f2,1296.0,PEHDZ-dzoh
un pezzo,False,pezzo,piece,noun,a piece,"Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho comprato un pezzo di formaggio.,I bought a piece of cheese.,24595ae25021e9efd1875ffca5a86f9e8c7a5bd9bfa30bc67e77ce1e8645a7bc,1224.0,343155a52b147a830be19b2cf94d3bc6e208bf72c4f94db299ec838775582893,1512.0,OON PEHDZ-dzoh
il pezzo,False,pezzo,piece,noun,the piece,"Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,definite,il,il,,,Il pezzo è rotto.,The piece is broken.,5b2216376e622afca06e5284e2d3e378e4c8f5f38aabdc02cc56070c91de22c4,1248.0,bd4a4e0dbf1a085416bc14ba9b04e8b8246a61d5f9aac044834bf1d0039629e5,1512.0,EEL PEHDZ-dzoh
pezzi,False,pezzo,piece,noun,pieces,"Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,,,,,plural form,Rimangono molti pezzi.,Many pieces remain.,fcc3175170ed38783da23844997fe3e2cea1ab442e959fafa8796444733db836,1152.0,a64b48cab197a1f9d04511502998d8cab98ed4fd077f3d6c49a37065d3ab72a6,1296.0,PEHDZ-dzee
i pezzi,False,pezzo,piece,noun,the pieces,"Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,definite,i,i,,,I pezzi sono sul tavolo.,The pieces are on the table.,9f36b40a3abda5f96ec9e40bdc9007f57e6c325adcc24f78b109475996efeff0,1344.0,b8ddaee865d3b90b98cf5cdadf5299dc6ff8e3ac8dacdd2f9e03d2811c943e8e,1416.0,EE PEHDZ-dzee
dei pezzi,False,pezzo,piece,noun,some pieces,"Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho bisogno di alcuni dei pezzi.,I need some of the pieces.,5668df1273016a94d11119c165e12914c866a448ee598d07b6af82945de1a204,1464.0,f6280a43ff0a86b1e5049c1bc39aebf114400e362315defe68270ad90a0402c3,1584.0,DAY PEHDZ-dzee
del pezzo,False,pezzo,piece,noun,of the piece,"Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il prezzo del pezzo è alto.,The price of the piece is high.,a57e95f9cf306bb74312db1ff37f0c2f77902693c79314efd562e698a9099d08,1344.0,6b49a4069d9e806db85aa1eb1cac14c0412fa5a45a672d7193c15a28f95d4838,1608.0,DEHL PEHDZ-dzoh
al pezzo,False,pezzo,piece,noun,to the piece,"Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Lavoro al pezzo in fabbrica.,I work piecework in the factory.,707612a1a09fd654f9bcbdeca2acf1e205706792d60eb44089b0c18b464f3cfb,1344.0,47e0ab459f9b89cc3eaba4ced977a5125a50cb05aeb276521bf5248480c7895a,1512.0,AHL PEHDZ-dzoh
ai pezzi,False,pezzo,piece,noun,to the pieces,"Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Mi riferisco ai pezzi rotti.,I am referring to the broken pieces.,e0bdca9a1df86f4755f566ca023dcaf1f40e3585211fa7d77b4e578c45f2ec7a,1440.0,fd8ee48ce9563dafc072517eee01c1296eceede84744f7d682ee7053e68a3902,1512.0,EYE PEHDZ-dzee
dal pezzo,False,pezzo,piece,noun,from the piece,"Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Ho tolto la scheggia dal pezzo.,I removed the splinter from the piece.,12347a50a7e5f13596daa297cdc6a46972465e286f2dd05f6307181df91be7cf,1440.0,152c0e0f182a4d7c867e6e126c5a884fd2f156d9afd30cf266453ccca36ea744,1608.0,DAHL PEHDZ-dzoh
