term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
nome,True,nome,name,noun,name,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,,,,,base lemma,Scrivi nome e cognome.,Write name and surname.,416644df6086d62726468751c0c60e38c97e5ac88f2e72ad25936bbe363e4352,1008.0,94796e0d970da4fe85c1b48afbace86a29024d948df453ae61e08da07442660d,1200.0,NOH-meh
un nome,False,nome,name,noun,a name,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Ho trovato un nome interessante.,I found an interesting name.,36765ecec2858dbb31c65fa810085a2745ce9e082a290cbc6ccfe07eddc700eb,1128.0,dda5df49069140e87e451da77b055b0e449bba411f5fb02b08db372ba9e1b594,1320.0,OON NOH-meh
il nome,False,nome,name,noun,the name,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,definite,il,il,,,Il nome della città è antico.,The name of the city is old.,bed06f04745b14dce02549f75d31b97a4b0f5da5c879442ecc1496cdde4cc71e,1152.0,23c60b7ea0c7afc4b48caaa9553780341d0f283e7c4071b6f3b0f6bbf0cf28c2,1344.0,EEL NOH-meh
nomi,False,nome,name,noun,names,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,,,,,plural form,Questi sono nomi comuni.,These are common names.,136e2be73bb0037acacf3299b351066237b5f0e9fdddc626aeabe92213591119,1128.0,9bfbd7f152850f821a600125d807d6334d1f0cd8a641f919eb0e5476c16cb56b,1224.0,NOH-mee
i nomi,False,nome,name,noun,the names,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,definite,i,i,,,I nomi sono sulla lista.,The names are on the list.,131b3ab4fd65b4d68f661d71b0ae4e99abf60a1097362d82a4dd88e332d70177,1272.0,2baf9f01f92a0958b0ae2710ef45383ca2fa1540d85d997bd2bc6c66ddeb11f7,1272.0,EE NOH-mee
dei nomi,False,nome,name,noun,some names,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ci sono dei nomi ripetuti.,There are some repeated names.,31595c1589ddd5b662162b9680838092fd11b0a5399eacd83cedd2df28196ef7,1368.0,fcfe9dac5381bfa37839d67eda8caedd2a075ee9ab73f468db6d726f26da7caf,1416.0,DAY NOH-mee
del nome,False,nome,name,noun,of the name,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Deriva dal nome antico.,It derives from the ancient name.,ec269edf43daf0511bfe421b5b8525293fdda8e14babd74ebf8e2e8914731392,1272.0,3458492a0ae67dbbb3fbbc5c10b9248811fb85f90f602465ed5eeb8418926368,1416.0,DEHL NOH-meh
al nome,False,nome,name,noun,to the name,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Rispondi al nome quando ti chiamano.,Answer to the name when they call you.,67055cb656c067e29c9a5e6e993ac1cb9a54a2eb36636e686db697961696003f,1248.0,bbde070bd540fb800de84dd8a60d8b0044078097b399b3a6dcab7781435d4db8,1344.0,AHL NOH-meh
ai nomi,False,nome,name,noun,to the names,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Ho dato attenzione ai nomi menzionati.,I paid attention to the names mentioned.,59c6bf4ba6240d93ebe3b00e67c7aaeff2adb177795f13455a122e0a060fcfc9,1392.0,070a2d61733fe58915e6462a08da970adc615c0e32ee77bc49879ef0067b9198,1368.0,EYE NOH-mee
dal nome,False,nome,name,noun,from the name,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Il significato del nome è chiaro.,The meaning of the name is clear.,3765e33c7195b7733c26c588bc3579b3466b9db32f4f6e2a183ef99497c929fe,1344.0,9a9abc58dfff497cfe01eae39a5bc5f98bfa4e6429e5230cede3917a8f727420,1416.0,DAHL NOH-meh
dai nomi,False,nome,name,noun,from the names,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Le informazioni arrivano dai nomi raccolti.,The information comes from the collected names.,40204f6b23b6fbb4000d066a59c3672eb56d31fbaf0d5480884969862224fec9,1464.0,c58de1d7dc3d3b99c8200cb7d3ea25d713aa74ccff4fa2d6cf2a6cc5dbc1eb5b,1440.0,DEYE NOH-mee
nel nome,False,nome,name,noun,in the name,"Communication & Media,Concepts & Ideas,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,C'è un simbolo nel nome.,There is a symbol in the name.,24668dad26c951a26f32f9231d42a8c7332101f29216c7831c5443c1ec587889,1248.0,01ef65749840c11c31b5f1c8d2d2b0cf496355ff3151a893ec61182de25efb2b,1440.0,NEHL NOH-meh
