term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
edera,True,edera,ivy,noun,ivy,"Nature & Environment,Objects & Things",,,feminine,singular,,,False,False,False,,,,,"base lemma; plural 'edere' is rare, often uncountable",Coltivo edera sul balcone.,I grow ivy on the balcony.,9f90790f7fdb83c9a6b4f6188e748a1a6cb2f0effceca97c1652000e90f8feda,c7aa6ecb23c71a8b3b540497a27d1edb3e395d5b9913c86145f1a9a1660043ff,1032.0,1248.0,eh-DEH-rah
un'edera,False,edera,ivy,noun,an ivy plant,"Nature & Environment,Objects & Things",,,feminine,singular,,,False,False,False,indefinite,una,un',,elision of una before vowel,Ho comprato un'edera.,I bought an ivy plant.,f29d7d9bdd65c536221c9d954bfccb5f9cfc5369764774f78003a45d88a1494e,bbc20c1f52613171efe5edec0749d15f5629d86764c79588f7890b01907567da,1584.0,1392.0,oo-neh-DEH-rah
l'edera,False,edera,ivy,noun,the ivy,"Nature & Environment,Objects & Things",,,feminine,singular,,,False,False,False,definite,la,l',,definite article before vowel; elision,L'edera cresce veloce.,The ivy grows fast.,35f82684540c814e86ff268fc53616c571115a59e7ed480cbbce483ff1210fb7,5b17b06b5c19880a9d7ee522e2d0b196a5099ef5154997dc4d42b50c9c66a398,1224.0,1320.0,leh-DEH-rah
edere,False,edera,ivy,noun,ivies,"Nature & Environment,Objects & Things",,,feminine,plural,,,False,False,False,,,,,plural form; rare,Queste edere sono resistenti.,These ivies are hardy.,7b3e0482984616b652ac78badf0f96680049199c581128e82f1bc1d8d641d432,504f884336bac5676a4d3a37ebc454a877037db54b63bbecb31cf585df3f9766,1176.0,1224.0,eh-DEH-reh
le edere,False,edera,ivy,noun,the ivies,"Nature & Environment,Objects & Things",,,feminine,plural,,,False,False,False,definite,le,le,,,Le edere coprono il muro.,The ivies cover the wall.,059526b22b9dcb6880b0a9753112e60a80680ad2740e7c0f0974d06fc2441ac4,b5c51a13f349b040409bcf1c006cafbe5254e860028866f5027bdd4c3234e962,1344.0,1440.0,LEH eh-DEH-reh
delle edere,False,edera,ivy,noun,some ivies,"Nature & Environment,Objects & Things",,,feminine,plural,,,False,False,False,indefinite,le,delle,di,partitive plural form,Ho piantato delle edere.,I planted some ivies.,d73058bf30787692b97f35e4da153cc237edfc7af1564c846c4ff952535f9ad0,3c5e22306061a4a67934802efc56a110736d73241497bef7cec10485b97fb824,1464.0,1632.0,DEH-lleh eh-DEH-reh
dell'edera,False,edera,ivy,noun,of the ivy,"Nature & Environment,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,dell',di,contraction of di + la; elision before vowel,Il profumo dell'edera è leggero.,The scent of the ivy is light.,117c60af628884d7e6ee29c5085083f21451cdd16c1527360663175a97d4cdcb,d6401db6e8af64b22ae742ede3222cf4c4ca5a6c8f27912f6b6e53378db54a08,1368.0,1512.0,deh-lleh-DEH-rah
all'edera,False,edera,ivy,noun,to the ivy,"Nature & Environment,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,all',a,contraction of a + la; elision before vowel,Do acqua all'edera ogni mattina.,I give water to the ivy every morning.,6319cd58f2d712d338b5443afe2f96ff57c403748199775481aaacc940fc1097,88f8fe0687b7ab53749c46d7ac44fd054f915dda67936873033f9a13dc8cf6bf,1344.0,1416.0,ah-lleh-DEH-rah
dall'edera,False,edera,ivy,noun,from the ivy,"Nature & Environment,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,dall',da,contraction of da + la; elision before vowel,Le foglie cadono dall'edera.,The leaves fall from the ivy.,d4a4203aecddf3ba1a06e7595810cb90d95000695148557faaa292c69ef5acfe,da8c684399f1128999608073c7965477fcf0a687e642e3e55162c1d94953fa26,1416.0,1512.0,dah-lleh-DEH-rah
nell'edera,False,edera,ivy,noun,in the ivy,"Nature & Environment,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,nell',in,contraction of in + la; elision before vowel,Il gatto si nasconde nell'edera.,The cat hides in the ivy.,7295efe3b106863f7474a3ee56f01b4b6f1944e4fda82764a10947d26f6a3cf3,327d768a624836e317560cfdf03a14d6ad480ed1a0d1fc695d774f1653d33d13,1344.0,1512.0,neh-lleh-DEH-rah
sull'edera,False,edera,ivy,noun,on the ivy,"Nature & Environment,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,sull',su,contraction of su + la; elision before vowel,La pioggia batte sull'edera.,The rain beats on the ivy.,41c29c9dbeb445c0647e450ffc4a568089de8722c843f06f0687f6e4d3591e2d,fcaab94aa3e710109a43fd850ce5f0b7a4717313b14fa5588c8cd61fbd03600a,1368.0,1584.0,soo-lleh-DEH-rah
con l'edera,False,edera,ivy,noun,with the ivy,"Nature & Environment,Objects & Things",,,feminine,singular,,,False,False,False,articulated_preposition,la,con l',con,no contraction for con; uses l' before vowel,Decoro il balcone con l'edera.,I decorate the balcony with the ivy.,358d950719a94bc4d5eb2316988afcd3a9bf6d833171c753ae04308973339cf8,c4ab6eff52dbb315ae1fc56971a5aa0b56c5b0e4e6242a2768d957547c7518ba,1392.0,1536.0,KOHN leh-DEH-rah
