term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
abitare,True,abitare,to live,verb,to live,"Verbs & Actions,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; used with auxiliary avere,Voglio abitare in Italia.,I want to live in Italy.,a3d50772430ba063596ac3c5538978fa1dd531ec2316a8ecaaa00cc196cf8434,61995c32b220075ee79e6ae766e6533f49ccbff8900cd39ee40feddca936df59,1080.0,1440.0,ah-bee-TAH-reh
abitando,False,abitare,to live,verb,living,"Verbs & Actions,Spotify Lessons",,,,,gerund,,False,False,False,,,,,gerund form,Sto abitando qui per poco.,I am living here for a short time.,256ac5119d950a12e2f09086e8a49d015a4d5fda2557f8b6fe5902f9c7b46ade,8e2165caa6306a6c64ab5af619800692cbf4806b4688729e389447933ecee57f,1056.0,1584.0,ah-bee-TAHN-doh
abitato,False,abitare,to live,verb,lived,"Verbs & Actions,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, masculine singular",Il borgo è abitato.,The village is inhabited.,f8836cd0f5ab9d2cb66e98ec8a07d32e022a2bcaf244c54123c79569b8cddcb3,696cfe4b80cd1b99850416e21944b6b25c443db1c8f3997767222bf4917f13d1,1008.0,1536.0,ah-bee-TAH-toh
abitata,False,abitare,to live,verb,lived,"Verbs & Actions,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,"past participle, feminine singular",La casa è abitata.,The house is inhabited.,fc516976bcff9c8941107795688880b7293274c3c8e1cae9eeedc7d5ef9b08ce,696cfe4b80cd1b99850416e21944b6b25c443db1c8f3997767222bf4917f13d1,1008.0,1512.0,ah-bee-TAH-tah
abitati,False,abitare,to live,verb,lived,"Verbs & Actions,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,"past participle, masculine plural",I quartieri sono abitati.,The neighborhoods are inhabited.,2d376f9d09999704365cf80ffbdc66c1770b3f4b3f936ee7d1fa91bef1dee928,696cfe4b80cd1b99850416e21944b6b25c443db1c8f3997767222bf4917f13d1,1008.0,1512.0,ah-bee-TAH-tee
abitate,False,abitare,to live,verb,lived,"Verbs & Actions,Spotify Lessons",,,feminine,plural,participle,past,False,False,False,,,,,"past participle, feminine plural",Le case sono abitate.,The houses are inhabited.,1e6dcec5ea28bebe16686c77355973fc4b0b7e6cb07eea6d6a847de16acefa47,696cfe4b80cd1b99850416e21944b6b25c443db1c8f3997767222bf4917f13d1,1008.0,1512.0,ah-bee-TAH-teh
abito,False,abitare,to live,verb,I live,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,,Io abito a Roma.,I live in Rome.,ab3a68f54a7c834130adce5976ac0100619189034914815daa3f0f01ca4365dd,c8a3aeba857ec885c82437d9707d58da8ce88e529a1b07968ffc3f5e446bde0f,1104.0,1320.0,ah-BEE-toh
abiti,False,abitare,to live,verb,you live,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,,Tu abiti qui.,You live here.,5acebc81f47b2227317b95c03cd3b7530fcd55721f383ae964e6b17c764c5301,71009c36f342aee67be03699a52da7151c0d84a27249c95210059b7c21700bd1,1128.0,1296.0,ah-BEE-tee
abita,False,abitare,to live,verb,he lives/she lives/you (formal) live,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei abita a Milano.,You live in Milan.,f01b47381d03115fc921c91fb10696ed9b3b12569c25f784bbb81d53ab6922d3,ea0f08d35ac59183ff61cc684beed172e1f9642608162cede1aff333a9255951,4440.0,1272.0,ah-BEE-tah
abitiamo,False,abitare,to live,verb,we live,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,,Noi abitiamo insieme.,We live together.,bf277a98f7d7bd02d489e593f11674863edbda0e812b93c9402d01815a8efe13,a057f213ead4e57e7b61eef4ec5cccd51a0e490a23ae8905d6964ec0e5da5e99,1128.0,1536.0,ah-bee-TYAH-moh
abitate,False,abitare,to live,verb,you (plural) live,"Verbs & Actions,Spotify Lessons",,2p,,plural,indicative,present,False,False,False,,,,,,Voi abitate in questa zona.,You live in this area.,1e6dcec5ea28bebe16686c77355973fc4b0b7e6cb07eea6d6a847de16acefa47,571af2fb140e4d2f6fe512beed2c81e001713a36a512160fdd52ba6f784fb3d8,2232.0,1512.0,ah-bee-TAH-teh
abitano,False,abitare,to live,verb,they live,"Verbs & Actions,Spotify Lessons",,3p,,plural,indicative,present,False,False,False,,,,,,Loro abitano in campagna.,They live in the countryside.,03d1be2b688d55d6b064b8313fd3a583c51dc166e5f4b3ebd3f6742c30bf45c3,3ba4c72e1e58b666a449f5c9a1ab4a439773c19f2cf0e95f34bb44eda9126c75,1152.0,1416.0,ah-bee-TAH-noh
abitavo,False,abitare,to live,verb,I was living,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Da bambino abitavo qui.,As a child I was living here.,e0302c032b39d9205c700f52442e670fde29a6cf5c548d463c110814fdf4fd7d,5c7a292da6e0509d73594e7296c7cbed2fbb65a2432afeed5df33798bde81138,1368.0,1512.0,ah-bee-TAH-voh
abitavi,False,abitare,to live,verb,you were living,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu abitavi con tua nonna.,You were living with your grandmother.,f192ffe9fc58673a75e10a0a6f308940f6e2f12fc5141b7cb4faa81246f6926d,854ac5b520955bd8cb974a90b4864863b503d2a3e595cb33402d3316b4982fb0,1368.0,1488.0,ah-bee-TAH-vee
abitava,False,abitare,to live,verb,he was living/she was living/you (formal) were living,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei abitava a Torino.,You (formal) were living in Turin.,82938d9618d918975db4eee9745a3495d39013a64a3b0541d6c505a14c4f35b8,7597a629408f90f18d5449e2348da2c9a90886bb5bf4b874db3927ce3e488f5e,4896.0,1488.0,ah-bee-TAH-vah
abitavamo,False,abitare,to live,verb,we were living,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi abitavamo vicino al mare.,We were living near the sea.,a279d2fbab071c132132e6d0c679159496f31c9e1c34906a04354cd9e553526d,85ccf8b6ea69a70ca1baa9ae81daf461b035c17e32ff2c9a078f62ae951f6ae8,1368.0,1632.0,ah-bee-tah-VAH-moh
abitavate,False,abitare,to live,verb,you (plural) were living,"Verbs & Actions,Spotify Lessons",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi abitavate in centro.,You (plural) were living downtown.,6916702153c1fc936cf52b9bef7da2cd330799abec951fa35fa8658bb96e0420,a118d885b4dc14048f04a728a296026071dea7cc7356046f277101292124b202,2472.0,1632.0,ah-bee-tah-VAH-teh
abitavano,False,abitare,to live,verb,they were living/you (formal) were living,"Verbs & Actions,Spotify Lessons",,3p,,plural,indicative,imperfect,False,False,False,,,,,also used as formal 'Loro',Loro abitavano in Italia.,They were living in Italy.,4e5893bf9bf2d097411ff04604fc4e75ec69aba8183869a2e29d8bdee8d45969,08c275eea9ee836e023996578051dc1430f3ba7017f1a7d17a6841504fa2cd85,3456.0,1632.0,ah-bee-tah-VAH-noh
ho abitato,False,abitare,to live,verb,I have lived,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'abitato',Ho abitato a Bologna.,I have lived in Bologna.,b4a41724a3e8a76c99a22d1c3a0f573558bf5fb70d39920f2a1d89e8f3e75fce,464d02111fbf74c9527dcfe2bc1191407340c3968b0d91282b9cb6bee29d6593,1296.0,1656.0,OH ah-bee-TAH-toh
