term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
discutere,True,discutere,to discuss,verb,to discuss,Verbs & Actions,,,,,non-finite,infinitive,False,False,False,,,,,regular -ere verb; past participle irregular 'discusso',Voglio discutere la proposta.,I want to discuss the proposal.,e33a0ceac9ec44e2cf6b02a8e5075d54566309044ff4e5a60f2a18eb1d12061c,ad2a8a362ae4443778cecc3e93b62708500d2d541d74fd993154b6e6965f511a,1392.0,1536.0,dee-skoo-TEH-reh
discutendo,False,discutere,to discuss,verb,discussing,Verbs & Actions,,,,,gerund,,False,False,False,,,,,gerund form,Sto discutendo con il capo.,I am discussing with the boss.,5ba686dbad33bb79324bf78642639958c47e11640e3c9781c386f7d226aa1d21,aaa891835fd2dad26168cd5955446ceaa45d22253cb16faff25624728625a8fe,1296.0,1728.0,dee-skoo-TEHN-doh
discusso,False,discutere,to discuss,verb,discussed,Verbs & Actions,,,masculine,singular,participle,past,False,False,False,,,,,"past participle, irregular root, masculine singular",L'ho discusso.,I discussed it.,97b62af8977ce0bc6f2d1f231109d57a4fe110e156788b56a67b94acbaaa4611,b6841852c28882549d5f8993fdf14552a5e7621bf02add5bfea86b6fe0790e3e,1320.0,1584.0,dee-SKOOS-soh
discussa,False,discutere,to discuss,verb,discussed,Verbs & Actions,,,feminine,singular,participle,past,False,False,False,,,,,"past participle, irregular root, feminine singular",L'ho discussa.,I discussed it.,0817d05ccdb1314766b155c36eb5d09179e50befe7d131c52f3abbe1b5c090ad,b6841852c28882549d5f8993fdf14552a5e7621bf02add5bfea86b6fe0790e3e,1320.0,1560.0,dee-SKOOS-sah
discussi,False,discutere,to discuss,verb,discussed,Verbs & Actions,,,masculine,plural,participle,past,False,False,False,,,,,"past participle, irregular root, masculine plural",Li ho discussi.,I discussed them.,c300c0f4434013ca3a1992e31a4d8d36366356ff4ea7d83626e38ac5e23abcf9,b6841852c28882549d5f8993fdf14552a5e7621bf02add5bfea86b6fe0790e3e,1320.0,1584.0,dee-SKOOS-see
discusse,False,discutere,to discuss,verb,discussed,Verbs & Actions,,,feminine,plural,participle,past,False,False,False,,,,,"past participle, irregular root, feminine plural",Le ho discusse.,I discussed them.,8382cc34e53a926856379950cc37975a79c3da0279e56fb5d1c240ae0ec05579,b6841852c28882549d5f8993fdf14552a5e7621bf02add5bfea86b6fe0790e3e,1320.0,1560.0,dee-SKOOS-seh
discuto,False,discutere,to discuss,verb,I discuss,Verbs & Actions,,1s,,singular,indicative,present,False,False,False,,,,,,Discuto spesso con lui.,I often discuss with him.,4e67df149a35e6fc490727149ae8e33e82bfeb2877499cdd01c70f251f611348,f771a9637433d8c613eef47b34f47175b446c5e938f8fc364a66050d6464f7df,1392.0,1512.0,dee-SKOO-toh
discuti,False,discutere,to discuss,verb,you discuss,Verbs & Actions,,2s,,singular,indicative,present,False,False,False,,,,,,Discuti troppo.,You discuss too much.,c5f9426cacafd0c0b76f0622a2f8f931ab864620416ba4e58fd190a9f8b8913c,80b1f49c71fcbfa6501f4a5ab9633ae0f9920c41506abefa6041aee858e9afe3,1440.0,1488.0,dee-SKOO-tee
discute,False,discutere,to discuss,verb,he discusses/she discusses/you (formal) discuss,Verbs & Actions,,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui discute il piano.,He discusses the plan.,d22425dc29e606b1f32690d52a14f9fc5dc734eb3bd959a040e78858d026b757,50643322fe2242a01c145e0bad5dc6c0e1c9023eda4dd779d1a3ec5a7f7eeeeb,5280.0,1440.0,dee-SKOO-teh
discutiamo,False,discutere,to discuss,verb,we discuss,Verbs & Actions,,1p,,plural,indicative,present,False,False,False,,,,,,Discutiamo domani.,We discuss tomorrow.,c73a559c803d10864bbec5d7a68fe6c9685fc669d3a2d7e47d4e850d2cac6d30,50b1b5246e1217572ebb27beee67667ea3419324cc5e6551faa3ecfc592886c2,1440.0,1704.0,dee-skoo-TYAH-moh
discutete,False,discutere,to discuss,verb,you (plural) discuss,Verbs & Actions,,2p,,plural,indicative,present,False,False,False,,,,,,Discutete ogni giorno.,You (plural) discuss every day.,069675a1d8e24351194a55c7f46beba77009f6972c625422d940c48f0a059a29,770efb55e514deac663085336b04c6ffeeb769839f4936b7ed2ac2dcefb70184,2568.0,1632.0,dee-skoo-TEH-teh
discutono,False,discutere,to discuss,verb,they discuss,Verbs & Actions,,3p,,plural,indicative,present,False,False,False,,,,,,Discutono ancora.,They are still discussing.,2b08b952944c60044b6c2d2214a4501fee21f1222d092a91fa6c29199d74350a,8ff7da4cc60cb972392ba32865f9423382d67ae12afc2e66f181d9ce99308cbb,1464.0,1608.0,dee-skoo-TOH-noh
discutevo,False,discutere,to discuss,verb,I was discussing,Verbs & Actions,,1s,,singular,indicative,imperfect,False,False,False,,,,,,Discutevo ogni sera.,I was discussing every evening.,f362fe02ede78b0422716e928b0e9b4a815e77cc8a690424530611501c284593,e9ac893ad224f349b2e6e5f70ae66c5ddd4edbfcd0bda99d4b9349c5a7b1e7ef,1608.0,1656.0,dee-skoo-TEH-voh
discutevi,False,discutere,to discuss,verb,you were discussing,Verbs & Actions,,2s,,singular,indicative,imperfect,False,False,False,,,,,,Discutevi con calma.,You were discussing calmly.,ab2eb03e7055499215bd0efb5efd73f7b3dc2b68ad007d2dbd03cec52ed500c8,8f00025489931f25dfcf601d886175959cf0beb97fb4dfcba17b28407fe7c6db,1608.0,1632.0,dee-skoo-TEH-vee
discuteva,False,discutere,to discuss,verb,he was discussing/she was discussing/you (formal) were discussing,Verbs & Actions,,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei discuteva a lungo.,She was discussing at length.,d61834ab31bba234c1b1823a145fe71671ee8b2d03148b97f0481e8f24d0e608,cc811d43198abc850fabf9f370600352348c39c4cb62d530542d73794e08060f,5760.0,1632.0,dee-skoo-TEH-vah
discutevamo,False,discutere,to discuss,verb,we were discussing,Verbs & Actions,,1p,,plural,indicative,imperfect,False,False,False,,,,,,Discutevamo di sport.,We were discussing sports.,8156edd68e6a7079112ab9069ab0b90773bc1cc4cd35488f0b8f62f05dd2a715,5d68373d047c171375fdd06e9fbb4901901d0b6fd2476087d47f948916b1984d,1608.0,1800.0,dee-skoo-teh-VAH-moh
discutevate,False,discutere,to discuss,verb,you (plural) were discussing,Verbs & Actions,,2p,,plural,indicative,imperfect,False,False,False,,,,,,Discutevate troppo.,You (plural) were discussing too much.,c5c5a1ba007f459cd6dfbfaf016471b550404e8af95e573bfae342bfa8d2ba2a,dc19a9589c5433692298e294f5f3618b75678d31b2c49854e351e895ce15fc6f,2712.0,1800.0,dee-skoo-teh-VAH-teh
discutevano,False,discutere,to discuss,verb,they were discussing,Verbs & Actions,,3p,,plural,indicative,imperfect,False,False,False,,,,,,Discutevano senza fretta.,They were discussing without haste.,e38e71d9339dbbec1ded0dae997a1e893291891e65308edd24267ad108f7415b,4495d73584c1eac71ecba97a353bf30627059887a3333cff6928f195d4adaef7,1608.0,1776.0,dee-skoo-teh-VAH-noh
ho discusso,False,discutere,to discuss,verb,I have discussed,Verbs & Actions,,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Ho discusso il problema.,I have discussed the problem.,104ed7c303311e4316fe53c40da028b627ae6a10684216be7a548ef6a4261f34,b766561313b90be10c29181d017c4164fa8ff8a881d1e6aa7e6a141af1f48ac4,1560.0,1656.0,OH dee-SKOOS-soh
hai discusso,False,discutere,to discuss,verb,you have discussed,Verbs & Actions,,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Hai discusso con lei.,You have discussed with her.,8840c82d67402d26309666b005f6c49f8f72e968581dfba0ad21d85bc98085ed,d8819e3a7618afd0630b97b5c48d8ae5bd0c7d1ade4977dfc614980b2fddb88a,1608.0,1704.0,EYE dee-SKOOS-soh
ha discusso,False,discutere,to discuss,verb,he has discussed/she has discussed/you (formal) have discussed,Verbs & Actions,,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei'; past participle 'discusso',Ha discusso la questione.,He has discussed the matter.,6490e5050eeaa303264b88b65dd7c2e90e393e303c92ad94eb9d4a2065182bca,4c4b84a3e04b485f96ff513a94ca8c7077c06a095f953848c63ef69c9ffb6d42,5712.0,1656.0,AH dee-SKOOS-soh
abbiamo discusso,False,discutere,to discuss,verb,we have discussed,Verbs & Actions,,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Abbiamo discusso tutto.,We have discussed everything.,0bbed96ce35fdac806b55b209f8f0f15e99a7c097c175c83fe14e7d7ab217f76,08d1e2dd9e3272a5a00860cdbb55bf40afd2a8c29891899aeebec9c7b368f14f,1632.0,2064.0,ahb-BYAH-moh dee-SKOOS-soh
avete discusso,False,discutere,to discuss,verb,you (plural) have discussed,Verbs & Actions,,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Avete discusso tra voi.,You (plural) have discussed among yourselves.,a21293436f35b4a6c7e133e9ec3f32146e2846ba5b99f2859d386056ca8efd80,eabd2d0ab68a6907fcf6d1a36f213c1d5b0be340f5a9f732b3a91270bf2f4ca3,2712.0,1968.0,ah-VEH-teh dee-SKOOS-soh
hanno discusso,False,discutere,to discuss,verb,they have discussed,Verbs & Actions,,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Hanno discusso a lungo.,They have discussed at length.,552c4ff1109c04dba1f003f01156e7e0c463daf86f259d3e8e6d9dcba9a6c2ca,9cc4abe5e091263a2c01b02e278f54bb6586c022a90bd08f7d58b0f5d605b7be,1632.0,1848.0,AHN-noh dee-SKOOS-soh
