term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
trovarsi,True,trovarsi,to be located; to find oneself,verb,to be located/to find oneself,"Verbs & Actions,Places & Locations",,,,,non-finite,infinitive,False,False,False,,,,,reflexive verb meaning to be located; also 'to find oneself'; used with auxiliary essere in compound tenses; past participle agrees with subject,La casa si trova sulla collina.,The house is located on the hill.,,,,,troh-VAHR-see
trovandosi,False,trovarsi,to be located; to find oneself,verb,being located,"Verbs & Actions,Places & Locations",,,,,gerund,,False,False,False,,,,,gerund form; also 'finding oneself',Trovandosi in centro, è comodo.,Being located downtown, it is convenient.,,,,,troh-VAHN-doh-see
trovato,False,trovarsi,to be located; to find oneself,verb,found oneself,"Verbs & Actions,Places & Locations",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular; used with auxiliary essere; agrees with subject,Mi sono trovato qui per caso.,I found myself here by chance.,,,,,troh-VAH-toh
trovata,False,trovarsi,to be located; to find oneself,verb,found herself,"Verbs & Actions,Places & Locations",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular; used with auxiliary essere; agrees with subject,Mi sono trovata qui per caso.,I found myself here by chance.,,,,,troh-VAH-tah
trovati,False,trovarsi,to be located; to find oneself,verb,found themselves,"Verbs & Actions,Places & Locations",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural; used with auxiliary essere; agrees with subject,Ci siamo trovati pronti.,We found ourselves ready.,,,,,troh-VAH-tee
trovate,False,trovarsi,to be located; to find oneself,verb,found themselves,"Verbs & Actions,Places & Locations",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural; used with auxiliary essere; agrees with subject,Ci siamo trovate pronte.,We found ourselves ready.,,,,,troh-VAH-teh
mi trovo,False,trovarsi,to be located; to find oneself,verb,I am located,"Verbs & Actions,Places & Locations",,1s,,singular,indicative,present,False,False,False,,,,,,Mi trovo a casa.,I am located at home.,,,,,mee TROH-voh
ti trovi,False,trovarsi,to be located; to find oneself,verb,you are located,"Verbs & Actions,Places & Locations",,2s,,singular,indicative,present,False,False,False,,,,,,Ti trovi in centro?,Are you located downtown?,,,,,tee TROH-vee
si trova,False,trovarsi,to be located; to find oneself,verb,he is located/she is located/you (formal) are located,"Verbs & Actions,Places & Locations",,3s,,singular,indicative,present,False,False,False,,,,,common locative expression; also used as formal 'Lei',Si trova in periferia.,He is located in the outskirts.,,,,,see TROH-vah
ci troviamo,False,trovarsi,to be located; to find oneself,verb,we are located,"Verbs & Actions,Places & Locations",,1p,,plural,indicative,present,False,False,False,,,,,,Ci troviamo qui.,We are located here.,,,,,chee troh-VYAH-moh
vi trovate,False,trovarsi,to be located; to find oneself,verb,you (plural) are located,"Verbs & Actions,Places & Locations",,2p,,plural,indicative,present,False,False,False,,,,,,Vi trovate al parco.,You (plural) are located at the park.,,,,,vee troh-VAH-teh
si trovano,False,trovarsi,to be located; to find oneself,verb,they are located,"Verbs & Actions,Places & Locations",,3p,,plural,indicative,present,False,False,False,,,,,,Si trovano lontano.,They are located far away.,,,,,see TROH-vah-noh
mi trovavo,False,trovarsi,to be located; to find oneself,verb,I was located,"Verbs & Actions,Places & Locations",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Mi trovavo spesso lì.,I was often located there.,,,,,mee troh-VAH-voh
ti trovavi,False,trovarsi,to be located; to find oneself,verb,you were located,"Verbs & Actions,Places & Locations",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Ti trovavi spesso lì.,You were often located there.,,,,,tee troh-VAH-vee
