term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
volare,True,volare,to fly,verb,to fly,"Verbs & Actions,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,,Voglio volare domani.,I want to fly tomorrow.,f03664eb4cd8bbc85c9ec8ebc3d3481e75a05ba63ee4cd9a544b19aec330e5aa,1200.0,d9ffcf06f4aef95d3edfa345d38a1e412164e214c15325c280cc1d0cccc890dd,1344.0,voh-LAH-reh
volando,False,volare,to fly,verb,flying,"Verbs & Actions,Spotify Lessons",,,,,gerund,,False,False,False,,,,,,Sto volando adesso.,I am flying now.,6b05bde25221a9375cab3ee871f03624eb363f4d8c31c834d1ef2197a7aa5ee3,1176.0,cdaceb304e26ad1787a6fdb2e5520deb462910aab89ac0fe0b419fa9cde739df,1488.0,voh-LAHN-doh
volato,False,volare,to fly,verb,flown,"Verbs & Actions,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,,Sono volato ieri.,I flew yesterday.,ddf286e48060f8d01186bda0af8552ecbbe59a10f1f1ef7cbc110177ba0a6eea,1104.0,6fa7ae27b0efe200145d99c6707849c946a531b371518a05d609ccae2a59f95d,1416.0,voh-LAH-toh
volata,False,volare,to fly,verb,flown,"Verbs & Actions,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,,Sono volata ieri.,I flew yesterday.,ddf286e48060f8d01186bda0af8552ecbbe59a10f1f1ef7cbc110177ba0a6eea,1104.0,ffb421e88601b85c80cc848307129724c1523d57e6cd27e596cb590ee04a8e34,1416.0,voh-LAH-tah
volati,False,volare,to fly,verb,flown,"Verbs & Actions,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,,Siamo volati ieri.,We flew yesterday.,ddf286e48060f8d01186bda0af8552ecbbe59a10f1f1ef7cbc110177ba0a6eea,1104.0,480ac6716ea43d2f87966ba00bcd74a45ccc8f4a67f8c49db9c980ef7a919bac,1392.0,voh-LAH-tee
volate,False,volare,to fly,verb,flown,"Verbs & Actions,Spotify Lessons",,,feminine,plural,participle,past,False,False,False,,,,,,Siamo volate ieri.,We flew yesterday.,ddf286e48060f8d01186bda0af8552ecbbe59a10f1f1ef7cbc110177ba0a6eea,1104.0,0e22208a91ff62bb5f640aef79743fe251a4100037326ac97860dfd9bf8c331f,1368.0,voh-LAH-teh
volo,False,volare,to fly,verb,I fly/I take off,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,,Io volo spesso per lavoro.,I fly often for work.,8313d496be3644e9b4b6578ef1d34c27ed07298c116bc2dc07784fa7bf556348,2496.0,bd3c8925e5403bb43ea9a5d209b8d9357b17dd43dc592c21896bf5a1c019cf9f,1248.0,VOH-loh
voli,False,volare,to fly,verb,you fly,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,,Tu voli troppo basso.,You fly too low.,5fbe088884651fa77d0e762c201cd265bac386611a44050e83c8a8185f6a55c8,1224.0,83c6f68f8e8def0594c22f1cd0f3969883d60118587a44e48a2b236624f57f0d,1248.0,VOH-lee
vola,False,volare,to fly,verb,he flies/she flies/you (formal) fly,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei vola alto.,She flies high.,b0c3db25af335abd092dee0a32acf7aa5d7cc2c1053d5d5cc2442703e51c8535,4800.0,69a68d9c5a6a55d182dd200ff59add1907e56d44cadc6eca25d65b6e7c163365,1224.0,VOH-lah
voliamo,False,volare,to fly,verb,we fly,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,,Noi voliamo domani.,We fly tomorrow.,d483200d14c94d19836d18429387ef7bfbd7940f338a7bf5d185cf4495cb85c6,1248.0,861d83d5cb4d7888ad8ef1a68890e7b9567df407647155f94176166e26a010c0,1464.0,voh-LYAH-moh
volate,False,volare,to fly,verb,you (plural) fly,"Verbs & Actions,Spotify Lessons",,2p,,plural,indicative,present,False,False,False,,,,,,Voi volate spesso?,Do you fly often?,59180858cacf58738f152fa41a9a4dde30320e1017d332704bf220cd067622fe,2400.0,0e22208a91ff62bb5f640aef79743fe251a4100037326ac97860dfd9bf8c331f,1368.0,voh-LAH-teh
volano,False,volare,to fly,verb,they fly,"Verbs & Actions,Spotify Lessons",,3p,,plural,indicative,present,False,False,False,,,,,,Loro volano ogni settimana.,They fly every week.,3639b4b9448766014d1f36949af2c764d0fe5c672afd354c6ff3e9b2dfc509dd,1248.0,3f23fa120fcfbccb94365d901b95a9e81d0883ae6ee66411f0b77b8ab6a2c04f,1368.0,voh-LAH-noh
volavo,False,volare,to fly,verb,I was flying/I used to fly,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io volavo spesso da giovane.,I used to fly often when I was young.,6e2d66fa3c607aaebee823bfec085d1a987d2322c698ff2918341fdb5897a6bd,3000.0,1ebcfc9350a45ded4b18a6038a07512761b1cc22889da30319d9011b4c2ad6b2,1392.0,voh-LAH-voh
volavi,False,volare,to fly,verb,you were flying,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu volavi più alto allora.,You used to fly higher then.,04a2d61fb9cb98b3012b151a238d45e5250489380e0027f1b402e87942c8ef3c,1488.0,ea0c7ffa4e8c28a6e7739ab1fbe39473c62644dc929d35932e89d190e9ec125a,1392.0,voh-LAH-vee
volava,False,volare,to fly,verb,he was flying/she was flying/you (formal) were flying,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei volava verso nord.,She was flying north.,4c50a51be6eb813d66155cba081bd3b2a759119a690f7917a94605bbface78cb,5280.0,69134d8e829e15a19bf02a8710cbb80b53dd136a16de5bda575187f155dd317a,1368.0,voh-LAH-vah
volavamo,False,volare,to fly,verb,we were flying,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi volavamo insieme.,We were flying together.,d4ffa9f34324aa4976b645c0b1dc35bd32ddebf63859e9509c3cdf264e855746,1488.0,a296c01fe53d0b710625f39dacc3ae42f210c23e5493b478291cf9386e4464ef,1536.0,voh-lah-VAH-moh
volavate,False,volare,to fly,verb,you (plural) were flying,"Verbs & Actions,Spotify Lessons",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi volavate lentamente.,You were flying slowly.,4ef621d57ed787ae1f2444b3f463f705b31fa86bb867073ff7b41ec19f52da4e,2592.0,229e207a53e27bc7d3fd0208e3404153e1a1e5dafc7a64fd906754c057174822,1536.0,voh-lah-VAH-teh
volavano,False,volare,to fly,verb,they were flying,"Verbs & Actions,Spotify Lessons",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro volavano la notte.,They were flying at night.,6796b55b297e0b51d959be4c76fceeec447e7a1f21833c3190219a620c008a5b,1512.0,2292d789a3e74b706a8742ae783567595cb440e4fa03ba2b90e262d4546d8c0e,1512.0,voh-lah-VAH-noh
sono volato,False,volare,to fly,verb,I have flown,"Verbs & Actions,Spotify Lessons",,1s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Sono volato ieri.,I flew yesterday.,e2bef69356f94f4ca8e42b52add72e1ccd0724fe5b58f126aca74df1d3b7b8b6,1368.0,c552fbb02c8397b6ec60295ef8164fba56d4fa1daa0ba8acb284309a0ea445e5,1800.0,SOH-noh voh-LAH-toh
sono volata,False,volare,to fly,verb,I have flown,"Verbs & Actions,Spotify Lessons",,1s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Sono volata ieri.,I flew yesterday.,e2bef69356f94f4ca8e42b52add72e1ccd0724fe5b58f126aca74df1d3b7b8b6,1368.0,d422b71be1a45af90423906e55331abd8b2569621bc155ec1d66a4d9f41ba134,1824.0,SOH-noh voh-LAH-tah
sei volato,False,volare,to fly,verb,you have flown,"Verbs & Actions,Spotify Lessons",,2s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Sei volato troppo vicino.,You flew too close.,b62f5348c1cda13c2913d35602f5ed7d21b47dd7759a0866a4fdca3895c4b212,1392.0,46d480d71aaaf4fb19c4243c3f9e33974364207b2c69bc567835a8243f4b540b,1752.0,SAY voh-LAH-toh
sei volata,False,volare,to fly,verb,you have flown,"Verbs & Actions,Spotify Lessons",,2s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Sei volata ieri mattina.,You flew yesterday morning.,b62f5348c1cda13c2913d35602f5ed7d21b47dd7759a0866a4fdca3895c4b212,1392.0,11e1d782411b6cb5b5b58b1fe0dcb5433f0fb1a859c3b7b84598fa478a4bed97,1776.0,SAY voh-LAH-tah
è volato,False,volare,to fly,verb,he has flown/she has flown/you (formal) have flown,"Verbs & Actions,Spotify Lessons",,3s,masculine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; also used as formal 'Lei'; past participle agrees in gender/number,È volato ieri.,He flew yesterday.,620f2a5991b7983e0dc2944b0ae8f2bef489aac24d14fb2443d2b8b17033da23,5112.0,42f5b80d326698c47c988604f9ab9e200f9f726ca9e6fbc58a472c1042a04db1,1512.0,EH voh-LAH-toh
è volata,False,volare,to fly,verb,he has flown/she has flown/you (formal) have flown,"Verbs & Actions,Spotify Lessons",,3s,feminine,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; also used as formal 'Lei'; past participle agrees in gender/number,È volata ieri.,She flew yesterday.,620f2a5991b7983e0dc2944b0ae8f2bef489aac24d14fb2443d2b8b17033da23,5112.0,fbfe2e1a60f8ba61c00e5c4d0e6376bb253bf193ba1099db0b7a2ef5e4c6bd5c,1488.0,EH voh-LAH-tah
siamo volati,False,volare,to fly,verb,we have flown,"Verbs & Actions,Spotify Lessons",,1p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Siamo volati la settimana scorsa.,We flew last week.,2a3e2dd54d518a62f8cccb3e97249aded51de24986e70ebe80f573174a53787d,1416.0,d67e7601d6c688e00160fcadab09111deac90b1508edda7e81f520796843571b,1872.0,SYAH-moh voh-LAH-tee
siamo volate,False,volare,to fly,verb,we have flown,"Verbs & Actions,Spotify Lessons",,1p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Siamo volate la settimana scorsa.,We flew last week.,2a3e2dd54d518a62f8cccb3e97249aded51de24986e70ebe80f573174a53787d,1416.0,1d42778e610ada49b9ac8aa1b6776bb5d86fda120b864003bc15cef8b6c11c74,1824.0,SYAH-moh voh-LAH-teh
siete volati,False,volare,to fly,verb,you (plural) have flown,"Verbs & Actions,Spotify Lessons",,2p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Siete volati ieri?,Did you fly yesterday?,3ecebe3e7b08e21d41a1a161c02be5bb7a15d6d3501d5b77224cbe6c9472d8db,2496.0,af5eaa90030d2b9a7b6f1b8be9cee20390e307a1847a4f87052c8f9f7a3a976c,1872.0,SYEH-teh voh-LAH-tee
siete volate,False,volare,to fly,verb,you (plural) have flown,"Verbs & Actions,Spotify Lessons",,2p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Siete volate ieri?,Did you fly yesterday?,3ecebe3e7b08e21d41a1a161c02be5bb7a15d6d3501d5b77224cbe6c9472d8db,2496.0,cb7de3819eea9a07d23813703bdd26ad4f7814d22e5fc673b802286570851103,1848.0,SYEH-teh voh-LAH-teh
sono volati,False,volare,to fly,verb,they have flown,"Verbs & Actions,Spotify Lessons",,3p,masculine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Sono volati questa mattina.,They flew this morning.,62ff7dfff122f6ef9ef3dadf69eec6fb54e0574233eb2c7fb7e312caf4bdf2f0,1416.0,a6884b2843eb529809a9857c3637b89be37037f0c2c9b20a823c1bd94cd1b9e9,1800.0,SOH-noh voh-LAH-tee
sono volate,False,volare,to fly,verb,they have flown,"Verbs & Actions,Spotify Lessons",,3p,feminine,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary essere; past participle agrees in gender/number,Sono volate questa mattina.,They flew this morning.,62ff7dfff122f6ef9ef3dadf69eec6fb54e0574233eb2c7fb7e312caf4bdf2f0,1416.0,c2e22db4a124768174319ff061a489cc35320780abcf4dbdcfc79b1f664d1ebf,1776.0,SOH-noh voh-LAH-teh
