term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
impiccare,True,impiccare,to hang (by the neck),verb,to hang (by the neck),"Crime & Safety,Verbs & Actions,Prepositions & Relations",,,,,non-finite,infinitive,False,False,False,,,,,transitive verb,Voglio impiccare il fantoccio per la scena.,I want to hang the dummy for the scene.,b16178957d0ecbfa6c9740196c6dd11b758d6397fab8abd8d0a5b616b418ab36,bb81244bde2f8a5b14da86431da33a2e728e9f1a00018a9648f07283cc0e5369,2136.0,1584.0,eem-peek-KAH-reh
impiccando,False,impiccare,to hang (by the neck),verb,hanging (by the neck),"Crime & Safety,Verbs & Actions,Prepositions & Relations",,,,,gerund,,False,False,False,,,,,gerund form,Sta impiccando il fantoccio nella scena.,He is hanging the dummy in the scene.,c701f3ae5a6b2a917ff7678ec86b00153f4cf4745a6475c2f17c919110eeb22e,dac9c00d0994e9e60126f7c6e0a8827cb239fc707283aa9959389a3895e5b32b,2040.0,1728.0,eem-peek-KAHN-doh
impiccato,False,impiccare,to hang (by the neck),verb,hanged,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,,masculine,singular,participle,past,False,False,False,,,,,past participle,Ho impiccato il fantoccio.,I have hanged the dummy.,2de17d9ac72dbebc5df6a4f5d4c3742e5dddc6e026a824113898ce2667e42737,1dbf38ac5455ee64ecedee7eb165f97a07b767da2af7337165f4ab7113add159,1032.0,1680.0,eem-peek-KAH-toh
impiccata,False,impiccare,to hang (by the neck),verb,hanged,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,,feminine,singular,participle,past,False,False,False,,,,,past participle,L'hanno impiccata nella storia.,They hanged her in the story.,bfa1ad8bd7a6624c16ee32b752f5941cdd8a3dcf2beceb77912c86cb96c61ca0,1dbf38ac5455ee64ecedee7eb165f97a07b767da2af7337165f4ab7113add159,1032.0,1656.0,eem-peek-KAH-tah
impiccati,False,impiccare,to hang (by the neck),verb,hanged,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,,masculine,plural,participle,past,False,False,False,,,,,past participle,Li hanno impiccati nel racconto.,They hanged them in the tale.,1aa3f31098694bb3fadb863529f272420deb69f07e5a041444e0715bb548db75,1dbf38ac5455ee64ecedee7eb165f97a07b767da2af7337165f4ab7113add159,1032.0,1680.0,eem-peek-KAH-tee
impiccate,False,impiccare,to hang (by the neck),verb,hanged,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le hanno impiccate nel racconto.,They hanged them in the tale.,6928e0f0ed632dfce725e38f4dde3c9040decda25d0b2c21ff45e7efd8805493,1dbf38ac5455ee64ecedee7eb165f97a07b767da2af7337165f4ab7113add159,1032.0,1632.0,eem-peek-KAH-teh
impicco,False,impiccare,to hang (by the neck),verb,I hang,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,1s,,singular,indicative,present,False,False,False,,,,,,Io impicco il fantoccio.,I hang the dummy.,296903f3d22890c0f0d9c99cb3c4d52e7c7235636c2489f16abac0b3ff3a2e88,fc0a249d92103b497fa3ac8ab79ccadc3b50db56b02e712564685fb84b904712,1128.0,1512.0,eem-PEEK-koh
impicchi,False,impiccare,to hang (by the neck),verb,you hang,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,2s,,singular,indicative,present,False,False,False,,,,,,Tu impicchi il fantoccio.,You hang the dummy.,9c86a1ccb816529e8afb6c26b2c84657b377ea3612d671a92ceef48f70978d9a,d551dc6fe7c1bb4349aaee50ce226372e43500a36f926291a21d49b91f11a966,1152.0,1488.0,eem-PEEK-kee
impicca,False,impiccare,to hang (by the neck),verb,he hangs/she hangs/you (formal) hang,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal Lei,Lui impicca il fantoccio.,He hangs the dummy.,0a5a92a3ac676eb50e3082973824044642e11cd90c93451dfeb7b2445f5f4c9e,bfc735deccdbf0ddb4b9cf3c2a62ca231f5eef9f814defb48d6637db8b8af8d0,4488.0,1488.0,eem-PEEK-kah
impicchiamo,False,impiccare,to hang (by the neck),verb,we hang,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,1p,,plural,indicative,present,False,False,False,,,,,,Noi impicchiamo il fantoccio.,We hang the dummy.,570473256441ab0a32cb2887d92f81287cc278df7a84282084251d2941f17c8c,71f134f05c598a6dd86957db9bba5f866cd6920c7a318f86dd73039c97077706,1176.0,1680.0,eem-peek-KYAH-moh
impiccate,False,impiccare,to hang (by the neck),verb,you (plural) hang,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,2p,,plural,indicative,present,False,False,False,,,,,,Voi impiccate il fantoccio.,You hang the dummy.,6928e0f0ed632dfce725e38f4dde3c9040decda25d0b2c21ff45e7efd8805493,da44a72c84793d2dbadc1e749bb4c73a8ce0724a69a98f743ae7f8bee20365e1,2256.0,1632.0,eem-peek-KAH-teh
impiccano,False,impiccare,to hang (by the neck),verb,they hang,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,3p,,plural,indicative,present,False,False,False,,,,,,Loro impiccano il fantoccio.,They hang the dummy.,f088f4f6e6f0ab0437696beb12feae99d69a2d93c3a6ff93555cfb257409ef6c,3ea5319b68ae509a2079325ec26cd4f6950486377d998b87316f5a845f9a9c73,1176.0,1584.0,eem-peek-KAH-noh
impiccavo,False,impiccare,to hang (by the neck),verb,I was hanging,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Io impiccavo il fantoccio ogni sera.,I was hanging the dummy every evening.,a47253d605bd5eede96dba5887e53ba26ba2d58f63c172b66c2bc81a690e6888,d764ddc07dc46564af1fd540ea4c16c1364f4dcc5950a07ba25e78d88c8bce7a,1392.0,1656.0,eem-peek-KAH-voh
impiccavi,False,impiccare,to hang (by the neck),verb,you were hanging,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Tu impiccavi il fantoccio.,You were hanging the dummy.,f367e8fa81396044aa889e7a3e9b13b41b29633a3b7bd9762f9e5e3ccc33c24a,f2f214a954539a31a479c7af84f2192427d0fd602c2c59275547b4f87b39b78a,1392.0,1632.0,eem-peek-KAH-vee
impiccava,False,impiccare,to hang (by the neck),verb,he was hanging/she was hanging/you (formal) were hanging,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal Lei,Lui impiccava il fantoccio.,He was hanging the dummy.,b0e6dbd86106460d5668c7ab37f3aa18e6a7ebaf4f2293f8187de040408a34e6,b89c15e691aae511ad57e0e0e47f544e0effe8b4be1c82ea328c5bf18fcc3bb2,5016.0,1632.0,eem-peek-KAH-vah
impiccavamo,False,impiccare,to hang (by the neck),verb,we were hanging,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Noi impiccavamo il fantoccio.,We were hanging the dummy.,e71da2e0f3fb3a6429b6e2c5e74085b2478fc5dd68956c5cf28fa9c68c8c177f,16cee96fb418645eab242016a520f3a57660fc5a7c1e416fda5a6b753f12059b,1416.0,1776.0,eem-peek-kah-VAH-moh
impiccavate,False,impiccare,to hang (by the neck),verb,you (plural) were hanging,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Voi impiccavate il fantoccio.,You were hanging the dummy.,dae90e765bead63943d1528b4ce19de4b1286974990de49518e0b9788c82043b,666d7f8ac9840fe8a13fd55c1bdad8e700559a5b955489da3637fe7b9f6ec267,2520.0,1752.0,eem-peek-kah-VAH-teh
impiccavano,False,impiccare,to hang (by the neck),verb,they were hanging,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Loro impiccavano il fantoccio.,They were hanging the dummy.,3aa560816fc009723603a144742a7907330805ab69b5be362c4bb936639bb122,1facfaa1bdddf81762b85c32138db06a8c6c4b2aa34c0eace8e449a2eced5abb,1416.0,1776.0,eem-peek-kah-VAH-noh
ho impiccato,False,impiccare,to hang (by the neck),verb,I have hanged,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; transitive verb,Ho impiccato il fantoccio.,I have hanged the dummy.,0485b308df5020d9d2159b3f3ff3b31e5c1659cd988bb254737ce8d67c7a5729,3f93d99fdbbb830d85ded0ec2842830518975a86f56138f62379188402b9627b,1344.0,1776.0,OH eem-peek-KAH-toh
hai impiccato,False,impiccare,to hang (by the neck),verb,you have hanged,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; transitive verb,Hai impiccato il fantoccio.,You have hanged the dummy.,367b31d67a30400ee96c1472aac3297fe855a4349eda225704dc9a4afd7e953e,af1aa7ae92971a2c737112621a912cc06c34af743e369dcb7d9918da62568233,1392.0,1824.0,EYE eem-peek-KAH-toh
ha impiccato,False,impiccare,to hang (by the neck),verb,he has hanged/she has hanged/you (formal) have hanged,"Crime & Safety,Verbs & Actions,Prepositions & Relations",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal Lei,Ha impiccato il fantoccio.,He has hanged the dummy.,1104830f6de165ed4bb221697501bbe124b6f7119a4e9720a3d5eb9fe6620012,b8bf1180a39ed4483149bbcd5a72ef73a626671244a395dd77c4e9fd1e57d20c,5088.0,1776.0,AH eem-peek-KAH-toh
