term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
chiamare,True,chiamare,to call,verb,to call,"Verbs & Actions,Communication & Media,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb,Voglio chiamare mia madre.,I want to call my mother.,f8295f445a6a6026a790b1a73728dc2461b9f87c6add3c19e75ff9da70d0215e,904aee5f29ac947fe180ebc08099d2db1f9c24542a5c143b230b849d78d8d97f,1152.0,1344.0,kyah-MAH-reh
chiamando,False,chiamare,to call,verb,calling,"Verbs & Actions,Communication & Media,Spotify Lessons",,,,,gerund,,False,False,False,,,,,gerund form,Sto chiamando adesso.,I am calling now.,332856529f9d6245d6bcb646e55e4f7a1409c7a5c2e7646a5818e13a3891213a,b98da593a49f850a56fd1055094d5ce5c9b277fc517ccd0882dcf23d7d07c336,1080.0,1464.0,kyah-MAHN-doh
chiamato,False,chiamare,to call,verb,called,"Verbs & Actions,Communication & Media,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; agrees with preceding direct object,L'ho chiamato.,I called him.,a0598a0f34cd9087f357fd398f87867d735aa678f03acee1260723edfd63380c,72703fb25529d6d26724e67f8aeefa7113f8549f5f440892c6ef0bb59083c611,1032.0,1440.0,kyah-MAH-toh
chiamata,False,chiamare,to call,verb,called,"Verbs & Actions,Communication & Media,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; agrees with preceding direct object,L'ho chiamata.,I called her.,656ead701a984ab4372cd9e105022a64ff39245c405ad64a0fa361f699264b3e,72703fb25529d6d26724e67f8aeefa7113f8549f5f440892c6ef0bb59083c611,1032.0,1416.0,kyah-MAH-tah
chiamati,False,chiamare,to call,verb,called,"Verbs & Actions,Communication & Media,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; agrees with preceding direct object,Li ho chiamati.,I called them.,833e43698d0a02af29751f5288d4ef41c74a562d204be9b5f08f643c790c60f9,72703fb25529d6d26724e67f8aeefa7113f8549f5f440892c6ef0bb59083c611,1032.0,1440.0,kyah-MAH-tee
chiamate,False,chiamare,to call,verb,called,"Verbs & Actions,Communication & Media,Spotify Lessons",,,feminine,plural,participle,past,False,False,False,,,,,past participle; used with auxiliary avere; agrees with preceding direct object,Le ho chiamate.,I called them.,bc2f783130be7d133a9fb1b50926ca2fd9c4ac5b50b77bd310a9c6c4cf3e6a1b,72703fb25529d6d26724e67f8aeefa7113f8549f5f440892c6ef0bb59083c611,1032.0,1416.0,kyah-MAH-teh
chiamo,False,chiamare,to call,verb,I call,"Verbs & Actions,Communication & Media,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,,Chiamo spesso mia madre.,I call my mother often.,e0ddf78f74c2c628681874ae291193d0d5a298f38f9d2cc895b623b867c30acf,a409a8b2829083f26bcd00f6a2b0875f63e3a0e0d5d382acc02c03fee3979f0c,1152.0,1224.0,KYAH-moh
chiami,False,chiamare,to call,verb,you call,"Verbs & Actions,Communication & Media,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,,Tu chiami il medico?,Do you call the doctor?,ee2dd6f8a2ca6b7f61a018254c5438bf8d600dfcc75ff266a4e04ed345b77872,564de9ea5dd74049647d5a51d9f86fd5196b739cecf03a03034c26d5adb8621d,1176.0,1224.0,KYAH-mee
chiama,False,chiamare,to call,verb,he calls/she calls/you (formal) call,"Verbs & Actions,Communication & Media,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui chiama sua madre.,He calls his mother.,fc0545d2590b63155a91ccaaa2a8cd70a369fd48863ea88862cde6265087fc22,77c26889f9eb52a67b6e38692c51707dc684b3950377a31cce5316fbcff3871d,4512.0,1224.0,KYAH-mah
chiamiamo,False,chiamare,to call,verb,we call,"Verbs & Actions,Communication & Media,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,,Chiamiamo un taxi.,We call a taxi.,1292e72c8f572fbae508559cddbd463615dc735e6ef680ed16cf5b3ee8248485,61ac2eb96bea91307e5deb08912da284d573920c8f87824435cbc9f78059971b,1200.0,1440.0,kyah-MYAH-moh
