term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
dovere,True,dovere,must/to have to,verb,to have to/must,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,"modal verb; irregular present (devo, devi, deve, dobbiamo, dovete, devono); past participle 'dovuto'; usually with auxiliary avere",Non mi piace dovere spiegare tutto.,I do not like to have to explain everything.,a3f9902bb7b6c27a714785b264fefd8c64a2e12969fad77cc5cfd2b2e41e430c,16ac6315e03f95a7334f2f12ad931daa1b5d53678e04b2ec71bb31c43b3e438f,2328.0,1320.0,doh-VEH-reh
dovendo,False,dovere,must/to have to,verb,having to,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,,,,gerund,,False,False,False,,,,,gerund form,Sto dovendo rifare i conti.,I am having to redo the numbers.,987e6ca1c0c83b79388585874a3b5823edd277a84c5333e767f4bc4f65477f9f,08a1a084ecd1bbf87f3b7de5e63fc921a4a0a86359d0b2b96c0592a7dce3245a,1320.0,1440.0,doh-VEHN-doh
dovuto,False,dovere,must/to have to,verb,had to/owed,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,past participle form,Ho pagato l'importo dovuto.,I paid the amount due.,5db092b5e9fdd44c160d8d328776d21f570f55f325d3ba3474fd1c229f3e5f7c,b31059dffc39f1b4a6d870adac06a08003922fcd7517ec9a484912287730ceb8,2064.0,1392.0,doh-VOO-toh
dovuta,False,dovere,must/to have to,verb,had to/owed,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,past participle form,La somma dovuta è alta.,The amount due is high.,0dd09df028d65fc3ab4ef7cb922dc1e57f34738e3cd8237192d9c5c7a152485f,b31059dffc39f1b4a6d870adac06a08003922fcd7517ec9a484912287730ceb8,2064.0,1392.0,doh-VOO-tah
dovuti,False,dovere,must/to have to,verb,had to/owed,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,past participle form,I pagamenti dovuti arrivano oggi.,The payments due arrive today.,f7fd918a108fbde4fe9fdac2e6af4383fca3840d16f55e84768de29d47faa6c4,b31059dffc39f1b4a6d870adac06a08003922fcd7517ec9a484912287730ceb8,2064.0,1392.0,doh-VOO-tee
dovute,False,dovere,must/to have to,verb,had to/owed,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,,feminine,plural,participle,past,False,False,False,,,,,past participle form,Le tasse dovute scadono oggi.,The taxes due expire today.,3ccc483af83b51d5ee4b37c620446f8e05759706d1acfd07686af54ba40548df,b31059dffc39f1b4a6d870adac06a08003922fcd7517ec9a484912287730ceb8,2064.0,1368.0,doh-VOO-teh
devo,False,dovere,must/to have to,verb,I must/I have to,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,also 'I owe',Devo andare ora.,I must go now.,b177ed516643bc917664e6acf09984cff63698d9e4ad124e7c10d99638bf971b,04401dc6d4ed5a3acb531cefaca38c178a52bf6f79fef34126a86229c1aea91e,2328.0,1224.0,DEH-voh
devi,False,dovere,must/to have to,verb,you must/you have to,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,also 'you owe',Devi studiare di più.,You must study more.,80927a85a8864e0bb5b1602a4548fea95efe2f0f70e657a79ab0655758ed3035,24a1b0c5734ba19908a1c4fc9ebd066a944c4c5bfa24b21279fad03b6fca6826,2352.0,1200.0,DEH-vee
deve,False,dovere,must/to have to,verb,he must/she must/you (formal) must,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui deve lavorare domani.,He must work tomorrow.,256a446a6a2b6e7c33cf047d83dabf3070ee734757f0f1ebb0579875b3eb0f5d,5ce763cea546632f874bffc52fbd38d5df20bd042fe00f75e21eac3c3ddec35f,4488.0,1176.0,DEH-veh
dobbiamo,False,dovere,must/to have to,verb,we must/we have to,"Verbs & Actions,Concepts & Ideas,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,also 'we owe',Dobbiamo parlare.,We must talk.,5aa3b88471835e32419ef721ec2e55f15213d0bc77a619cef3519a95cb39395b,8db1b8e3af71cc891732ada9d0c75b2696d9a852cfddf0019a1c40195e92597c,2400.0,1464.0,dohb-BYAH-moh
