term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms
altro,True,altro,other,adj,other (masculine),core,,,masculine,singular,,,False,False,False,,,,,,Prendo un altro caffè.,I am having another coffee.,e706a75b7ecf926cde61106f9f0d140671f032eebdbe446e22e0171024301d03,db853e333eb8ddf34c3176a930b6d2e1236e44631f63cfc5506b33849fb71e00,1968.0,1248.0
altra,False,altro,other,adj,other (feminine),core,,,feminine,singular,,,False,False,False,,,,,,Porti altra acqua per favore.,Bring some more water please.,8b46fce3d70ecd48f1cb98e7726ac8fcd40d57cf19814541c92ecf0217246b67,9c498fd7dd492a85f76e9bc31f7af6e30dbef7be49fe60dea12aeb9a0f7ee50c,1776.0,1224.0
altri,False,altro,other,adj,other (masculine plural),core,,,masculine,plural,,,False,False,False,,,,,,Ci sono altri problemi.,There are other problems.,6f5dc6909984121d78f37ed9a1b478d73daac15a719dcd87b47b42025b6ad7f5,cdc19d5925a143693abaa8fb8eac6de1ceab8467e0e5b17a9d2eb9c790bca2df,2424.0,1224.0
altre,False,altro,other,adj,other (feminine plural),core,,,feminine,plural,,,False,False,False,,,,,,Ho letto altre storie.,I have read other stories.,42fc3932266bfbbfb84062f662749ec2db805f0178ff87e58979a56a8566b20b,44e21faec008513f40db45481630dd32cec191c27f6a44e0e118e9b6340495ff,2256.0,1200.0
dall'altro,False,altro,other,adj,from the other (masculine),core,articulated,,masculine,singular,,,False,False,False,articulated_preposition,il,dall',da,contraction of da + l' before a vowel; followed by masculine singular 'altro',Vengo dall'altro lato.,I come from the other side.,d9ebe04bc645ab0ac26d72acd09d250d3d430d722a689bfe0bf9e2167e6c557b,1c258a88186c3915f4c3de60e40d6b53a2d23d20be831bb782759e932ba10fa7,2328.0,1560.0
dall'altra,False,altro,other,adj,from the other (feminine),core,articulated,,feminine,singular,,,False,False,False,articulated_preposition,la,dall',da,contraction of da + l' before a vowel; followed by feminine singular 'altra',Vengo dall'altra parte.,I come from the other side.,525d56d151410964a9c8064191c21bae0281d4b99bf83fa9fdb12414bde3df52,74a1ff1a59db46f99bbd5039672efa00de82ba1fd2cb7a84d5881c9d2f779a03,2160.0,1536.0
d'altro,False,altro,other,adj,of other,core,articulated,,,,,,False,False,False,,,,di,elision of di before vowel + 'altro' (di + altro),C'è d'altro?,Is there anything else?,afa0220eead38e218514041ece009722d32b1c99f145112da44c2d58c1b28d14,dce82b6f8a6a322444b23a33fdabd6cfb2341987dde6056ec6ff08eab06b92bd,1104.0,1392.0
l'altra,False,altro,other,adj,the other (feminine),core,,,feminine,singular,,,False,False,False,,,,,elision of la before vowel; definite article + adjective,L'altra è più veloce.,The other one is faster.,1f040e5441227cd04c266d15df815af90e3eb2ecadb34d8b896b68beb352b0ef,38b70b16c2cb58da4788b7ab7b5bdc71af04f4ce0870f88bb904a0547992b90c,1944.0,1368.0
l'altro,False,altro,other,adj,the other (masculine),core,,,masculine,singular,,,False,False,False,,,,,elision of lo before vowel; definite article + adjective,L'altro è più lento.,The other one is slower.,1b52402b3bde6f60632e909d50a02d253335bd33d2bd24087575169b835f2a98,64560a17a637b6a3f33733026446cd990ed899b078879d082d4fff98ee010f69,2112.0,1368.0
gli altri,False,altro,other,adj,the others (masculine plural),core,,,masculine,plural,,,False,False,False,,,,,,Gli altri sono arrivati.,The others have arrived.,5aac034f537f5317e335dbd480e03db4f9a1f6e6e677d0f6a39991484f7bdf2f,f414c6a5fe4675960297fe52a4935773a5d3bd8b76c6a891408bec36bf941bd3,2688.0,1560.0
le altre,False,altro,other,adj,the others (feminine plural),core,,,feminine,plural,,,False,False,False,,,,,,Le altre sono pronte.,The others are ready.,0d323b470fce79ac6b23160fb0fc76f0e0c6d0bdb962e6a1f5813b801c9c71f2,c5828206c312718bf499b2d2d4070b4f0b63ad76670d7e1cdd9abaef5bd13ff2,2520.0,1440.0
