text	lemma	pos	translation_en	token_count	token_pct	group_count	group_pct	xpos	deprel	feats	token_hash	group_hash	group	sentence_1_it	sentence_1_en	sentence_2_it	sentence_2_en	sentence_3_it	sentence_3_en
bella	bello	ADJ	beautiful (feminine)	936	0.000293	2330	0.000728	A	amod	Gender=Fem|Number=Sing	68d0c424-6454-531b-b06f-a25559907ce8	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Che bella storia!	What a beautiful story!	È una bella vita.	It's a beautiful life.	Sua figlia è una bella ragazza.	Your daughter's a beautiful girl.
bello	bello	ADJ	handsome; beautiful; nice (masculine)	585	0.000183	2330	0.000728	A	amod	Gender=Masc|Number=Sing	8745d047-4509-5778-9e6a-0354da4939fb	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Tom è l'attore più bello del mondo.	Tom is the most handsome actor in the world.	Era bello anche solo immaginarti da lontano.	It was nice just to imagine you from afar.	Essere da soli è bello.	Being alone is nice.
bel	bello	ADJ	beautiful; nice (masculine, short form)	319	0.0001	2330	0.000728	A	amod	Gender=Masc|Number=Sing	f9f45e90-530f-566b-9b59-2a87b7d358c6	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Tom ha fatto un bel lavoro.	Tom did a nice job.	Ho guardato un bel fiore.	I looked at a beautiful flower.	Sei un bel ragazzo.	You're a cutie.
belle	bello	ADJ	beautiful (feminine plural)	171	5.3e-05	2330	0.000728	A	amod	Gender=Fem|Number=Plur	5d131597-2e6c-5c9f-b7b2-3fc01faf4d1f	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Voi avete delle belle labbra.	You have beautiful lips.	I boccioli diventano delle belle rose rosse.	The buds are becoming beautiful red roses.	Il Giappone è pieno di belle città. Kyoto e Nara, ad esempio.	Japan is full of beautiful cities. Kyoto and Nara, for example.
belli	bello	ADJ	beautiful (masculine plural)	96	3e-05	2330	0.000728	A	root	Gender=Masc|Number=Plur	9fe753c6-d5f0-5d99-a966-21f39603d789	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Gli elfi sono molto belli.	Elves are very beautiful.	I suoi genitori sono molto belli, ma lei ha un aspetto ordinario.	Her parents are very beautiful, but she looks ordinary.	I canti degli uccelli sono belli.	The birdsongs are beautiful.
bell'	bello	ADJ	good-looking; nice-looking (masculine, before a vowel)	83	2.6e-05	2330	0.000728	A	amod	Gender=Masc|Number=Sing	60123170-f40d-50e0-a048-81e7e7f14c7f	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Tom è un tipo di bell'aspetto.	Tom is a good-looking guy.	Tom ha una barba di bell'aspetto.	Tom has a nice-looking beard.	Voi avete un bell'aspetto oggi.	You look good today.
bei	bello	ADJ	beautiful; nice (masculine plural, short form)	64	2e-05	2330	0.000728	A	amod	Gender=Masc|Number=Plur	08632b2c-1795-557a-8153-fb9160fe0b35	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Passammo dei bei momenti.	We had some good times.	Ci sono molti bei fiori nel giardino.	There are a lot of pretty flowers in the garden.	Compro due bei fiori.	I buy two pretty flowers.
bellissima	bello	ADJ	very beautiful; gorgeous (feminine)	30	9e-06	2330	0.000728	A	root	Gender=Fem|Number=Sing	f31423cb-6602-58ec-a7d2-682e6ca6e9a9	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Sei bellissima.	You are very beautiful.	Sei anche una bellissima bionda.	You are also a beautiful blonde.	E' una bellissima giornata.	It's a gorgeous day.
bellissimo	bello	ADJ	very beautiful; gorgeous (masculine)	30	9e-06	2330	0.000728	A	root	Gender=Masc|Number=Sing	90356fbb-4a46-5bd7-b41a-37f5614cb5b0	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	È bellissimo.	That's awesome.	È un bellissimo studente.	He is a very nice student.	Sulla riva di un grande lago sorge un bellissimo tempio.	On the shore of a large lake stands a beautiful temple.
bellissimi	bello	ADJ	very beautiful (masculine plural)	10	3e-06	2330	0.000728	A	amod	Gender=Masc|Number=Plur	d6a8586a-055d-5faa-8fa4-42d097cf56fc	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Lei indossa vestiti bellissimi.	She wears beautiful clothes.	I suoi capelli sono lunghi e bellissimi.	Her hair is long and beautiful.	Ho comprato dei fiori bellissimi.	I have bought some very beautiful flowers.
bellissime	bello	ADJ	very beautiful (feminine plural)	6	2e-06	2330	0.000728	A	amod	Gender=Fem|Number=Plur	b55d5151-ffa3-5e65-b323-608c16cb0dca	8493d046-c875-5799-8437-e0e50fdf9e04	lemma=bello, pos=ADJ	Le spiagge della Francia sono bellissime.	The beaches of France are beautiful.	Le tue sopracciglia sono bellissime.	Your eyebrows are beautiful.	Questo libro ha tante immagini bellissime.	This book has many beautiful pictures.
