term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
crogiolarsi,True,crogiolarsi,to bask,verb,to bask,"leisure,weather",,,,,non-finite,infinitive,False,False,False,,,,,pronominal reflexive verb; also 'to wallow (in)',È bello crogiolarsi al sole.,It is nice to bask in the sun.,b6cd45f0b00488834cff1f9b21441a00c3001c1748ed816c02fca30b5c9a781a,580547a272e05ca1c88a265dd0715ffd9ed4e659983966f8bf7b09e44eb5d0dc,1296.0,1776.0,kroh-jyoh-LAHR-see
crogiolandosi,False,crogiolarsi,to bask,verb,basking,"leisure,weather",,,,,gerund,,False,False,False,,,,,gerund form,Stava crogiolandosi al sole.,He was basking in the sun.,982fc00f7316445f82d7262fc092160ddd13c08b78e47b60c456af78a79ca799,458ad1322ca665bba8f1dd8d74b3003efeddbf3c8bdc47d99704569cedb6860a,1248.0,1896.0,kroh-jyoh-lahn-DOH-see
crogiolato,False,crogiolarsi,to bask,verb,basked,"leisure,weather",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular,Mi sono crogiolato al sole.,I have basked in the sun.,36555253275f898fd6256de848c48d5f2acddd3822446aedbb64150905c671cb,0d9433bb35c52cc80f2232cafd35eac7911a1fff0465f59e10e80a85e3a50c7a,1224.0,1656.0,kroh-jyoh-LAH-toh
crogiolata,False,crogiolarsi,to bask,verb,basked,"leisure,weather",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular,Mi sono crogiolata al sole.,I have basked in the sun.,6b2d307cd07bfc6f72697db6cd492b3ac484e1ce021c997bf815f4613ea07e32,0d9433bb35c52cc80f2232cafd35eac7911a1fff0465f59e10e80a85e3a50c7a,1224.0,1632.0,kroh-jyoh-LAH-tah
crogiolati,False,crogiolarsi,to bask,verb,basked,"leisure,weather",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural,Ci siamo crogiolati al sole.,We have basked in the sun.,fe9e789fc94b8aaff72a63890adee9ce724ecd7e9148a7a7d8c3a5309f8f0cd8,0d9433bb35c52cc80f2232cafd35eac7911a1fff0465f59e10e80a85e3a50c7a,1224.0,1656.0,kroh-jyoh-LAH-tee
crogiolate,False,crogiolarsi,to bask,verb,basked,"leisure,weather",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural,Ci siamo crogiolate al sole.,We have basked in the sun.,8571535e9f44da28d4e77d2b00f1255e8ccf95d1e002ecf82cf83e861b2908da,0d9433bb35c52cc80f2232cafd35eac7911a1fff0465f59e10e80a85e3a50c7a,1224.0,1608.0,kroh-jyoh-LAH-teh
mi crogiolo,False,crogiolarsi,to bask,verb,I bask,"leisure,weather",,1s,,singular,indicative,present,False,False,False,,,,,,Oggi mi crogiolo al sole.,Today I bask in the sun.,98af1e6971baf8dcfba92ee9ce71f2968320de08a78042b797e5b129891c3cbf,f6105329f85619a3c8fc53e5bfb606f05f81f0e5e136d0c0b142765b5cc46e44,1344.0,1632.0,MEE kroh-JYOH-loh
ti crogioli,False,crogiolarsi,to bask,verb,you bask,"leisure,weather",,2s,,singular,indicative,present,False,False,False,,,,,,Non ti crogioli troppo.,Do not bask too much.,67e2b2e4886ac139e84f203c8069104c3a7b13a550d816ad86287261a65a3707,6d7e0ed884eaede6cb4b82d691d8d7bb7497dd8832dc8c6499c9eb514da4a498,1344.0,1608.0,TEE kroh-JYOH-lee
si crogiola,False,crogiolarsi,to bask,verb,he basks/she basks/you (formal) bask,"leisure,weather",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui si crogiola al sole.,He basks in the sun.,e23f33acf96606f17aa12e2e76f36eab79709c5a8057795a80c7a1a3a684d110,9cc58db68ae1ec8bf6e58885b933606a68be598452e9a8ec25a8bdb5e03b6039,4848.0,1704.0,SEE kroh-JYOH-lah
ci crogioliamo,False,crogiolarsi,to bask,verb,we bask,"leisure,weather",,1p,,plural,indicative,present,False,False,False,,,,,,Noi ci crogioliamo al caldo.,We bask in the warmth.,ae2d5c61f5550b689a99723c73e88e7b661d05321bd578968140140a9b7e4d09,b8f604f5dbe43ff9cbb60f5d491eda73b21a7d5d821c34e4d41fcb23a81ab387,1368.0,1872.0,CHEE kroh-jyoh-LYAH-moh
vi crogiolate,False,crogiolarsi,to bask,verb,you (plural) bask,"leisure,weather",,2p,,plural,indicative,present,False,False,False,,,,,,Quando vi crogiolate al sole?,When do you bask in the sun?,8c6bd8ff2d11c281c82590e2bb1f9c5bb163909f81de80276dfe4b484be62acd,18b7038f62b7e987bb22d79c43d6501def318a3a5dfa92b9eb4dadfb1a9ef9d4,2472.0,1824.0,VEE kroh-jyoh-LAH-teh
si crogiolano,False,crogiolarsi,to bask,verb,they bask,"leisure,weather",,3p,,plural,indicative,present,False,False,False,,,,,,Si crogiolano in vacanza.,They bask on vacation.,090cf877aa7ac85b732777feb8b472af0f75c672e661e3be8508878f416eec1b,4649bbc2162cc65ce087539fe5a6de1b2ccd4658f693f2620c69a4ea8706c235,1368.0,1848.0,SEE kroh-jyoh-LAH-noh
mi crogiolavo,False,crogiolarsi,to bask,verb,I was basking,"leisure,weather",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Da ragazzo mi crogiolavo al sole.,As a boy I was basking in the sun.,0e3c72112d19782a11f6378639464b07f3c1b8e23feb6fec65607a2e039f292e,bf487be1694ed68fde1bb1c2b6b55b3ba3a955201e03f926bba49d27deddfd06,1560.0,1776.0,MEE kroh-jyoh-LAH-voh
ti crogiolavi,False,crogiolarsi,to bask,verb,you were basking,"leisure,weather",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Ti crogiolavi sempre al caldo.,You were always basking in the warmth.,8aa2dcc46427f5394a7ece7a5ae22dbfe30d1a66e8789f93777a7c83cab1e6c5,b967ea83bbcabb33fe214260b780747ac15341279a551a15c428369c06e85d2e,1584.0,1752.0,TEE kroh-jyoh-LAH-vee
