term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
chiudere,True,chiudere,to close,verb,to close,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,past participle irregular chiuso,Voglio chiudere la finestra.,I want to close the window.,e4c797dc406b771db3a6f2ad8fa45c4a13263f2d2da1c62e24ab57b47cf9cb8c,1320.0,bdd4babe3729dec59768f2935a49f68d3e0bbfa25df99b4cef2522fb14ccad76,1272.0,kyoo-DEH-reh
chiudendo,False,chiudere,to close,verb,closing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto chiudendo la porta.,I am closing the door.,ece9829529992497c9dfd06115719d53138037eafe950d9b90cb463e4290ca73,1152.0,6d52a0cf664147cae812f52d166462524311c50e03c8b8a9c28742c846c24460,1488.0,kyoo-DEHN-doh
chiuso,False,chiudere,to close,verb,closed,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle masculine singular,L'ho chiuso.,I closed it.,ab873cc9fe1af0d678ad48e06ea7116c90c5a1e05d2330c50738f03cc76f11fb,1128.0,6df1ee60d2cb16f79d589ca36691b3a6115407207f006dddf28fd064e846c770,1272.0,KYOO-soh
chiusa,False,chiudere,to close,verb,closed,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle feminine singular,L'ho chiusa.,I closed it.,ab873cc9fe1af0d678ad48e06ea7116c90c5a1e05d2330c50738f03cc76f11fb,1128.0,fed2a0f970a5d4a1cff35db6d395bdf2d1e5e943c8f766899306e529c24be342,1272.0,KYOO-sah
chiusi,False,chiudere,to close,verb,closed,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle masculine plural,Li ho chiusi.,I closed them.,ab873cc9fe1af0d678ad48e06ea7116c90c5a1e05d2330c50738f03cc76f11fb,1128.0,668a976714209a39459399d63299a47fb3e142af359f96179c0d97f837df589c,1272.0,KYOO-see
chiuse,False,chiudere,to close,verb,closed,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle feminine plural,Le ho chiuse.,I closed them.,ab873cc9fe1af0d678ad48e06ea7116c90c5a1e05d2330c50738f03cc76f11fb,1128.0,addbca354ad32c29c2e51a2682d62b362e1bf57cb7836d4ac100e7b4cc76c29a,1248.0,KYOO-seh
chiudo,False,chiudere,to close,verb,I close,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Chiudo la finestra.,I close the window.,38b0ca6a843bac00a02f147dd91f7b2869e01dfa1dfefdc6716310b0f129d8cf,1320.0,f48d41768cae55bf7ce6c6afacb83160a8bf72a9edc92befeaeb1a0d26a6b3ea,1224.0,KYOO-doh
chiudi,False,chiudere,to close,verb,you close,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu chiudi la porta.,You close the door.,f5ab99746297b5fd4831b4115b4ba0803dd7ad88ca7fe903082ddae3f7316cb0,1344.0,32fe7782eea8cfa2bb26482dd9506d553d0debbd65bb2403e8d05e6c5324700a,1224.0,KYOO-dee
chiude,False,chiudere,to close,verb,he closes/she closes/you (formal) close,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal Lei,Lei chiude il negozio.,You (formal) close the shop.,ddba389108962d59d83c001fa073c0105ea358af4dbf43b916afce376bfcb594,4872.0,96e939128e9fdcac3ab1c2faf2460fd31ed1ee7cafe4961338cb97a57698ae09,1176.0,KYOO-deh
chiudiamo,False,chiudere,to close,verb,we close,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Chiudiamo alle otto.,We close at eight.,2cfaff880e3309c22814b54cbea36661b0e4e128200eee7423d170766d8aa78e,1344.0,19e9b92e37aa7c32791c76638a511d27862412d22aac4e08e70bccdf9216418e,1464.0,kyoo-DYAH-moh
