term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
discutere,True,discutere,to discuss,verb,to discuss,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -ere verb; past participle irregular 'discusso',Voglio discutere la proposta.,I want to discuss the proposal.
discutendo,False,discutere,to discuss,verb,discussing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto discutendo con il capo.,I am discussing with the boss.
discusso,False,discutere,to discuss,verb,discussed,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, irregular root, masculine singular",L'ho discusso.,I discussed it.
discussa,False,discutere,to discuss,verb,discussed,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,"past participle, irregular root, feminine singular",L'ho discussa.,I discussed it.
discussi,False,discutere,to discuss,verb,discussed,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,"past participle, irregular root, masculine plural",Li ho discussi.,I discussed them.
discusse,False,discutere,to discuss,verb,discussed,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,"past participle, irregular root, feminine plural",Le ho discusse.,I discussed them.
discuto,False,discutere,to discuss,verb,I discuss,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Discuto spesso con lui.,I often discuss with him.
discuti,False,discutere,to discuss,verb,you discuss,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Discuti troppo.,You discuss too much.
discute,False,discutere,to discuss,verb,he discusses/she discusses/you (formal) discuss,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui discute il piano.,He discusses the plan.
discutiamo,False,discutere,to discuss,verb,we discuss,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Discutiamo domani.,We discuss tomorrow.
discutete,False,discutere,to discuss,verb,you (plural) discuss,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Discutete ogni giorno.,You (plural) discuss every day.
discutono,False,discutere,to discuss,verb,they discuss,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Discutono ancora.,They are still discussing.
discutevo,False,discutere,to discuss,verb,I was discussing,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Discutevo ogni sera.,I was discussing every evening.
discutevi,False,discutere,to discuss,verb,you were discussing,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Discutevi con calma.,You were discussing calmly.
discuteva,False,discutere,to discuss,verb,he was discussing/she was discussing/you (formal) were discussing,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei discuteva a lungo.,She was discussing at length.
discutevamo,False,discutere,to discuss,verb,we were discussing,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Discutevamo di sport.,We were discussing sports.
discutevate,False,discutere,to discuss,verb,you (plural) were discussing,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Discutevate troppo.,You (plural) were discussing too much.
discutevano,False,discutere,to discuss,verb,they were discussing,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Discutevano senza fretta.,They were discussing without haste.
ho discusso,False,discutere,to discuss,verb,I have discussed,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Ho discusso il problema.,I have discussed the problem.
hai discusso,False,discutere,to discuss,verb,you have discussed,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Hai discusso con lei.,You have discussed with her.
ha discusso,False,discutere,to discuss,verb,he has discussed/she has discussed/you (formal) have discussed,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei'; past participle 'discusso',Ha discusso la questione.,He has discussed the matter.
abbiamo discusso,False,discutere,to discuss,verb,we have discussed,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Abbiamo discusso tutto.,We have discussed everything.
avete discusso,False,discutere,to discuss,verb,you (plural) have discussed,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Avete discusso tra voi.,You (plural) have discussed among yourselves.
hanno discusso,False,discutere,to discuss,verb,they have discussed,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'discusso',Hanno discusso a lungo.,They have discussed at length.
