term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
mostrare,True,mostrare,to show,verb,to show,"Verbs & Actions,Communication & Media,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb,Voglio mostrare le foto.,I want to show the photos.,8231e5612bfd2238a85c4f41673ae5b8151a4ff10dc9b38dc29b364fa034ac7b,1152.0,625eeb12bb0816c07233ac21a5c57d8e25e2573cbcf3417eb7a31b73f39358fa,1512.0,moh-STRAH-reh
mostrando,False,mostrare,to show,verb,showing,"Verbs & Actions,Communication & Media,Spotify Lessons",,,,,gerund,,False,False,False,,,,,gerund form,Sto mostrando i documenti.,I am showing the documents.,e52c7721247b103ee37344fb153f8ffa4ae528a0b03b6274a390f54738281ee8,1128.0,83a88831f7fb041b4b3c2b6d917ca4d93503f3a8633a3f7b6d5ccac5a9b6ce63,1632.0,moh-STRAHN-doh
mostrato,False,mostrare,to show,verb,shown,"Verbs & Actions,Communication & Media,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,"past participle, masculine singular",L'ho mostrato.,I showed it.,382723831cba4e9180d7e92d1b3e3a6f664ea351de7070401b0723f71e4ea4ac,1080.0,c026509e1a318313d7dcb7bb7675963ea526ffce126c27c12d1fa7c54e9f4d05,1584.0,moh-STRAH-toh
mostrata,False,mostrare,to show,verb,shown (feminine),"Verbs & Actions,Communication & Media,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,"past participle, feminine singular",L'ho mostrata.,I showed it.,9bd66646e77fe41a0bd756f4465f40613b1f6526aeb4cccf51e02fa32c9812fc,1920.0,ad9e710447bed16446a796cef1a5486f988ce313edd9f85207596fe89771d619,1560.0,moh-STRAH-tah
mostrati,False,mostrare,to show,verb,shown (masculine plural),"Verbs & Actions,Communication & Media,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,"past participle, masculine plural",Li ho mostrati.,I showed them.,62c54a348cabab7573ad55e7f071460ee5861b780654757c191fc0fcdbe163f9,2544.0,5428475769d875f0d85c07e0ffe9c3b10d5013b6816a6ab0cf853fe8fdf758f6,1560.0,moh-STRAH-tee
mostrate,False,mostrare,to show,verb,you (plural) show / shown (feminine plural),"Verbs & Actions,Communication & Media,Spotify Lessons",,2p,,plural,indicative,present,False,False,False,,,,,present indicative (voi); also past participle feminine plural,Voi mostrate spesso esempi.,You (plural) show examples often.,2739bfada8a015a0856a127ab70fa1da0b99f1dbff19cd2ee3c755459a53f3af,4632.0,c7a51b27bdcb85bd7e7c8f183d85684e9572af95333eb2e535e30889d4cbdb01,1536.0,moh-STRAH-teh
mostro,False,mostrare,to show,verb,I show,"Verbs & Actions,Communication & Media,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,,Io mostro il risultato.,I show the result.,06dbeb997390689e96d09ba1dc38ca97f1ba1602db3d91b4bd82b3674e065471,1128.0,8be5a0e42b17d392e37b391f5a9d66b94eda1ee27089da33822abc58d0f51d8b,1368.0,MOH-stroh
mostri,False,mostrare,to show,verb,you (singular) show,"Verbs & Actions,Communication & Media,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,,Tu mostri il documento.,You show the document.,f6a82ab34238bc5bfdb5cfb9c478d9855d1422b1c4ae3950e9b2b35f993a92ac,2400.0,e94af18d0f6db77ca02df250151e38948f91fcf76c9d1075dde3d7ed6c7ada3c,1368.0,MOH-stree
mostra,False,mostrare,to show,verb,he shows/she shows,"Verbs & Actions,Communication & Media,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also identical to the informal imperative (tu) form,Lui mostra la foto.,He shows the photo.,8cae6c49d9dde259d0cb2d1398a3e5e3425e06df66d2e0cc1764eafeeea7abdb,2616.0,b66e259bbf291ea0c9a8d5f8c4cad15b2e696747b1d0c6da1384b64fdad6ef15,1344.0,MOH-strah
mostriamo,False,mostrare,to show,verb,we show,"Verbs & Actions,Communication & Media,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,,Noi mostriamo i risultati.,We show the results.,4245b1c2d152d7b302d43d2854b8880287c98eba2efdd7cd118849a7fef31e2f,1176.0,309b1df831ef7a177a6f7a7023f3e8886945587dee927fb714d2b6e42165b6ec,1608.0,moh-STRYAH-moh
