term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,english_audio_hash,english_duration_ms,italian_audio_hash,italian_duration_ms,pronunciation
cambiare,True,cambiare,to change,verb,to change,"Verbs & Actions,Spotify Lessons",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb,Voglio cambiare lavoro.,I want to change jobs.,5a25b06e5b768058a6305b3953fbb1a7ec13cb8ec2db90b4be61ea3ace484b5d,1296.0,f9d5cf836cc071f3f81120a5a37f880cc323226955ad3bc4566569c50282bcaf,1416.0,kahm-BYAH-reh
cambiando,False,cambiare,to change,verb,changing,"Verbs & Actions,Spotify Lessons",,,,,gerund,,False,False,False,,,,,gerund form,Sto cambiando idea.,I am changing my mind.,6f15756a91ce6cdb73f87f8499a89c8c79b58d73e23c7a032642a37973b5abd3,1176.0,8833c69bc309a7957f1b715c9534c74d714d6346d6173428f797def25bd5ed56,1560.0,kahm-BYAHN-doh
cambiato,False,cambiare,to change,verb,changed,"Verbs & Actions,Spotify Lessons",,,masculine,singular,participle,past,False,False,False,,,,,past participle,Lo ho cambiato ieri.,I changed it yesterday.,7a8fca6645db2f2d1eab3f73609a2b424bc25b1a35f5c8719011309b1189ae9f,1152.0,10df4120eb5f4a996b811ba3af8ad4ec518b798c8651496847a47738e522457f,1512.0,kahm-BYAH-toh
cambiata,False,cambiare,to change,verb,changed,"Verbs & Actions,Spotify Lessons",,,feminine,singular,participle,past,False,False,False,,,,,past participle,La ho cambiata subito.,I changed it right away.,7a8fca6645db2f2d1eab3f73609a2b424bc25b1a35f5c8719011309b1189ae9f,1152.0,8c980c3b08112727a5c9f2064aae4271d650f4bb0a667285f387f41637570d84,1488.0,kahm-BYAH-tah
cambiati,False,cambiare,to change,verb,changed,"Verbs & Actions,Spotify Lessons",,,masculine,plural,participle,past,False,False,False,,,,,past participle,Li ho cambiati tutti.,I changed them all.,7a8fca6645db2f2d1eab3f73609a2b424bc25b1a35f5c8719011309b1189ae9f,1152.0,eec53ab4789e367c3e83fd008f441b093978f97fd5edb24f168484b3a1db1642,1488.0,kahm-BYAH-tee
cambiate,False,cambiare,to change,verb,changed,"Verbs & Actions,Spotify Lessons",,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le ho cambiate di recente.,I changed them recently.,7a8fca6645db2f2d1eab3f73609a2b424bc25b1a35f5c8719011309b1189ae9f,1152.0,54e0e24c1a0e22baaa2f2cbf31b04f20678d3b79b5bee00678e73c8bc0fec59e,1464.0,kahm-BYAH-teh
cambio,False,cambiare,to change,verb,I change,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,present,False,False,False,,,,,regular present,Io cambio idea spesso.,I change my mind often.,05d07ec9cff40a019b24242b4e3bf022b503c6145a5e1684c883a81bc8ffd91f,1296.0,e6f8b404e2c0c9a1270613ccf4b7b5a2bdb6fc4e4b45d8c38a810aefae9b989c,1320.0,KAHM-byoh
cambi,False,cambiare,to change,verb,you change,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,present,False,False,False,,,,,regular present,Tu cambi canale?,Do you change the channel?,cb37cbc703bd6677357d08b50bbc136e097d91ad8796ec0b506546251f83acf6,1320.0,b8eece8f035a9efaf9f36c2bf4100b0ef41270dfcf16989a5622f56f4fc97727,1248.0,KAHM-bee
cambia,False,cambiare,to change,verb,he changes/she changes/you (formal) change,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui cambia lavoro.,He changes jobs.,f9a9840fde5f751411b78b31558a2b701d2f4b6da0590120cd322c26962e3f52,4824.0,4c405a3d49e115dffff6e9c1e04acdf2ca5b60ebb277d163d4b56d9998bddf96,1272.0,KAHM-byah
cambiamo,False,cambiare,to change,verb,we change,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,present,False,False,False,,,,,regular present,Noi cambiamo strategia.,We change strategy.,f2283f62ebcf3c4a1eaa9930f9c269a2405acfce85ac4536cd89dc167f6da400,1344.0,6a637cb96701356fa98e35d96ac3b30f4d1c1c5501f90cd66dc69002f11951fb,1464.0,kahm-BYAH-moh
cambiate,False,cambiare,to change,verb,you (plural) change,"Verbs & Actions,Spotify Lessons",,2p,,plural,indicative,present,False,False,False,,,,,regular present,Voi cambiate casa?,Are you moving house?,f1230546e69eef7654271f297886af78d3ed3efed875bd966d3ed710571c3a54,2424.0,54e0e24c1a0e22baaa2f2cbf31b04f20678d3b79b5bee00678e73c8bc0fec59e,1464.0,kahm-BYAH-teh
cambiano,False,cambiare,to change,verb,they change,"Verbs & Actions,Spotify Lessons",,3p,,plural,indicative,present,False,False,False,,,,,regular present,Loro cambiano scuola.,They change schools.,5c76d76fda32ba7250656d63550cae69f62ddae31e4b7d0ce5377e04ca2dffb4,1368.0,ca62cf5ceadd879fb749b573986bfef48038b3c1cde39abb85e579d0f692415d,1392.0,kahm-BYAH-noh
cambiavo,False,cambiare,to change,verb,I was changing,"Verbs & Actions,Spotify Lessons",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Da giovane cambiavo città spesso.,When I was young I changed cities often.,420428b53ff76d87452fa029f60e2df3edb83e326a28217ea4dd33d834044926,1512.0,afa2e887a550bc93dbc2cf501fb893f77a6e24cedb6dbfd3f19f1dafe02d2530,1488.0,kahm-BYAH-voh
cambiavi,False,cambiare,to change,verb,you were changing,"Verbs & Actions,Spotify Lessons",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Cambiavi spesso idea.,You used to change your mind often.,83fb38c0494d3ae5a4ff3170864a2ee47af5edf978da7f6af8f26a4450159a23,1512.0,98c3eccf6f8e3ed3c86fec7092dd92d94394b0fe627d4e0a3ba11f0b83e60209,1464.0,kahm-BYAH-vee
cambiava,False,cambiare,to change,verb,he was changing/she was changing/you (formal) were changing,"Verbs & Actions,Spotify Lessons",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei cambiava orario.,She was changing her schedule.,c55a698c6d4385a654200d0311b6732211685f12753ee8081cb24da6c9b12fe6,5400.0,61a21dece2868b81693f786bc8bff67438502e26546814e18fe734a84ccb41f5,1440.0,kahm-BYAH-vah
cambiavamo,False,cambiare,to change,verb,we were changing,"Verbs & Actions,Spotify Lessons",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Cambiavamo posto ogni mese.,We changed seats every month.,836c4c921e354498996c2017e83c3449ed625555895df5c7dfba272390290755,1512.0,b0d37d457a8a471510a162b6d902609d77377fff2e08aab17311255023e1e896,1608.0,kahm-byah-VAH-moh
cambiavate,False,cambiare,to change,verb,you (plural) were changing,"Verbs & Actions,Spotify Lessons",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Cambiavate squadra ogni anno.,You changed teams every year.,5a8c22e197f7c603a6893750fe3e79afaaa0cd57b8b4961c46ba1f55d4c40a14,2616.0,352a1e829169652aba963a4cd1294e2b90a7c1ef58556507d524d103ab89c358,1584.0,kahm-byah-VAH-teh
cambiavano,False,cambiare,to change,verb,they were changing,"Verbs & Actions,Spotify Lessons",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Cambiavano spesso strada.,They changed route often.,a1baeba82760cf027cba06d1d9410d86a22c8fdc3e1677a19e4389a8f0b506e8,1512.0,55e303717aec5688244ce477bf00c8545f370ef373cec95dac968812670f997a,1584.0,kahm-byah-VAH-noh
