term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
importare,True,importare,to matter/to import,verb,to matter/to import,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb; also means 'to matter' (impersonal),Voglio importare questi prodotti.,I want to import these products.,f4e4f10b3a9621745853ba5289edc488fd97fcea0c80d2884d1bb37313900d2a,d251d4494a28eef4e437077a49ff72b6969420433f0dad677c615b74d39cde5f
importando,False,importare,to matter/to import,verb,importing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Stiamo importando nuovi dati.,We are importing new data.,6f90d3386e864e926c6af644fa80586a38c2b9a971d810dc01a270075beeab4c,ea8b9e149d762bb9d6e093e6ac7d5525a35255c9fb31bb08d594d45ef2887366
importato,False,importare,to matter/to import,verb,imported,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle,L'ho importato ieri.,I imported it yesterday.,e7c7b9bf957f6b734ca9e5ef74458eaa6ba275aa1ddc414c7887d2d07e60f780,db406cee037b2f78c3d688aa415c957dd2f91262ec344e01e82a2791e8d19ec1
importata,False,importare,to matter/to import,verb,imported,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle,L'ho importata ieri.,I imported it yesterday.,589d75cde1aa0d9e7a39bd74035b51886b79cb56727be8087e0b303ccf92abb6,db406cee037b2f78c3d688aa415c957dd2f91262ec344e01e82a2791e8d19ec1
importati,False,importare,to matter/to import,verb,imported,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle,Li ho importati ieri.,I imported them yesterday.,8e443cc18ee565a8bbfe961a702e133626df16dabb786c65a130118d7c4c8695,db406cee037b2f78c3d688aa415c957dd2f91262ec344e01e82a2791e8d19ec1
importate,False,importare,to matter/to import,verb,imported,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le ho importate ieri.,I imported them yesterday.,538bcaf0f33571338c792611118907b6cc0965ea2ec2d1da8995ed7701eba5a0,db406cee037b2f78c3d688aa415c957dd2f91262ec344e01e82a2791e8d19ec1
importo,False,importare,to matter/to import,verb,I import,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Importo vino dalla Spagna.,I import wine from Spain.,3cc70f6097fe2cded3a42ae15268f771260f55fc8890b215f0096684525d5a11,9d17b8d3dfefa204dc5f9cdf42eb2f4a6ae767907b377d69933018d2070ca310
importi,False,importare,to matter/to import,verb,you import,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Importi ancora questi file?,Do you still import these files?,fa2b7a40e2d328db88c594a03ba505054b3549dd7edb806ff5d1d51d77e5d510,18570f551d7bfe4cef0ed2316ea94fd5713725124c0105f8945bee7a319e2b37
importa,False,importare,to matter/to import,verb,he imports/she imports/you (formal) import/it matters,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei'; also impersonal 'it matters',Non importa a nessuno.,It matters to no one.,dbec8b924c26b659ef91705852ee787c1e12b29a3c06868213e39e6ab594922e,67f7cb4d725371c7335b7edc3c78b4da5b5551ac6f2452e3d7e75ae87b1c873c
importiamo,False,importare,to matter/to import,verb,we import,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Importiamo caffè di qualità.,We import quality coffee.,b63fa1cb2a697f3a5bad88ec175b133332b59424876df7c550591c27dc02872b,75e433ddf0ed19e8387dc157ddb63808cd5e936dfabe8105b9880e43212b053b
