term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
crescere,True,crescere,to grow,verb,to grow,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,intransitive; uses auxiliary essere; can use avere when transitive 'to raise'; past participle 'cresciuto',Voglio crescere professionalmente.,I want to grow professionally.,1750278d4114e53db92a08aa5963adbb2eba1498e94772f470e9825c1182cf6e,044e01b51a8b264933f05eb8282347b5982a723c4bcee230e43ad4c64b220a2e,1176.0,1368.0,creh-SHEH-reh
crescendo,False,crescere,to grow,verb,growing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto crescendo in fretta.,I am growing quickly.,5597e6d2bd7a340acc4dcfa52acb6de1ec600256442db739ea8082e16c1ffffb,06346f03956aed097febb156ac352316f469764aa992163464d5821ff1614c40,1128.0,1584.0,creh-SHEHN-doh
cresciuto,False,crescere,to grow,verb,grown,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; masculine singular,Sono cresciuto qui.,I grew up here.,8fb05b221a234c8e6fbcf23d990f68dd108e9a2351f9f7951752b5cd980cfb4f,dbb00be945b83fca84fa2618a2e0e6da8397e642943813c234ea6e5f1feb4656,1104.0,1512.0,creh-SHEEOO-toh
cresciuta,False,crescere,to grow,verb,grown,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; feminine singular,Sono cresciuta qui.,I grew up here.,9bd59ddf115b9f763a5557f883fa9c4d7b38ad5bd0ead8b697abb3b42bf4e613,dbb00be945b83fca84fa2618a2e0e6da8397e642943813c234ea6e5f1feb4656,1104.0,1488.0,creh-SHEEOO-tah
cresciuti,False,crescere,to grow,verb,grown,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; masculine plural,Siamo cresciuti qui.,We grew up here.,e99226fc90b7ea512e8c22b18b3da4e29e7b3493871c688ea94fec9e442c42a2,dbb00be945b83fca84fa2618a2e0e6da8397e642943813c234ea6e5f1feb4656,1104.0,1488.0,creh-SHEEOO-tee
cresciute,False,crescere,to grow,verb,grown,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; feminine plural,Siamo cresciute qui.,We grew up here.,26a35063142143666480daa57f0789c9ce24670a879f0e9eee5096abed33660f,dbb00be945b83fca84fa2618a2e0e6da8397e642943813c234ea6e5f1feb4656,1104.0,1488.0,creh-SHEEOO-teh
cresco,False,crescere,to grow,verb,I grow,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io cresco ogni giorno.,I grow every day.,618d6f6c7d4996eef19daee8156e4d50a4c3e3fdacc9815ca7ced3608e404d77,15b5bb8c4b85b92975bfe15fceb5d4179b2c47a1f7bf77afe13bd83c93e9e8c6,1152.0,1368.0,CREH-scoh
cresci,False,crescere,to grow,verb,you grow,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu cresci velocemente.,You grow quickly.,f7fff7ce8fabce3021a53407b4db4239955800dfc6806f9f2a70e7573f9b85c3,49503b7f4d33f81b4f57ee0e63262028b373f6f5d7de5715b8181302472b91a4,1200.0,1344.0,CREH-shee
cresce,False,crescere,to grow,verb,he grows/she grows/you (formal) grow,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui cresce bene.,He grows well.,3c951ad83636e6597f619049fcb720b535677a809d05827c916909f909a73d4b,a2afa9ad75cc7776bcee91eae48c60adb749a5f8ac3b363ad9a43b54028cc5f0,4536.0,1296.0,CREH-sheh
cresciamo,False,crescere,to grow,verb,we grow,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi cresciamo insieme.,We grow together.,bb57c54865f2f0e174b2f4438f6ac71dc1448c3b814ee0891cadbad0002249a3,3c688531d06b9897ee22fdf088798ae156815e56147bbc4803daf15d510d0be2,1200.0,1536.0,creh-SHEEAH-moh
