term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
completare,True,completare,to complete,verb,to complete,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb,Voglio completare il modulo.,I want to complete the form.,49d78003bd9b5d716def69d010ccb517d961a8fd6c05e9f8b4aa113a202b48bc,d455692865c8bca8e3ab1d81b7b5035a20c2788e9ffb2713967aeb22397535c8
completando,False,completare,to complete,verb,completing,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto completando il profilo.,I am completing the profile.,bbcb2c5000e3e096dcd5467986ebed2177595e16d20e76415f8e9885e89f3141,013c5c1663b93afdb46c24489e9de5a112aeb76169e6c56aeb7fd9a89df5edfc
completato,False,completare,to complete,verb,completed,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle,Il lavoro è completato.,The work is completed.,633b72eddfc6f3202ee8fd5434ecbb3e00e5738b3c7c36d5a6549016b9a49419,a9a21588d69b033b2fae7a055bdf0202b8d28d5993c2db0c5bca6bf8bac7a07c
completata,False,completare,to complete,verb,completed,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle,La registrazione è completata.,The registration is completed.,713dba3632a8ba60b8d0bd85a4168aa224cdaec9be0dfff418a3a39486c5d8e9,a9a21588d69b033b2fae7a055bdf0202b8d28d5993c2db0c5bca6bf8bac7a07c
completati,False,completare,to complete,verb,completed,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle,I compiti sono completati.,The tasks are completed.,3889ccded73e6dbb4f723dc21ff66e55e181647668055143ea7f540f05dd9a66,a9a21588d69b033b2fae7a055bdf0202b8d28d5993c2db0c5bca6bf8bac7a07c
completate,False,completare,to complete,verb,completed,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle,Le pratiche sono completate.,The procedures are completed.,d1f0767cd9e92ee5445583004daba38685f76e75e7080297ef7f8e6d689252f3,a9a21588d69b033b2fae7a055bdf0202b8d28d5993c2db0c5bca6bf8bac7a07c
completo,False,completare,to complete,verb,I complete,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Io completo il modulo ora.,I complete the form now.,45b18589f2aba8be3276aeaa6ab4eb07eb8cc3f72c60b5ed4aa7d4b7b995a78c,ccbc030a18096d1e3807db408337765773e4542b4772069744ae69f03c5ab415
completi,False,completare,to complete,verb,you complete,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Tu completi il profilo.,You complete the profile.,00c224c17bcdaf81436a3af48d510f35ffca7dc66a5403cb8c5ec16c276c8a14,9055b785121d96f35af24a7a6675cd4be58c640c8aebdb4e307b49798976c3a8
completa,False,completare,to complete,verb,he completes/she completes/you (formal) complete,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lui completa il corso.,He completes the course.,9f4f480558ff23dcfecf2c6fe199acb960c61ea84e2bf924e26ba41d43df21d8,470257fc21fce38d8cf07ff56a5453314190f5e6a96eee20cdacdbd3578f4176
completiamo,False,completare,to complete,verb,we complete,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Noi completiamo la domanda.,We complete the application.,3aaa18d4bf8678a234547e38f837f651ea6912deaf1d9105795b5e3ffda5366e,e634008dc12fe39692ad4ee22625abe1d41e1ac051fb1db9bfaa5c9945fb52ef
