term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
pensare,True,pensare,to think,verb,to think,"core,verb",,,,,non-finite,infinitive,False,False,False,,,,,regular -are verb,Voglio pensare un attimo.,I want to think for a moment.,31174890842ff3df7fc71deee9034ae368f16b38e5f3d477d9030602bbacfaae,32c50d307ac79fbd6aef7e0aa6292c8a8cdc2eaf3567d527731615259d65605d,1152.0,1416.0,pehn-SAH-reh
pensando,False,pensare,to think,verb,thinking,"core,verb",,,,,gerund,,False,False,False,,,,,gerund form,Sto pensando a te.,I am thinking of you.,dc3758968ec58f7ea94add4dd61ce0dc04eed9fa4d37699488a915fede0aede9,f215fd7fb51bb0df6df66d109bca2913fe4172a674f4fa266946ff1f4d4e27ac,1080.0,1536.0,pehn-SAHN-doh
pensato,False,pensare,to think,verb,thought,"core,verb",,,masculine,singular,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,L'ho pensato anch'io.,I thought it too.,b1396bf134aa0436c92a323e711770e640bba8ac8f922e1e1d7353b5d533a173,f67b0385353055153ea2cf4d5a092b4dbd95d6741595dc54b15f3c8fcad1e948,984.0,1488.0,pehn-SAH-toh
pensata,False,pensare,to think,verb,thought,"core,verb",,,feminine,singular,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,L'ho pensata bene.,I thought it through well.,27ac329f0d2f072c7a5f6fc0134b09203b8e514cf8f91399e3852db9fb5359f1,f67b0385353055153ea2cf4d5a092b4dbd95d6741595dc54b15f3c8fcad1e948,984.0,1512.0,pehn-SAH-tah
pensati,False,pensare,to think,verb,thought,"core,verb",,,masculine,plural,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,Li ho pensati a lungo.,I thought them up for a long time.,12725162437cd4ac4e657c59f7d89feccc028f180df1fcd635ccfd06f4d5bee3,f67b0385353055153ea2cf4d5a092b4dbd95d6741595dc54b15f3c8fcad1e948,984.0,1512.0,pehn-SAH-tee
pensate,False,pensare,to think,verb,thought,"core,verb",,,feminine,plural,participle,past,False,False,False,,,,,past participle; regular root; used with auxiliary avere,Le ho pensate tutte.,I thought them all up.,f2295bc924dcb162ae4148d416761b32494fac1fa35ffeb2ad0f39912beb8ae1,f67b0385353055153ea2cf4d5a092b4dbd95d6741595dc54b15f3c8fcad1e948,984.0,1464.0,pehn-SAH-teh
penso,False,pensare,to think,verb,I think,"core,verb",,1s,,singular,indicative,present,False,False,False,,,,,,Penso di uscire.,I think I will go out.,536ed0e29ffd9a75d1d2a216a5d5b1278b950f376e14a2c31a891640351ec027,0d0f2b065f40a4cc6149f9733f30f43a918b5f0fc018240f3456fa319f91005f,1152.0,1320.0,PEHN-soh
pensi,False,pensare,to think,verb,you think,"core,verb",,2s,,singular,indicative,present,False,False,False,,,,,,Pensi troppo.,You think too much.,3e0e76a1f52586605d38a5cc4add565f08f026238c83b5699559a76994d0539d,82de5e9444593ea8970391837cfef22796d8ee4181469957616ad48bfc702de9,1176.0,1320.0,PEHN-see
pensa,False,pensare,to think,verb,he thinks/she thinks/you (formal) think,"core,verb",,3s,,singular,indicative,present,False,False,False,,,,,also used as formal 'Lei',Lei pensa spesso a te.,She thinks of you often.,3dc0f9890054417ab0625ad04365bc96de1306194bcee27e1b3f14ad0d2ac4c2,999aad9277d7f5a2afec1e9abeec4f7d1750381ca7301dd335623fd7854ae213,4392.0,1296.0,PEHN-sah
pensiamo,False,pensare,to think,verb,we think,"core,verb",,1p,,plural,indicative,present,False,False,False,,,,,,Pensiamo di partire domani.,We are thinking of leaving tomorrow.,fd86b7100022bdbd632682c280e74aa51e2906a448e0cd501d4368932c779de8,003fff79c813114fa8e16304568e43f7a7935f80caefc1562c71d698f48240ec,1176.0,1536.0,pehn-SYAH-moh
pensate,False,pensare,to think,verb,you (plural) think,"core,verb",,2p,,plural,indicative,present,False,False,False,,,,,,Voi pensate troppo.,You (plural) think too much.,f2295bc924dcb162ae4148d416761b32494fac1fa35ffeb2ad0f39912beb8ae1,6797972e21527ee367e34458513a6d9df9a57b5bdb53add72bdcc970e0544c5c,2280.0,1464.0,pehn-SAH-teh
pensano,False,pensare,to think,verb,they think,"core,verb",,3p,,plural,indicative,present,False,False,False,,,,,,Pensano che tu sia in ritardo.,They think you are late.,ab1f09786a52b502485f227003e1d317ae9bab855bb2e06438070e1287f0398e,5c1e9d21d4dfd9e3073e852fa86d3dbecbc66058c315e74e17c71dff623f9009,1224.0,1416.0,pehn-SAH-noh
pensavo,False,pensare,to think,verb,I was thinking,"core,verb",,1s,,singular,indicative,imperfect,False,False,False,,,,,,Pensavo a te ieri.,I was thinking of you yesterday.,f1a2e6db8cad7ccbb9d48a0e59c4cb7230b032cc8a7233a9ae65207846887af7,44138eb3412568ebe3ca48851c79cf8f7982f9b2bf03a576dbacacc6e01bed4a,1440.0,1488.0,pehn-SAH-voh
pensavi,False,pensare,to think,verb,you were thinking,"core,verb",,2s,,singular,indicative,imperfect,False,False,False,,,,,,Pensavi di venire?,Were you thinking of coming?,edcb41cb05a3ff6a796aa66ec487599441cf52385edb01c4ff19b0743661deb1,f04356adf902433aa2b9281e54ad5a59f8c3e8e82e5d84665c61f2a628993467,1464.0,1464.0,pehn-SAH-vee
pensava,False,pensare,to think,verb,he was thinking/she was thinking/you (formal) were thinking,"core,verb",,3s,,singular,indicative,imperfect,False,False,False,,,,,also used as formal 'Lei',Lei pensava spesso al futuro.,She often thought about the future.,eeb585dc669e8bdcb42b9a75b20173a7f0b56586aeae1a974571d5c8663d1b6d,a1a3e10a8ec91f2d3c6c20d49bb4de38d01d7a7b8b8432ae1db95f8f8922b203,5208.0,1488.0,pehn-SAH-vah
pensavamo,False,pensare,to think,verb,we were thinking,"core,verb",,1p,,plural,indicative,imperfect,False,False,False,,,,,,Pensavamo la stessa cosa.,We were thinking the same thing.,2373bd2db2a568188d6b721cf33196524db1791301ce54b2be86dcd87b4c8921,08a265797a8739338b1d4b60b9ba00ddd1da72b083d13537a6916e036b0ad32f,1464.0,1632.0,pehn-sah-VAH-moh
pensavate,False,pensare,to think,verb,you (plural) were thinking,"core,verb",,2p,,plural,indicative,imperfect,False,False,False,,,,,,Pensavate che fosse facile.,You (plural) thought it was easy.,fe3242d5ba7d0ebba5fb4f9bd904a6ec7624db53336156c83b8afb63facb3c36,5159d111499bfe4a1c3516f36abbbb07fd7e88798455254e9bc3f8af63cb0ae6,2568.0,1632.0,pehn-sah-VAH-teh
pensavano,False,pensare,to think,verb,they were thinking,"core,verb",,3p,,plural,indicative,imperfect,False,False,False,,,,,,Pensavano solo al lavoro.,They thought only about work.,e1e87479b462466b22f2f780e30c8ae3587b8976535f7264481af49554d01034,b6b286484179b714a3141acc2721745c5f139391b7a8f315888f53ad0d0e46e2,1464.0,1608.0,pehn-sah-VAH-noh
ho pensato,False,pensare,to think,verb,I have thought,"core,verb",,1s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Ho pensato di chiamarti.,I have thought of calling you.,8ec86c5f585ae4fd50da4a1ec66de1c373eb75039425854c541ab6768846f973,8f61017bf70acceeb1f5380b51509435b7e2144559f0e1248a5d358be893cac2,1296.0,1584.0,OH pehn-SAH-toh
hai pensato,False,pensare,to think,verb,you have thought,"core,verb",,2s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Hai pensato a lei?,Have you thought of her?,18c3ac91a4c02e997fabba382037e452e49eb8ce868ab7b3f55a5a43f0cc43a5,6a5de31d388eb24d5d5c850cf97b36d9ae3acad0d6585b4f007b918de814d386,1344.0,1656.0,EYE pehn-SAH-toh
ha pensato,False,pensare,to think,verb,he has thought/she has thought/you (formal) have thought,"core,verb",,3s,,singular,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; also used as formal 'Lei',Ha pensato a tutto.,He has thought of everything.,f0232bc73748c1697c6516ba11d50610f53957d3e9607846bad3ac7e4d776eb3,d246c243489c2b92692df0bbf2d220323671b11584c2a1c1153860efd9577a5e,4872.0,1608.0,AH pehn-SAH-toh
abbiamo pensato,False,pensare,to think,verb,we have thought,"core,verb",,1p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Abbiamo pensato di restare.,We have thought about staying.,f2799521b1d1397d0ce808fe1cfb33604783c90fad12002b4474a652cf5aa27b,31e7530bb9c4c442d1c0bbb567d42b02e115614c058c69915e0aec07e13fa88b,1344.0,1992.0,ahb-BYAH-moh pehn-SAH-toh
avete pensato,False,pensare,to think,verb,you (plural) have thought,"core,verb",,2p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Avete pensato bene.,You (plural) have thought well.,9b4d7778257299f435d69f5f66b291a75c9b0a5d5bd45ae397b6d288d23d9168,d49abd6b2c76baab68e825ecb843bbae4dc4c3c2a3025fef76f5c6c0c602d54c,2448.0,1896.0,ah-VEH-teh pehn-SAH-toh
hanno pensato,False,pensare,to think,verb,they have thought,"core,verb",,3p,,plural,indicative,passato prossimo,False,False,True,,,,,used with auxiliary avere; past participle 'pensato',Hanno pensato al peggio.,They have thought of the worst.,419303ff5aa09deb21495c0fcb0e90ecc2901653d796d3ddfae3d9685dc5c2df,47824faa87e89f445cd6e3fe6e6f9660e72be89d9a10d70651e80efa1e8f1749,1368.0,1824.0,AHN-noh pehn-SAH-toh
